id	name	country_id	province_id	district_id	ed_id	pd_id	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
EC-15L	Kurunegala	LK	LK-6	LK-61	EC-15	EC-15L	167651	245.65	['LG-61511', 'LK-6154', 'MOH-61540']	['EC-15', 'LK-61']	[]	[]	[7.5096304932263624, 80.35801321969822]	154
EC-15M	Mawathagama	LK	LK-6	LK-61	EC-15	EC-15M	64074	109.62	['LG-61600', 'LK-6160180', 'MOH-61600']	['EC-15', 'LK-61']	['LK-6160']	[]	[7.425133929063561, 80.44629268434304]	182
EC-15N	Dodangaslanda	LK	LK-6	LK-61	EC-15	EC-15N	88714	224.06	['LK-6163005', 'LK-6163010', 'LK-6163015', 'LK-6163020', 'LK-6163025', 'LK-6163030', 'LK-6163035', 'LK-6163040', 'LK-6163045', 'LK-6163050', 'LK-6163055', 'LK-6163060', 'LK-6163065', 'LK-6163070', 'LK-6163075', 'LK-6163080', 'LK-6163085', 'LK-6163090', 'LK-6163095', 'LK-6163100', 'LK-6163105', 'LK-6163110', 'LK-6163115', 'LK-6163120', 'LK-6163125', 'LK-6163130', 'LK-6163135', 'LK-6163140', 'LK-6163145', 'LK-6163150', 'LK-6163155', 'LK-6163160', 'LK-6163165', 'LK-6163170', 'LK-6163175', 'LK-6163180', 'LK-6163185', 'LK-6163190', 'LK-6163195', 'LK-6163200', 'LK-6163205', 'LK-6163210', 'LK-6163215', 'LK-6163220', 'LK-6163225', 'LK-6163230', 'LK-6163235', 'LK-6163240', 'LK-6163245', 'LK-6163250', 'LK-6163255', 'LK-6163260', 'LK-6163265', 'LK-6163270', 'LK-6163275', 'LK-6163280', 'LK-6163285', 'LK-6163290', 'LK-6163295', 'LK-6163300', 'LK-6163305', 'LK-6163310', 'LK-6163315', 'LK-6163320', 'LK-6163325', 'LK-6163330', 'LK-6163335', 'LK-6163340', 'LK-6163345', 'LK-6163350', 'LK-6163355', 'LK-6163360', 'LK-6163365', 'LK-6163370', 'LK-6163375', 'LK-6163380', 'LK-6163385', 'LK-6163390', 'LK-6163395', 'LK-6163400', 'LK-6163405', 'LK-6163410', 'LK-6163415', 'LK-6163420', 'LK-6163425', 'LK-6163430', 'LK-6163435', 'LK-6163440', 'LK-6163445', 'LK-6163450', 'LK-6163455', 'LK-6163460', 'LK-6163465', 'LK-6163470', 'LK-6163475', 'LK-6163480', 'LK-6163485', 'LK-6163490', 'LK-6163495', 'LK-6163500', 'LK-6163505', 'LK-6163510', 'LK-6163515', 'LK-6163520', 'LK-6163525', 'LK-6163530', 'LK-6163535', 'LK-6163540', 'LK-6163545', 'LK-6163550', 'LK-6163555', 'LK-6163560', 'LK-6163565']	['EC-15', 'LK-61']	['LG-61632', 'LK-6163', 'MOH-61632']	[]	[7.51747216334488, 80.51892107382267]	165
EC-15P	Postal Votes Kurunegala	LK	None	None	EC-15	EC-15P	0	0						
EC-16A	Puttalam	LK	LK-6	LK-62	EC-16	EC-16A	186308	1073.55	['LK-6203', 'MOH-62030', 'MOH-62061']	['EC-16', 'LK-62']	[]	['LG-62031', 'LG-62151']	[8.256814719972907, 79.87768117430163]	22
EC-16B	Anamaduwa	LK	LK-6	LK-62	EC-16	EC-16B	100650	1054.38	['LK-6224', 'LK-6227', 'MOH-62091', 'MOH-62270']	['EC-16', 'LK-62']	[]	['LG-62181', 'LG-62211', 'MOH-62211']	[8.006424177797568, 80.00676194595641]	47
EC-16C	Chilaw	LK	LK-6	LK-62	EC-16	EC-16C	231705	775.9	['LK-6218', 'LK-6221', 'LK-6230', 'MOH-62180', 'MOH-62300', 'MOH-62331']	['EC-16', 'LK-62']	[]	['LG-62031', 'LG-62151', 'LG-62181', 'LG-62211', 'MOH-62211']	[7.743137360114235, 79.85169176794449]	16
EC-16D	Nattandiya	LK	LK-6	LK-62	EC-16	EC-16D	113223	151.88	['LK-6239', 'LK-6242', 'MOH-62390', 'MOH-62420']	['EC-16', 'LK-62']	['LG-62391']	[]	[7.425308802873717, 79.86241664338888]	14
EC-16E	Wennappuwa	LK	LK-6	LK-62	EC-16	EC-16E	130510	118.49	['LK-6245', 'LK-6248', 'MOH-62450', 'MOH-62480']	['EC-16', 'LK-62']	['LG-62451']	[]	[7.322155605870248, 79.88799764698301]	34
EC-16P	Postal Votes Puttalam	LK	None	None	EC-16	EC-16P	0	0						
EC-17A	Medawachchiya	LK	LK-7	LK-71	EC-17	EC-17A	92229	1355.34	['LG-71060', 'LG-71090', 'LK-7103', 'LK-7106', 'LK-7109', 'MOH-71060', 'MOH-71090']	['EC-17', 'LK-71']	[]	[]	[8.694698285228675, 80.64519668987649]	98
EC-17B	Horowpothana	LK	LK-7	LK-71	EC-17	EC-17B	124321	1510.59	['LG-71210', 'LG-71240', 'LG-71270', 'LK-7121', 'LK-7124', 'LK-7127', 'MOH-71210', 'MOH-71240', 'MOH-71270']	['EC-17', 'LK-71']	[]	[]	[8.443164350119446, 80.78904813498558]	85
EC-17C	Anuradhapura East	LK	LK-7	LK-71	EC-17	EC-17C	98005	697.6	['LG-71180', 'LK-7115', 'LK-7118', 'MOH-71180']	['EC-17', 'LK-71']	[]	['LG-71121', 'LG-71151', 'MOH-71121']	[8.44175659767556, 80.43927583097503]	89
EC-17D	Anuradhapura West	LK	LK-7	LK-71	EC-17	EC-17D	72353	1478.08	['LG-71390', 'LK-7112', 'LK-7139', 'MOH-71390']	['EC-17', 'LK-71']	[]	['LG-71121', 'MOH-71121']	[8.41994297427231, 80.14897754817814]	66
EC-17E	Kalawewa	LK	LK-7	LK-71	EC-17	EC-17E	168529	576.94	['LG-61631', 'LG-71452', 'LK-7142', 'LK-7145', 'LK-7163', 'MOH-71450']	['EC-17', 'LK-71']	[]	[]	[8.138028627232284, 80.34923127050655]	102
EC-17F	Mihinthale	LK	LK-7	LK-71	EC-17	EC-17F	196313	869.6	['LG-71362', 'LG-71600', 'LK-7130', 'LK-7136', 'LK-7160', 'MOH-71300', 'MOH-71331', 'MOH-71362', 'MOH-71600']	['EC-17', 'LK-71']	[]	['LG-71151']	[8.241808331185387, 80.51536957651216]	104
EC-17G	Kekirawa	LK	LK-7	LK-71	EC-17	EC-17G	108825	771.43	['LG-71541', 'LG-71660', 'LK-7166', 'MOH-71541', 'MOH-71660']	['EC-17', 'LK-71']	[]	[]	[8.019528050296934, 80.62326731155841]	147
EC-17P	Postal Votes Anuradhapura	LK	None	None	EC-17	EC-17P	0	0						
EC-18A	Minneriya	LK	LK-7	LK-72	EC-18	EC-18A	108204	1104.79	['LG-72030', 'LG-72180', 'LK-7203', 'LK-7218', 'MOH-72030', 'MOH-72180']	['EC-18', 'LK-72']	[]	[]	[8.010111938614738, 80.86213639111897]	95
EC-18B	Medirigiriya	LK	LK-7	LK-72	EC-18	EC-18B	102027	776.22	['LG-72060', 'LG-72090', 'LK-7206', 'LK-7209', 'MOH-72060', 'MOH-72090']	['EC-18', 'LK-72']	[]	[]	[8.151205781206697, 81.0545662978672]	41
EC-18C	Polonnaruwa	LK	LK-7	LK-72	EC-18	EC-18C	195857	1588.15	['LG-72100', 'LK-7210', 'LK-7212', 'LK-7215', 'MOH-72100']	['EC-18', 'LK-72']	[]	[]	[7.9052115991283385, 81.12609357901381]	48
EC-18P	Postal Votes Polonnaruwa	LK	None	None	EC-18	EC-18P	0	0						
EC-19A	Mahiyanganaya	LK	LK-8	LK-81	EC-19	EC-19A	127394	1043.59	['LG-81030', 'LG-81060', 'LK-8103', 'LK-8106', 'MOH-81060']	['EC-19', 'LK-81']	[]	[]	[7.36907645472578, 81.10238969137966]	131
EC-19B	Viyaluwa	LK	LK-8	LK-81	EC-19	EC-19B	65365	344.5	['LG-81090', 'LG-81120', 'LG-81150', 'LK-8109', 'LK-8112', 'LK-8115', 'MOH-81090', 'MOH-81120', 'MOH-81150']	['EC-19', 'LK-81']	[]	[]	[7.108930141582241, 81.03549038024323]	628
EC-19C	Passara	LK	LK-8	LK-81	EC-19	EC-19C	80188	279.49	['LG-81180', 'LG-81190', 'LK-8118', 'LK-8119', 'MOH-81180', 'MOH-81190']	['EC-19', 'LK-81']	[]	[]	[7.002445088844337, 81.16840114408338]	1328
EC-19D	Badulla	LK	LK-8	LK-81	EC-19	EC-19D	75042	49.65	['LG-81211', 'LG-81212']	['EC-19', 'LK-81']	['LK-8121', 'MOH-81210']	[]	[6.986382060343483, 81.0888501269484]	873
EC-19E	Hali Ela	LK	LK-8	LK-81	EC-19	EC-19E	90571	171.4	['LG-81240', 'LK-8124075', 'MOH-81240']	['EC-19', 'LK-81']	['LK-8124']	[]	[6.944961385478783, 81.02013244528688]	1022
EC-19F	Uva Paranagama	LK	LK-8	LK-81	EC-19	EC-19F	77998	138.35	['LK-8127005', 'LK-8127010', 'LK-8127015', 'LK-8127020', 'LK-8127025', 'LK-8127030', 'LK-8127035', 'LK-8127040', 'LK-8127045', 'LK-8127050', 'LK-8127055', 'LK-8127060', 'LK-8127065', 'LK-8127070', 'LK-8127075', 'LK-8127080', 'LK-8127085', 'LK-8127090', 'LK-8127095', 'LK-8127100', 'LK-8127105', 'LK-8127110', 'LK-8127115', 'LK-8127120', 'LK-8127125', 'LK-8127130', 'LK-8127135', 'LK-8127140', 'LK-8127145', 'LK-8127150', 'LK-8127155', 'LK-8127160', 'LK-8127165', 'LK-8127170', 'LK-8127175', 'LK-8127180', 'LK-8127185', 'LK-8127190', 'LK-8127195', 'LK-8127200', 'LK-8127205', 'LK-8127210', 'LK-8127215', 'LK-8127220', 'LK-8127225', 'LK-8127230', 'LK-8127235', 'LK-8127240', 'LK-8127245', 'LK-8127250', 'LK-8127255', 'LK-8127260', 'LK-8127265', 'LK-8127270', 'LK-8127275', 'LK-8127280', 'LK-8127285', 'LK-8127290', 'LK-8127295', 'LK-8127300', 'LK-8127305', 'LK-8127310', 'LK-8127315', 'LK-8127320', 'LK-8127325', 'LK-8127330', 'LK-8127335', 'LK-8127340']	['EC-19', 'LK-81']	['LG-81270', 'LK-8127', 'MOH-81270']	[]	[6.966668500403605, 80.91746418324301]	1079
EC-19G	Welimada	LK	LK-8	LK-81	EC-19	EC-19G	100808	195.25	['LK-8130005', 'LK-8130010', 'LK-8130015', 'LK-8130020', 'LK-8130025', 'LK-8130030', 'LK-8130035', 'LK-8130040', 'LK-8130045', 'LK-8130050', 'LK-8130055', 'LK-8130060', 'LK-8130065', 'LK-8130070', 'LK-8130075', 'LK-8130080', 'LK-8130085', 'LK-8130090', 'LK-8130095', 'LK-8130100', 'LK-8130105', 'LK-8130110', 'LK-8130115', 'LK-8130120', 'LK-8130125', 'LK-8130130', 'LK-8130135', 'LK-8130140', 'LK-8130145', 'LK-8130150', 'LK-8130155', 'LK-8130160', 'LK-8130165', 'LK-8130170', 'LK-8130175', 'LK-8130180', 'LK-8130185', 'LK-8130190', 'LK-8130195', 'LK-8130200', 'LK-8130205', 'LK-8130210', 'LK-8130215', 'LK-8130220', 'LK-8130225', 'LK-8130230', 'LK-8130235', 'LK-8130240', 'LK-8130245', 'LK-8130250', 'LK-8130255', 'LK-8130260', 'LK-8130265', 'LK-8130270', 'LK-8130275', 'LK-8130280', 'LK-8130285', 'LK-8130290', 'LK-8130295', 'LK-8130300', 'LK-8130305', 'LK-8130310', 'LK-8130315', 'LK-8130320']	['EC-19', 'LK-81']	['LG-81300', 'LK-8130', 'MOH-81300']	[]	[6.859878170605155, 80.8810058554065]	1271
EC-19H	Bandarawela	LK	LK-8	LK-81	EC-19	EC-19H	110683	180.58	['LG-81331', 'LK-8133', 'LK-8136', 'MOH-81330', 'MOH-81360']	['EC-19', 'LK-81']	[]	[]	[6.852888350180009, 81.04300240747732]	1147
EC-19I	Haputale	LK	LK-8	LK-81	EC-19	EC-19I	87356	488.68	['LG-81420', 'LK-8139', 'LK-8142', 'MOH-81390', 'MOH-81420']	['EC-19', 'LK-81']	[]	[]	[6.714240156034529, 80.96434241437703]	547
EC-19P	Postal Votes Badulla	LK	None	None	EC-19	EC-19P	0	0						
EC-20A	Bibile	LK	LK-8	LK-82	EC-20	EC-20A	107448	1456.65	['LG-82030', 'LG-82060', 'LG-82090', 'LK-8203', 'LK-8206', 'LK-8209', 'MOH-82030', 'MOH-82060']	['EC-20', 'LK-82']	[]	['MOH-82091']	[7.151534818699123, 81.36258644537769]	202
EC-20B	Monaragala	LK	LK-8	LK-82	EC-20	EC-20B	143663	1604.41	['LG-82120', 'LG-82150', 'LG-82180', 'LK-8212', 'LK-8215', 'LK-8218', 'MOH-82120', 'MOH-82180']	['EC-20', 'LK-82']	[]	['MOH-82091']	[6.850264868708903, 81.44935428895838]	130
EC-20C	Wellawaya	LK	LK-8	LK-82	EC-20	EC-20C	199947	2729.24	['LG-82210', 'LG-82240', 'LG-82270', 'LG-82301', 'LK-8221', 'LK-8224', 'LK-8227', 'MOH-82210', 'MOH-82240', 'MOH-82270']	['EC-20', 'LK-82']	[]	[]	[6.55596280467473, 81.1866682629427]	105
EC-20P	Postal Votes Moneragala	LK	None	None	EC-20	EC-20P	0	0						
EC-21A	Eheliyagoda	LK	LK-9	LK-91	EC-21	EC-21A	199098	398.82	['LG-91061', 'LK-9103', 'LK-9109']	['EC-21', 'LK-91']	[]	[]	[6.804212310827637, 80.29352064608263]	43
EC-21B	Ratnapura	LK	LK-9	LK-91	EC-21	EC-21B	120212	328.96	['LG-91121', 'LG-91122', 'MOH-91122', 'MOH-91123']	['EC-21', 'LK-91']	['LK-9112']	[]	[6.730808046073773, 80.48438482911779]	487
EC-21C	Pelmadulla	LK	LK-9	LK-91	EC-21	EC-21C	89469	145.82	['LK-9124005', 'LK-9124010', 'LK-9124015', 'LK-9124020', 'LK-9124025', 'LK-9124030', 'LK-9124035', 'LK-9124040', 'LK-9124045', 'LK-9124050', 'LK-9124055', 'LK-9124060', 'LK-9124065', 'LK-9124070', 'LK-9124075', 'LK-9124080', 'LK-9124085', 'LK-9124090', 'LK-9124095', 'LK-9124100', 'LK-9124105', 'LK-9124110', 'LK-9124115', 'LK-9124120', 'LK-9124125', 'LK-9124130', 'LK-9124135', 'LK-9124140', 'LK-9124145', 'LK-9124150', 'LK-9124155', 'LK-9124160', 'LK-9124165', 'LK-9124170', 'LK-9124175', 'LK-9124180', 'LK-9124185']	['EC-21', 'LK-91']	['LG-91240', 'LK-9124', 'MOH-91121']	[]	[6.635671374267029, 80.51019792179825]	134
EC-21D	Balangoda	LK	LK-9	LK-91	EC-21	EC-21D	141040	532.93	['LG-91150', 'LK-9115', 'LK-9118', 'MOH-91150', 'MOH-91180']	['EC-21', 'LK-91']	[]	[]	[6.670529359022102, 80.75331477831095]	515
EC-21E	Rakwana	LK	LK-9	LK-91	EC-21	EC-21E	134039	438.08	['LG-91211', 'LG-91420', 'LK-9142', 'MOH-91420']	['EC-21', 'LK-91']	[]	[]	[6.5391341921417085, 80.68673487276601]	177
EC-21F	Nivithigala	LK	LK-9	LK-91	EC-21	EC-21F	141281	349.77	['LG-91271', 'LG-91390', 'LK-9139', 'MOH-91390']	['EC-21', 'LK-91']	[]	[]	[6.5809608777211315, 80.45757572751063]	73
EC-21G	Kalawana	LK	LK-9	LK-91	EC-21	EC-21G	82201	546.07	['LG-91300', 'LG-91330', 'LK-9130', 'LK-9133', 'MOH-91300', 'MOH-91330']	['EC-21', 'LK-91']	[]	[]	[6.518994513109791, 80.4052922129364]	260
EC-21H	Kolonna	LK	LK-9	LK-91	EC-21	EC-21H	180667	570.29	['LG-91510', 'LK-9148', 'LK-9151', 'MOH-91480', 'MOH-91510']	['EC-21', 'LK-91']	[]	[]	[6.365986414412029, 80.77165197327788]	257
EC-21P	Postal Votes Ratnapura	LK	None	None	EC-21	EC-21P	0	0						
EC-22A	Dedigama	LK	LK-9	LK-92	EC-22	EC-22A	113056	197.83	['LK-9218005', 'LK-9218010', 'LK-9218015', 'LK-9218020', 'LK-9218025', 'LK-9218030', 'LK-9218035', 'LK-9218040', 'LK-9218045', 'LK-9218050', 'LK-9218055', 'LK-9218060', 'LK-9218065', 'LK-9218070', 'LK-9218075', 'LK-9218080', 'LK-9218085', 'LK-9218090', 'LK-9218095', 'LK-9218100', 'LK-9218105', 'LK-9218110', 'LK-9218115', 'LK-9218120', 'LK-9218125', 'LK-9218130', 'LK-9218135', 'LK-9218140', 'LK-9218145', 'LK-9218150', 'LK-9218155', 'LK-9218160', 'LK-9218165', 'LK-9218170', 'LK-9218175', 'LK-9218180', 'LK-9218185', 'LK-9218190', 'LK-9218195', 'LK-9218200', 'LK-9218205', 'LK-9218210', 'LK-9218215', 'LK-9218220', 'LK-9218225', 'LK-9218230', 'LK-9218235', 'LK-9218240', 'LK-9218245', 'LK-9218250', 'LK-9218255', 'LK-9218260', 'LK-9218265', 'LK-9218270', 'LK-9218275', 'LK-9218280', 'LK-9218285', 'LK-9218290', 'LK-9218295', 'LK-9218300', 'LK-9218305', 'LK-9218310', 'LK-9218315', 'LK-9218320', 'LK-9218325', 'LK-9218330', 'LK-9218335', 'LK-9218340', 'LK-9218345', 'LK-9218350', 'LK-9218355', 'LK-9218360', 'LK-9218365', 'LK-9218370', 'LK-9218375', 'LK-9218380', 'LK-9218385', 'LK-9218390']	['EC-22', 'LK-92']	['LG-92180', 'LK-9218', 'MOH-92180']	[]	[7.2037097257805325, 80.23167475525887]	159
EC-22B	Galigamuwa	LK	LK-9	LK-92	EC-22	EC-22B	74490	127.09	['LK-9215005', 'LK-9215010', 'LK-9215015', 'LK-9215020', 'LK-9215025', 'LK-9215030', 'LK-9215035', 'LK-9215040', 'LK-9215045', 'LK-9215050', 'LK-9215055', 'LK-9215060', 'LK-9215065', 'LK-9215070', 'LK-9215075', 'LK-9215080', 'LK-9215085', 'LK-9215090', 'LK-9215095', 'LK-9215100', 'LK-9215105', 'LK-9215110', 'LK-9215115', 'LK-9215120', 'LK-9215125', 'LK-9215130', 'LK-9215135', 'LK-9215140', 'LK-9215145', 'LK-9215150', 'LK-9215155', 'LK-9215160', 'LK-9215165', 'LK-9215170', 'LK-9215175', 'LK-9215180', 'LK-9215185', 'LK-9215190', 'LK-9215195', 'LK-9215200', 'LK-9215205', 'LK-9215210', 'LK-9215215', 'LK-9215220', 'LK-9215225', 'LK-9215230', 'LK-9215235', 'LK-9215240', 'LK-9215245', 'LK-9215250', 'LK-9215255']	['EC-22', 'LK-92']	['LG-92150', 'LK-9215', 'MOH-92150']	[]	[7.215704801187663, 80.30538852389743]	218
EC-22C	Kegalle	LK	LK-9	LK-92	EC-22	EC-22C	90854	107.91	['LG-92121', 'LG-92122']	['MOH-92092']	['LK-9212']	[]	[7.208163433475674, 80.36846826824036]	166
EC-22D	Rambukkana	LK	LK-9	LK-92	EC-22	EC-22D	82769	131.62	['LG-92030', 'LK-9203240', 'MOH-92030']	['EC-22', 'LK-92']	['LK-9203']	[]	[7.323274325449259, 80.38621630839374]	97
EC-22E	Mawanella	LK	LK-9	LK-92	EC-22	EC-22E	111727	116.06	['LK-9206005', 'LK-9206010', 'LK-9206015', 'LK-9206020', 'LK-9206025', 'LK-9206030', 'LK-9206035', 'LK-9206040', 'LK-9206045', 'LK-9206050', 'LK-9206055', 'LK-9206060', 'LK-9206065', 'LK-9206070', 'LK-9206075', 'LK-9206080', 'LK-9206085', 'LK-9206090', 'LK-9206095', 'LK-9206100', 'LK-9206105', 'LK-9206110', 'LK-9206115', 'LK-9206120', 'LK-9206125', 'LK-9206130', 'LK-9206135', 'LK-9206140', 'LK-9206145', 'LK-9206150', 'LK-9206155', 'LK-9206160', 'LK-9206165', 'LK-9206170', 'LK-9206175', 'LK-9206180', 'LK-9206185', 'LK-9206190', 'LK-9206195', 'LK-9206200', 'LK-9206205', 'LK-9206210', 'LK-9206215', 'LK-9206220', 'LK-9206225', 'LK-9206230', 'LK-9206235', 'LK-9206240', 'LK-9206245', 'LK-9206250', 'LK-9206255', 'LK-9206260', 'LK-9206265', 'LK-9206270', 'LK-9206275', 'LK-9206280', 'LK-9206285', 'LK-9206290', 'LK-9206295', 'LK-9206300', 'LK-9206305', 'LK-9206310', 'LK-9206315', 'LK-9206320', 'LK-9206325', 'LK-9206330', 'LK-9206335', 'LK-9206340', 'LK-9206345', 'LK-9206350', 'LK-9206355']	['EC-22', 'LK-92']	['LG-92060', 'LK-9206', 'MOH-92060']	[]	[7.229916450458327, 80.47384535357192]	214
EC-22F	Aranayaka	LK	LK-9	LK-92	EC-22	EC-22F	68464	126.68	['LK-9209190', 'MOH-92091']	['EC-22', 'LK-92']	['LG-92090', 'LK-9209']	['MOH-92092']	[7.165239470554908, 80.44330492596734]	312
EC-22G	Yatiyanthota	LK	LK-9	LK-92	EC-22	EC-22G	108191	305.58	['LG-92240', 'LG-92270', 'LK-9224', 'LK-9227', 'MOH-92240', 'MOH-92270']	['EC-22', 'LK-92']	[]	[]	[7.057306781626125, 80.36473835327415]	280
EC-22H	Ruwanwella	LK	LK-9	LK-92	EC-22	EC-22H	63913	141.75	['LG-92210', 'LK-9221055', 'MOH-92210']	['EC-22', 'LK-92']	['LK-9221']	[]	[7.0635917549289955, 80.21874358045824]	314
EC-22I	Deraniyagala	LK	LK-9	LK-92	EC-22	EC-22I	127184	418.17	['LG-92300', 'LG-92330', 'LK-9230', 'LK-9233', 'MOH-92300', 'MOH-92330']	['EC-22', 'LK-92']	[]	[]	[6.921793404640371, 80.34577374167522]	95
EC-22P	Postal Votes Kegalle	LK	None	None	EC-22	EC-22P	0	0						
