id	name	country_id	province_id	district_id	dsd_id	ed_id	area	population	hasc	subs	supers	eqs	ints	centroid	centroid_altitude
LK-6245	Wennappuwa	LK	LK-6	LK-62	LK-6245	EC-16	39.0	68111	LK.PX.WE	['LK-6245005', 'LK-6245010', 'LK-6245015', 'LK-6245020', 'LK-6245025', 'LK-6245030', 'LK-6245035', 'LK-6245040', 'LK-6245045', 'LK-6245050', 'LK-6245055', 'LK-6245060', 'LK-6245065', 'LK-6245070', 'LK-6245075', 'LK-6245080', 'LK-6245085', 'LK-6245090', 'LK-6245095', 'LK-6245100', 'LK-6245105', 'LK-6245110', 'LK-6245115', 'LK-6245120', 'LK-6245125', 'LK-6245130', 'LK-6245135', 'LK-6245140', 'LK-6245145', 'LK-6245150', 'LK-6245155', 'LK-6245160', 'LK-6245165', 'LK-6245170', 'LK-6245175', 'LK-6245180', 'LK-6245185', 'LK-6245190', 'LK-6245195', 'LK-6245200', 'LK-6245205', 'LK-6245210', 'LK-6245215', 'LK-6245220', 'LK-6245225', 'LK-6245230', 'LK-6245235', 'LK-6245240', 'LK-6245245', 'LK-6245250', 'LK-6245255', 'LK-6245260']	['EC-16E', 'LG-62451']	['MOH-62450']	[]	[7.324286935055492, 79.8545756687826]	9
LK-6248	Dankotuwa	LK	LK-6	LK-62	LK-6248	EC-16	78.0	62399	LK.PX.DA	['LK-6248005', 'LK-6248010', 'LK-6248015', 'LK-6248020', 'LK-6248025', 'LK-6248030', 'LK-6248035', 'LK-6248040', 'LK-6248045', 'LK-6248050', 'LK-6248055', 'LK-6248060', 'LK-6248065', 'LK-6248070', 'LK-6248075', 'LK-6248080', 'LK-6248085', 'LK-6248090', 'LK-6248095', 'LK-6248100', 'LK-6248105', 'LK-6248110', 'LK-6248115', 'LK-6248120', 'LK-6248125', 'LK-6248130', 'LK-6248135', 'LK-6248140', 'LK-6248145', 'LK-6248150', 'LK-6248155', 'LK-6248160', 'LK-6248165', 'LK-6248170', 'LK-6248175', 'LK-6248180', 'LK-6248185', 'LK-6248190', 'LK-6248195', 'LK-6248200', 'LK-6248205', 'LK-6248210', 'LK-6248215', 'LK-6248220', 'LK-6248225', 'LK-6248230', 'LK-6248235']	['EC-16E', 'LG-62451']	['MOH-62480']	[]	[7.320971851114337, 79.90613862154756]	26
LK-7103	Padaviya	LK	LK-7	LK-71	LK-7103	EC-17	240.0	22998	LK.AD.PD	['LG-71030', 'LK-7103005', 'LK-7103030', 'MOH-71030']	['EC-17A']	[]	[]	[8.851991801421736, 80.78456638336033]	58
LK-7106	Kebithigollewa	LK	LK-7	LK-71	LK-7106	EC-17	615.0	22325	LK.AD.KB	['LK-7106005', 'LK-7106010', 'LK-7106015', 'LK-7106020', 'LK-7106025', 'LK-7106030', 'LK-7106035', 'LK-7106040', 'LK-7106045', 'LK-7106050', 'LK-7106055', 'LK-7106060', 'LK-7106065', 'LK-7106070', 'LK-7106075', 'LK-7106080', 'LK-7106085', 'LK-7106090', 'LK-7106095', 'LK-7106100', 'LK-7106105', 'LK-7106110', 'LK-7106115', 'LK-7106120', 'LK-7106125', 'LK-7106130']	['EC-17A']	['LG-71060', 'MOH-71060']	[]	[8.717628585602384, 80.70924317070138]	96
LK-7109	Medawachchiya	LK	LK-7	LK-71	LK-7109	EC-17	482.0	46906	LK.AD.ME	['LK-7109005', 'LK-7109010', 'LK-7109015', 'LK-7109020', 'LK-7109025', 'LK-7109030', 'LK-7109035', 'LK-7109040', 'LK-7109045', 'LK-7109050', 'LK-7109055', 'LK-7109060', 'LK-7109065', 'LK-7109070', 'LK-7109075', 'LK-7109080', 'LK-7109085', 'LK-7109090', 'LK-7109095', 'LK-7109100', 'LK-7109105', 'LK-7109110', 'LK-7109115', 'LK-7109120', 'LK-7109125', 'LK-7109130', 'LK-7109135', 'LK-7109140', 'LK-7109145', 'LK-7109150', 'LK-7109155', 'LK-7109160', 'LK-7109165', 'LK-7109170', 'LK-7109175', 'LK-7109180', 'LK-7109185']	['EC-17A']	['LG-71090', 'MOH-71090']	[]	[8.588629020968266, 80.49690198187393]	103
LK-7112	Mahawilachchiya	LK	LK-7	LK-71	LK-7112	EC-17	635.0	22467	LK.AD.MV	['LK-7112005', 'LK-7112010', 'LK-7112015', 'LK-7112020', 'LK-7112025', 'LK-7112030', 'LK-7112035', 'LK-7112040', 'LK-7112045', 'LK-7112050', 'LK-7112055', 'LK-7112060', 'LK-7112065', 'LK-7112070', 'LK-7112075', 'LK-7112080', 'LK-7112085']	['EC-17D', 'LG-71121']	[]	[]	[8.53856814307182, 80.18149405146318]	65
LK-7115	Nuwaragam Palatha Central	LK	LK-7	LK-71	LK-7115	EC-17	403.0	61223	LK.AD.NC	['LK-7115005', 'LK-7115010', 'LK-7115015', 'LK-7115020', 'LK-7115025', 'LK-7115030', 'LK-7115035', 'LK-7115040', 'LK-7115045', 'LK-7115050', 'LK-7115055', 'LK-7115060', 'LK-7115065', 'LK-7115070', 'LK-7115075', 'LK-7115080', 'LK-7115085', 'LK-7115090', 'LK-7115095', 'LK-7115100', 'LK-7115105', 'LK-7115110', 'LK-7115115', 'LK-7115120', 'LK-7115125', 'LK-7115130', 'LK-7115135', 'LK-7115140', 'LK-7115145', 'LK-7115150', 'LK-7115155', 'LK-7115160', 'LK-7115165', 'LK-7115170', 'LK-7115175', 'LK-7115180', 'LK-7115185', 'LK-7115190', 'LK-7115195', 'LK-7115200']	['EC-17C', 'MOH-71121']	[]	['LG-71121', 'LG-71151']	[8.415337286540051, 80.3524512194633]	87
LK-7118	Rambewa	LK	LK-7	LK-71	LK-7118	EC-17	309.0	36782	LK.AD.RB	['LK-7118005', 'LK-7118010', 'LK-7118015', 'LK-7118020', 'LK-7118025', 'LK-7118030', 'LK-7118035', 'LK-7118040', 'LK-7118045', 'LK-7118050', 'LK-7118055', 'LK-7118060', 'LK-7118065', 'LK-7118070', 'LK-7118075', 'LK-7118080', 'LK-7118085', 'LK-7118090', 'LK-7118095', 'LK-7118100', 'LK-7118105', 'LK-7118110', 'LK-7118115', 'LK-7118120', 'LK-7118125', 'LK-7118130', 'LK-7118135', 'LK-7118140', 'LK-7118145', 'LK-7118150', 'LK-7118155', 'LK-7118160', 'LK-7118165', 'LK-7118170', 'LK-7118175', 'LK-7118180', 'LK-7118185', 'LK-7118190']	['EC-17C']	['LG-71180', 'MOH-71180']	[]	[8.475728450176206, 80.55073342700422]	98
LK-7121	Kahatagasdigiliya	LK	LK-7	LK-71	LK-7121	EC-17	352.0	40339	LK.AD.KA	['LK-7121005', 'LK-7121010', 'LK-7121015', 'LK-7121020', 'LK-7121025', 'LK-7121030', 'LK-7121035', 'LK-7121040', 'LK-7121045', 'LK-7121050', 'LK-7121055', 'LK-7121060', 'LK-7121065', 'LK-7121070', 'LK-7121075', 'LK-7121080', 'LK-7121085', 'LK-7121090', 'LK-7121095', 'LK-7121100', 'LK-7121105', 'LK-7121110', 'LK-7121115', 'LK-7121120', 'LK-7121125', 'LK-7121130', 'LK-7121135', 'LK-7121140', 'LK-7121145', 'LK-7121150', 'LK-7121155', 'LK-7121160', 'LK-7121165', 'LK-7121170', 'LK-7121175', 'LK-7121180', 'LK-7121185', 'LK-7121190', 'LK-7121195', 'LK-7121200']	['EC-17B']	['LG-71210', 'MOH-71210']	[]	[8.42284932396511, 80.71148446154673]	117
LK-7124	Horowpothana	LK	LK-7	LK-71	LK-7124	EC-17	845.0	36990	LK.AD.HO	['LK-7124005', 'LK-7124010', 'LK-7124015', 'LK-7124020', 'LK-7124025', 'LK-7124030', 'LK-7124035', 'LK-7124040', 'LK-7124045', 'LK-7124050', 'LK-7124055', 'LK-7124060', 'LK-7124065', 'LK-7124070', 'LK-7124075', 'LK-7124080', 'LK-7124085', 'LK-7124090', 'LK-7124095', 'LK-7124100', 'LK-7124105', 'LK-7124110', 'LK-7124115', 'LK-7124120', 'LK-7124125', 'LK-7124130', 'LK-7124135', 'LK-7124140', 'LK-7124145', 'LK-7124150', 'LK-7124155', 'LK-7124160', 'LK-7124165', 'LK-7124170', 'LK-7124175', 'LK-7124180', 'LK-7124185', 'LK-7124190']	['EC-17B']	['LG-71240', 'MOH-71240']	[]	[8.512145477428115, 80.8506942034986]	65
LK-7127	Galenbindunuwewa	LK	LK-7	LK-71	LK-7127	EC-17	291.0	46992	LK.AD.GB	['LK-7127005', 'LK-7127010', 'LK-7127015', 'LK-7127020', 'LK-7127025', 'LK-7127030', 'LK-7127035', 'LK-7127040', 'LK-7127045', 'LK-7127050', 'LK-7127055', 'LK-7127060', 'LK-7127065', 'LK-7127070', 'LK-7127075', 'LK-7127080', 'LK-7127085', 'LK-7127090', 'LK-7127095', 'LK-7127100', 'LK-7127105', 'LK-7127110', 'LK-7127115', 'LK-7127120', 'LK-7127125', 'LK-7127130', 'LK-7127135', 'LK-7127140', 'LK-7127145', 'LK-7127150', 'LK-7127155', 'LK-7127160', 'LK-7127165', 'LK-7127170', 'LK-7127175', 'LK-7127180', 'LK-7127185', 'LK-7127190', 'LK-7127195', 'LK-7127200', 'LK-7127205']	['EC-17B']	['LG-71270', 'MOH-71270']	[]	[8.266294601503091, 80.70692546318028]	123
LK-7130	Mihinthale	LK	LK-7	LK-71	LK-7130	EC-17	228.0	35293	LK.AD.MI	['LG-71302', 'LK-7130040']	['EC-17F']	['MOH-71300']	['LG-71151']	[8.349931586757776, 80.54298313133516]	98
LK-7133	Nuwaragam Palatha East	LK	LK-7	LK-71	LK-7133	EC-17	91.0	69737	LK.AD.NE	['LK-7133005', 'LK-7133010', 'LK-7133015', 'LK-7133020', 'LK-7133025', 'LK-7133030', 'LK-7133035', 'LK-7133040', 'LK-7133045', 'LK-7133050', 'LK-7133055', 'LK-7133060', 'LK-7133065', 'LK-7133070', 'LK-7133075', 'LK-7133080', 'LK-7133085', 'LK-7133090', 'LK-7133095', 'LK-7133100', 'LK-7133105', 'LK-7133110', 'LK-7133115', 'LK-7133120', 'LK-7133125', 'LK-7133130', 'LK-7133135', 'LK-7133140', 'LK-7133145']	['MOH-71331']	[]	['LG-71151', 'LG-71332']	[8.307886789841985, 80.44771206597203]	97
LK-7136	Nachchaduwa	LK	LK-7	LK-71	LK-7136	EC-17	87.0	25377	LK.AD.NA	['LK-7136005', 'LK-7136010', 'LK-7136015', 'LK-7136020', 'LK-7136025', 'LK-7136030', 'LK-7136035', 'LK-7136040', 'LK-7136045', 'LK-7136050', 'LK-7136055', 'LK-7136060', 'LK-7136065', 'LK-7136070', 'LK-7136075', 'LK-7136080', 'LK-7136085', 'LK-7136090', 'LK-7136095']	['EC-17F']	[]	['LG-71332', 'LG-71362', 'MOH-71331', 'MOH-71362']	[8.25255384971544, 80.42245040323841]	107
LK-7139	Nochchiyagama	LK	LK-7	LK-71	LK-7139	EC-17	813.0	49886	LK.AD.NO	['LK-7139005', 'LK-7139010', 'LK-7139015', 'LK-7139020', 'LK-7139025', 'LK-7139030', 'LK-7139035', 'LK-7139040', 'LK-7139045', 'LK-7139050', 'LK-7139055', 'LK-7139060', 'LK-7139065', 'LK-7139070', 'LK-7139075', 'LK-7139080', 'LK-7139085', 'LK-7139090', 'LK-7139095', 'LK-7139100', 'LK-7139105', 'LK-7139110', 'LK-7139115', 'LK-7139120', 'LK-7139125', 'LK-7139130', 'LK-7139135', 'LK-7139140', 'LK-7139145', 'LK-7139150', 'LK-7139155', 'LK-7139160', 'LK-7139165', 'LK-7139170', 'LK-7139175', 'LK-7139180']	['EC-17D']	['LG-71390', 'MOH-71390']	[]	[8.3320220770762, 80.12484808962674]	100
LK-7142	Rajanganaya	LK	LK-7	LK-71	LK-7142	EC-17	101.0	33543	LK.AD.RJ	['LG-71420', 'LK-7142100', 'MOH-71420']	['EC-17E']	[]	[]	[8.182941225291556, 80.18397736598128]	51
LK-7145	Thambuttegama	LK	LK-7	LK-71	LK-7145	EC-17	117.0	42437	LK.AD.TB	['LK-7145005', 'LK-7145010', 'LK-7145015', 'LK-7145020', 'LK-7145025', 'LK-7145030', 'LK-7145035', 'LK-7145040', 'LK-7145045', 'LK-7145050', 'LK-7145055', 'LK-7145060', 'LK-7145065', 'LK-7145070', 'LK-7145075', 'LK-7145080', 'LK-7145085', 'LK-7145090', 'LK-7145095', 'LK-7145100', 'LK-7145105', 'LK-7145110', 'LK-7145115', 'LK-7145120', 'LK-7145125', 'LK-7145130']	['EC-17E']	['MOH-71450']	['LG-61631', 'LG-71452']	[8.155555948087988, 80.31637028851438]	96
LK-7148	Thalawa	LK	LK-7	LK-71	LK-7148	EC-17	234.0	57793	LK.AD.TL	['LK-7148005', 'LK-7148010', 'LK-7148015', 'LK-7148020', 'LK-7148025', 'LK-7148030', 'LK-7148035', 'LK-7148040', 'LK-7148045', 'LK-7148050', 'LK-7148055', 'LK-7148060', 'LK-7148065', 'LK-7148070', 'LK-7148075', 'LK-7148080', 'LK-7148085', 'LK-7148090', 'LK-7148095', 'LK-7148100', 'LK-7148105', 'LK-7148110', 'LK-7148115', 'LK-7148120', 'LK-7148125', 'LK-7148130', 'LK-7148135', 'LK-7148140', 'LK-7148145', 'LK-7148150', 'LK-7148155', 'LK-7148160', 'LK-7148165', 'LK-7148170', 'LK-7148175', 'LK-7148180', 'LK-7148185', 'LK-7148190', 'LK-7148195']	['LG-71452']	['MOH-71480']	[]	[8.184266909873509, 80.37732206497769]	118
LK-7151	Thirappane	LK	LK-7	LK-71	LK-7151	EC-17	294.0	27044	LK.AD.TP	['LK-7151005', 'LK-7151010', 'LK-7151015', 'LK-7151020', 'LK-7151025', 'LK-7151030', 'LK-7151035', 'LK-7151040', 'LK-7151045', 'LK-7151050', 'LK-7151055', 'LK-7151060', 'LK-7151065', 'LK-7151070', 'LK-7151075', 'LK-7151080', 'LK-7151085', 'LK-7151090', 'LK-7151095', 'LK-7151100', 'LK-7151105', 'LK-7151110', 'LK-7151115', 'LK-7151120', 'LK-7151125', 'LK-7151130', 'LK-7151135', 'LK-7151140', 'LK-7151145', 'LK-7151150', 'LK-7151155', 'LK-7151160', 'LK-7151165', 'LK-7151170', 'LK-7151175', 'LK-7151180', 'LK-7151185', 'LK-7151190', 'LK-7151195', 'LK-7151200', 'LK-7151205']	['LG-71362', 'MOH-71362']	[]	[]	[8.20438063691339, 80.55684348037208]	125
LK-7154	Kekirawa	LK	LK-7	LK-71	LK-7154	EC-17	331.0	59241	LK.AD.KK	['LK-7154005', 'LK-7154010', 'LK-7154015', 'LK-7154020', 'LK-7154025', 'LK-7154030', 'LK-7154035', 'LK-7154040', 'LK-7154045', 'LK-7154050', 'LK-7154055', 'LK-7154060', 'LK-7154065', 'LK-7154070', 'LK-7154075', 'LK-7154080', 'LK-7154085', 'LK-7154090', 'LK-7154095', 'LK-7154100', 'LK-7154105', 'LK-7154110', 'LK-7154115', 'LK-7154120', 'LK-7154125', 'LK-7154130', 'LK-7154135', 'LK-7154140', 'LK-7154145', 'LK-7154150', 'LK-7154155', 'LK-7154160', 'LK-7154165', 'LK-7154170', 'LK-7154175', 'LK-7154180', 'LK-7154185', 'LK-7154190', 'LK-7154195', 'LK-7154200', 'LK-7154205', 'LK-7154210', 'LK-7154215', 'LK-7154220', 'LK-7154225', 'LK-7154230', 'LK-7154235', 'LK-7154240', 'LK-7154245', 'LK-7154250', 'LK-7154255', 'LK-7154260', 'LK-7154265']	['LG-71541', 'MOH-71541']	[]	[]	[8.059802826165113, 80.62428751461356]	186
LK-7157	Palugaswewa	LK	LK-7	LK-71	LK-7157	EC-17	201.0	15582	LK.AD.PS	['LK-7157005', 'LK-7157010', 'LK-7157015', 'LK-7157020', 'LK-7157025', 'LK-7157030', 'LK-7157035', 'LK-7157040', 'LK-7157045', 'LK-7157050', 'LK-7157055', 'LK-7157060', 'LK-7157065', 'LK-7157070', 'LK-7157075', 'LK-7157080']	['LG-71541', 'MOH-71541']	[]	[]	[8.080143195488528, 80.71982491387709]	196
LK-7160	Ipalogama	LK	LK-7	LK-71	LK-7160	EC-17	147.0	38862	LK.AD.IP	['LK-7160005', 'LK-7160010', 'LK-7160015', 'LK-7160020', 'LK-7160025', 'LK-7160030', 'LK-7160035', 'LK-7160040', 'LK-7160045', 'LK-7160050', 'LK-7160055', 'LK-7160060', 'LK-7160065', 'LK-7160070', 'LK-7160075', 'LK-7160080', 'LK-7160085', 'LK-7160090', 'LK-7160095', 'LK-7160100', 'LK-7160105', 'LK-7160110', 'LK-7160115', 'LK-7160120', 'LK-7160125', 'LK-7160130', 'LK-7160135', 'LK-7160140', 'LK-7160145', 'LK-7160150', 'LK-7160155', 'LK-7160160']	['EC-17F']	['LG-71600', 'MOH-71600']	[]	[8.085818686713546, 80.50788114480842]	121
LK-7163	Galnewa	LK	LK-7	LK-71	LK-7163	EC-17	138.0	34756	LK.AD.GN	['LK-7163150', 'MOH-61631']	['EC-17E']	[]	['LG-61631']	[8.019218367269918, 80.44988502596738]	124
LK-7166	Palagala	LK	LK-7	LK-71	LK-7166	EC-17	225.0	34002	LK.AD.PL	['LK-7166005', 'LK-7166010', 'LK-7166015', 'LK-7166020', 'LK-7166025', 'LK-7166030', 'LK-7166035', 'LK-7166040', 'LK-7166045', 'LK-7166050', 'LK-7166055', 'LK-7166060', 'LK-7166065', 'LK-7166070', 'LK-7166075', 'LK-7166080', 'LK-7166085', 'LK-7166090', 'LK-7166095', 'LK-7166100', 'LK-7166105', 'LK-7166110', 'LK-7166115', 'LK-7166120', 'LK-7166125', 'LK-7166130', 'LK-7166135', 'LK-7166140', 'LK-7166145', 'LK-7166150', 'LK-7166155', 'LK-7166160', 'LK-7166165', 'LK-7166170', 'LK-7166175']	['EC-17G']	['LG-71660', 'MOH-71660']	[]	[7.906136740157546, 80.53764725463462]	145
LK-7203	Hingurakgoda	LK	LK-7	LK-72	LK-7203	EC-18	696.0	64289	LK.PR.HI	['LK-7203005', 'LK-7203010', 'LK-7203015', 'LK-7203020', 'LK-7203025', 'LK-7203030', 'LK-7203035', 'LK-7203040', 'LK-7203045', 'LK-7203050', 'LK-7203055', 'LK-7203060', 'LK-7203065', 'LK-7203070', 'LK-7203075', 'LK-7203080', 'LK-7203085', 'LK-7203090', 'LK-7203095', 'LK-7203100', 'LK-7203105', 'LK-7203110', 'LK-7203115', 'LK-7203120', 'LK-7203125', 'LK-7203130', 'LK-7203135', 'LK-7203140', 'LK-7203145', 'LK-7203150', 'LK-7203155', 'LK-7203160', 'LK-7203165', 'LK-7203170', 'LK-7203175', 'LK-7203180', 'LK-7203185', 'LK-7203190', 'LK-7203195', 'LK-7203200', 'LK-7203205', 'LK-7203210', 'LK-7203215', 'LK-7203220', 'LK-7203225', 'LK-7203230', 'LK-7203235', 'LK-7203240', 'LK-7203245', 'LK-7203250', 'LK-7203255', 'LK-7203260', 'LK-7203265']	['EC-18A']	['LG-72030', 'MOH-72030']	[]	[8.105334226509825, 80.87178850640153]	103
LK-7206	Medirigiriya	LK	LK-7	LK-72	LK-7206	EC-18	537.0	65575	LK.PR.ME	['LK-7206005', 'LK-7206010', 'LK-7206015', 'LK-7206020', 'LK-7206025', 'LK-7206030', 'LK-7206035', 'LK-7206040', 'LK-7206045', 'LK-7206050', 'LK-7206055', 'LK-7206060', 'LK-7206065', 'LK-7206070', 'LK-7206075', 'LK-7206080', 'LK-7206085', 'LK-7206090', 'LK-7206095', 'LK-7206100', 'LK-7206105', 'LK-7206110', 'LK-7206115', 'LK-7206120', 'LK-7206125', 'LK-7206130', 'LK-7206135', 'LK-7206140', 'LK-7206145', 'LK-7206150', 'LK-7206155', 'LK-7206160', 'LK-7206165', 'LK-7206170', 'LK-7206175', 'LK-7206180', 'LK-7206185', 'LK-7206190', 'LK-7206195', 'LK-7206200', 'LK-7206205', 'LK-7206210', 'LK-7206215', 'LK-7206220', 'LK-7206225']	['EC-18B']	['LG-72060', 'MOH-72060']	[]	[8.184514839043556, 81.04022069048504]	36
LK-7209	Lankapura	LK	LK-7	LK-72	LK-7209	EC-18	184.0	36452	LK.PR.LA	['LK-7209005', 'LK-7209010', 'LK-7209015', 'LK-7209020', 'LK-7209025', 'LK-7209030', 'LK-7209035', 'LK-7209040', 'LK-7209045', 'LK-7209050', 'LK-7209055', 'LK-7209060', 'LK-7209065', 'LK-7209070', 'LK-7209075', 'LK-7209080', 'LK-7209085', 'LK-7209090', 'LK-7209095', 'LK-7209100', 'LK-7209105', 'LK-7209110', 'LK-7209115', 'LK-7209120', 'LK-7209125', 'LK-7209130', 'LK-7209135', 'LK-7209140']	['EC-18B']	['LG-72090', 'MOH-72090']	[]	[8.05645621806566, 81.095293663334]	29
LK-7210	Welikanda	LK	LK-7	LK-72	LK-7210	EC-18	548.0	33770	LK.PR.WE	['LK-7210005', 'LK-7210010', 'LK-7210015', 'LK-7210020', 'LK-7210025', 'LK-7210030', 'LK-7210035', 'LK-7210040', 'LK-7210045', 'LK-7210050', 'LK-7210055', 'LK-7210060', 'LK-7210065', 'LK-7210070', 'LK-7210075', 'LK-7210080', 'LK-7210085', 'LK-7210090', 'LK-7210095', 'LK-7210100', 'LK-7210105', 'LK-7210110', 'LK-7210115', 'LK-7210120', 'LK-7210125', 'LK-7210130', 'LK-7210135', 'LK-7210140', 'LK-7210145', 'LK-7210150']	['EC-18C']	['LG-72100', 'MOH-72100']	[]	[8.041143139083848, 81.2344187464394]	53
LK-7212	Dimbulagala	LK	LK-7	LK-72	LK-7212	EC-18	534.0	79661	LK.PR.DI	['LG-72120', 'LK-7212215', 'LK-7212250', 'LK-7212255', 'MOH-72120']	['EC-18C']	[]	[]	[7.788290128385913, 81.12397979193089]	61
LK-7215	Thamankaduwa	LK	LK-7	LK-72	LK-7215	EC-18	445.0	82426	LK.PR.TH	['LG-72150', 'LK-7215240', 'MOH-72150']	['EC-18C']	[]	[]	[7.873482725269552, 80.9879199785082]	58
LK-7218	Elahera	LK	LK-7	LK-72	LK-7218	EC-18	349.0	43915	LK.PR.EL	['LK-7218005', 'LK-7218010', 'LK-7218015', 'LK-7218020', 'LK-7218025', 'LK-7218030', 'LK-7218035', 'LK-7218040', 'LK-7218045', 'LK-7218050', 'LK-7218055', 'LK-7218060', 'LK-7218065', 'LK-7218070', 'LK-7218075', 'LK-7218080', 'LK-7218085', 'LK-7218090', 'LK-7218095', 'LK-7218100', 'LK-7218105', 'LK-7218110', 'LK-7218115', 'LK-7218120', 'LK-7218125', 'LK-7218130', 'LK-7218135', 'LK-7218140']	['EC-18A']	['LG-72180', 'MOH-72180']	[]	[7.809010465556676, 80.84180454118741]	115
LK-8103	Mahiyanganaya	LK	LK-8	LK-81	LK-8103	EC-19	601.0	75776	LK.BD.MA	['MOH-81031', 'MOH-81032']	['EC-19A']	['LG-81030']	[]	[7.438603028847693, 81.0831829266604]	119
LK-8106	Rideemaliyadda	LK	LK-8	LK-81	LK-8106	EC-19	431.0	51618	LK.BD.RI	['LK-8106005', 'LK-8106010', 'LK-8106015', 'LK-8106020', 'LK-8106025', 'LK-8106030', 'LK-8106035', 'LK-8106040', 'LK-8106045', 'LK-8106050', 'LK-8106055', 'LK-8106060', 'LK-8106065', 'LK-8106070', 'LK-8106075', 'LK-8106080', 'LK-8106085', 'LK-8106090', 'LK-8106095', 'LK-8106100', 'LK-8106105', 'LK-8106110', 'LK-8106115', 'LK-8106120', 'LK-8106125', 'LK-8106130', 'LK-8106135', 'LK-8106140', 'LK-8106145', 'LK-8106150', 'LK-8106155', 'LK-8106160', 'LK-8106165', 'LK-8106170', 'LK-8106175', 'LK-8106180', 'LK-8106185', 'LK-8106190', 'LK-8106195', 'LK-8106200', 'LK-8106205', 'LK-8106210']	['EC-19A']	['LG-81060', 'MOH-81060']	[]	[7.273937527921014, 81.12856523326347]	196
LK-8109	Meegahakivula	LK	LK-8	LK-81	LK-8109	EC-19	105.0	19719	LK.BD.ME	['LK-8109005', 'LK-8109010', 'LK-8109015', 'LK-8109020', 'LK-8109025', 'LK-8109030', 'LK-8109035', 'LK-8109040', 'LK-8109045', 'LK-8109050', 'LK-8109055', 'LK-8109060', 'LK-8109065', 'LK-8109070', 'LK-8109075', 'LK-8109080', 'LK-8109085', 'LK-8109090', 'LK-8109095', 'LK-8109100']	['EC-19B']	['LG-81090', 'MOH-81090']	[]	[7.125627615644561, 81.08318423596157]	180
LK-8112	Kandaketiya	LK	LK-8	LK-81	LK-8112	EC-19	157.0	23075	LK.BD.KA	['LK-8112005', 'LK-8112010', 'LK-8112015', 'LK-8112020', 'LK-8112025', 'LK-8112030', 'LK-8112035', 'LK-8112040', 'LK-8112045', 'LK-8112050', 'LK-8112055', 'LK-8112060', 'LK-8112065', 'LK-8112070', 'LK-8112075', 'LK-8112080', 'LK-8112085', 'LK-8112090', 'LK-8112095', 'LK-8112100', 'LK-8112105', 'LK-8112110', 'LK-8112115', 'LK-8112120', 'LK-8112125', 'LK-8112130']	['EC-19B']	['LG-81120', 'MOH-81120']	[]	[7.13076155006065, 80.9940243697245]	212
LK-8115	Soranathota	LK	LK-8	LK-81	LK-8115	EC-19	79.0	22571	LK.BD.SO	['LK-8115005', 'LK-8115010', 'LK-8115015', 'LK-8115020', 'LK-8115025', 'LK-8115030', 'LK-8115035', 'LK-8115040', 'LK-8115045', 'LK-8115050', 'LK-8115055', 'LK-8115060', 'LK-8115065', 'LK-8115070', 'LK-8115075', 'LK-8115080', 'LK-8115085', 'LK-8115090', 'LK-8115095', 'LK-8115100', 'LK-8115105', 'LK-8115110', 'LK-8115115', 'LK-8115120', 'LK-8115125']	['EC-19B']	['LG-81150', 'MOH-81150']	[]	[7.04567283533963, 81.04952683018972]	794
LK-8118	Passara	LK	LK-8	LK-81	LK-8118	EC-19	136.0	48807	LK.BD.PA	['LK-8118005', 'LK-8118010', 'LK-8118015', 'LK-8118020', 'LK-8118025', 'LK-8118030', 'LK-8118035', 'LK-8118040', 'LK-8118045', 'LK-8118050', 'LK-8118055', 'LK-8118060', 'LK-8118065', 'LK-8118070', 'LK-8118075', 'LK-8118080', 'LK-8118085', 'LK-8118090', 'LK-8118095', 'LK-8118100', 'LK-8118105', 'LK-8118110', 'LK-8118115', 'LK-8118120', 'LK-8118125', 'LK-8118130', 'LK-8118135', 'LK-8118140', 'LK-8118145', 'LK-8118150', 'LK-8118155', 'LK-8118160', 'LK-8118165', 'LK-8118170', 'LK-8118175', 'LK-8118180', 'LK-8118185', 'LK-8118190', 'LK-8118195', 'LK-8118200', 'LK-8118205']	['EC-19C']	['LG-81180', 'MOH-81180']	[]	[6.964884489533887, 81.14793270632259]	874
LK-8119	Lunugala	LK	LK-8	LK-81	LK-8119	EC-19	144.0	31381	LK.BD.LU	['LK-8119005', 'LK-8119010', 'LK-8119015', 'LK-8119020', 'LK-8119025', 'LK-8119030', 'LK-8119035', 'LK-8119040', 'LK-8119045', 'LK-8119050', 'LK-8119055', 'LK-8119060', 'LK-8119065', 'LK-8119070', 'LK-8119075', 'LK-8119080', 'LK-8119085', 'LK-8119090', 'LK-8119095', 'LK-8119100', 'LK-8119105', 'LK-8119110', 'LK-8119115', 'LK-8119120', 'LK-8119125', 'LK-8119130', 'LK-8119135', 'LK-8119140']	['EC-19C']	['LG-81190', 'MOH-81190']	[]	[7.038379733422844, 81.188023013506]	912
LK-8121	Badulla	LK	LK-8	LK-81	LK-8121	EC-19	51.0	75042	LK.BD.BD	['LG-81211', 'LG-81212']	['EC-19', 'LK-81']	['EC-19D', 'MOH-81210']	[]	[6.986382060343483, 81.0888501269484]	873
LK-8124	Hali-Ela	LK	LK-8	LK-81	LK-8124	EC-19	165.0	90571	LK.BD.HE	['LG-81240', 'LK-8124075', 'MOH-81240']	['EC-19', 'LK-81']	['EC-19E']	[]	[6.944961385478783, 81.02013244528688]	1022
