entity_id	total_population	male	female 
LK-2142165	1248.0	607.0	641.0
LK-2145	58188.0	28030.0	30158.0
LK-2145005	1497.0	718.0	779.0
LK-2145010	764.0	390.0	374.0
LK-2145015	1305.0	640.0	665.0
LK-2145020	1653.0	794.0	859.0
LK-2145025	615.0	276.0	339.0
LK-2145030	622.0	283.0	339.0
LK-2145035	714.0	350.0	364.0
LK-2145040	944.0	451.0	493.0
LK-2145045	657.0	334.0	323.0
LK-2145050	822.0	392.0	430.0
LK-2145055	778.0	381.0	397.0
LK-2145060	565.0	282.0	283.0
LK-2145065	1530.0	745.0	785.0
LK-2145070	466.0	236.0	230.0
LK-2145075	510.0	257.0	253.0
LK-2145080	600.0	287.0	313.0
LK-2145085	1216.0	587.0	629.0
LK-2145090	661.0	312.0	349.0
LK-2145095	886.0	424.0	462.0
LK-2145100	567.0	263.0	304.0
LK-2145105	602.0	278.0	324.0
LK-2145110	751.0	360.0	391.0
LK-2145115	579.0	286.0	293.0
LK-2145120	597.0	293.0	304.0
LK-2145125	687.0	326.0	361.0
LK-2145130	1784.0	854.0	930.0
LK-2145135	1163.0	551.0	612.0
LK-2145140	1872.0	951.0	921.0
LK-2145145	403.0	185.0	218.0
LK-2145150	811.0	399.0	412.0
LK-2145155	792.0	374.0	418.0
LK-2145160	1067.0	526.0	541.0
LK-2145165	913.0	435.0	478.0
LK-2145170	1253.0	627.0	626.0
LK-2145175	838.0	389.0	449.0
LK-2145180	627.0	320.0	307.0
LK-2145185	432.0	207.0	225.0
LK-2145190	613.0	303.0	310.0
LK-2145195	645.0	326.0	319.0
LK-2145200	594.0	290.0	304.0
LK-2145205	494.0	228.0	266.0
LK-2145210	769.0	367.0	402.0
LK-2145215	1233.0	593.0	640.0
LK-2145220	1386.0	688.0	698.0
LK-2145225	978.0	440.0	538.0
LK-2145230	495.0	237.0	258.0
LK-2145235	786.0	383.0	403.0
LK-2145240	600.0	272.0	328.0
LK-2145245	474.0	218.0	256.0
LK-2145250	619.0	284.0	335.0
LK-2145255	677.0	325.0	352.0
LK-2145260	949.0	463.0	486.0
LK-2145265	733.0	342.0	391.0
LK-2145270	753.0	355.0	398.0
LK-2145275	534.0	263.0	271.0
LK-2145280	448.0	194.0	254.0
LK-2145285	1047.0	485.0	562.0
LK-2145290	496.0	232.0	264.0
LK-2145295	1217.0	606.0	611.0
LK-2145300	973.0	452.0	521.0
LK-2145305	593.0	278.0	315.0
LK-2145310	589.0	274.0	315.0
LK-2145315	718.0	319.0	399.0
LK-2145320	553.0	275.0	278.0
LK-2145325	506.0	233.0	273.0
LK-2145330	1016.0	489.0	527.0
LK-2145335	809.0	406.0	403.0
LK-2145340	642.0	318.0	324.0
LK-2145345	472.0	237.0	235.0
LK-2145350	568.0	264.0	304.0
LK-2145355	422.0	205.0	217.0
LK-2145360	620.0	317.0	303.0
LK-2145365	624.0	306.0	318.0
LK-2148	30345.0	14179.0	16166.0
LK-2148005	1946.0	945.0	1001.0
LK-2148010	983.0	444.0	539.0
LK-2148015	1208.0	561.0	647.0
LK-2148020	3521.0	1627.0	1894.0
LK-2148025	1882.0	866.0	1016.0
LK-2148030	2527.0	1209.0	1318.0
LK-2148035	1145.0	525.0	620.0
LK-2148040	567.0	281.0	286.0
LK-2148045	895.0	450.0	445.0
LK-2148050	663.0	310.0	353.0
LK-2148055	859.0	427.0	432.0
LK-2148060	697.0	307.0	390.0
LK-2148065	1319.0	570.0	749.0
LK-2148070	1368.0	636.0	732.0
LK-2148075	2207.0	1049.0	1158.0
LK-2148080	218.0	113.0	105.0
LK-2148085	781.0	371.0	410.0
LK-2148090	1076.0	461.0	615.0
LK-2148095	625.0	280.0	345.0
LK-2148100	443.0	214.0	229.0
LK-2148105	491.0	230.0	261.0
LK-2148110	596.0	270.0	326.0
LK-2148115	410.0	190.0	220.0
LK-2148120	581.0	253.0	328.0
LK-2148125	416.0	210.0	206.0
LK-2148130	300.0	144.0	156.0
LK-2148135	513.0	238.0	275.0
LK-2148140	1121.0	515.0	606.0
LK-2148145	987.0	483.0	504.0
LK-2151	91716.0	42716.0	49000.0
LK-2151005	4031.0	1871.0	2160.0
LK-2151010	1879.0	873.0	1006.0
LK-2151015	2029.0	920.0	1109.0
LK-2151020	1036.0	483.0	553.0
LK-2151025	846.0	410.0	436.0
LK-2151030	850.0	412.0	438.0
LK-2151035	1167.0	541.0	626.0
LK-2151040	1300.0	609.0	691.0
LK-2151045	1202.0	561.0	641.0
LK-2151050	1849.0	921.0	928.0
LK-2151055	1200.0	584.0	616.0
LK-2151060	3156.0	1472.0	1684.0
LK-2151065	2758.0	1289.0	1469.0
LK-2151070	2091.0	964.0	1127.0
LK-2151075	1783.0	836.0	947.0
LK-2151080	1123.0	536.0	587.0
LK-2151085	1155.0	500.0	655.0
LK-2151090	2210.0	978.0	1232.0
LK-2151095	1894.0	895.0	999.0
LK-2151100	2705.0	1197.0	1508.0
LK-2151105	1828.0	885.0	943.0
LK-2151110	1619.0	775.0	844.0
LK-2151115	2410.0	1066.0	1344.0
LK-2151120	781.0	363.0	418.0
LK-2151125	1894.0	871.0	1023.0
LK-2151130	1629.0	783.0	846.0
LK-2151135	1524.0	717.0	807.0
LK-2151140	1547.0	707.0	840.0
LK-2151145	1453.0	683.0	770.0
LK-2151150	1001.0	456.0	545.0
LK-2151155	1315.0	607.0	708.0
LK-2151160	882.0	409.0	473.0
LK-2151165	1946.0	903.0	1043.0
LK-2151170	657.0	324.0	333.0
LK-2151175	1541.0	717.0	824.0
LK-2151180	2502.0	1160.0	1342.0
LK-2151185	1241.0	561.0	680.0
LK-2151190	3231.0	1480.0	1751.0
LK-2151195	2254.0	1086.0	1168.0
LK-2151200	2484.0	1146.0	1338.0
LK-2151205	1811.0	885.0	926.0
LK-2151210	5878.0	2729.0	3149.0
LK-2151215	1683.0	750.0	933.0
LK-2151220	866.0	402.0	464.0
LK-2151225	4687.0	2198.0	2489.0
LK-2151230	2268.0	1133.0	1135.0
LK-2151235	1181.0	519.0	662.0
LK-2151240	906.0	418.0	488.0
LK-2151245	2433.0	1131.0	1302.0
LK-2154	55254.0	26539.0	28715.0
LK-2154005	1153.0	562.0	591.0
LK-2154010	849.0	425.0	424.0
LK-2154015	2366.0	1135.0	1231.0
LK-2154020	2644.0	1279.0	1365.0
LK-2154025	2629.0	1320.0	1309.0
LK-2154030	1972.0	948.0	1024.0
LK-2154035	2419.0	1131.0	1288.0
LK-2154040	971.0	472.0	499.0
LK-2154045	1837.0	873.0	964.0
LK-2154050	1941.0	919.0	1022.0
LK-2154055	2320.0	1086.0	1234.0
LK-2154060	1292.0	601.0	691.0
LK-2154065	1104.0	551.0	553.0
LK-2154070	1824.0	865.0	959.0
LK-2154075	1356.0	643.0	713.0
LK-2154080	1921.0	934.0	987.0
LK-2154085	590.0	299.0	291.0
LK-2154090	1582.0	760.0	822.0
LK-2154095	1171.0	562.0	609.0
LK-2154100	1137.0	533.0	604.0
LK-2154105	1539.0	706.0	833.0
LK-2154110	2177.0	1004.0	1173.0
LK-2154115	2015.0	958.0	1057.0
LK-2154120	1245.0	596.0	649.0
LK-2154125	1866.0	942.0	924.0
LK-2154130	1600.0	778.0	822.0
LK-2154135	3732.0	1729.0	2003.0
LK-2154140	2084.0	984.0	1100.0
LK-2154145	1807.0	862.0	945.0
LK-2154150	2380.0	1183.0	1197.0
LK-2154155	1731.0	899.0	832.0
LK-2157	59917.0	27588.0	32329.0
LK-2157005	1684.0	793.0	891.0
LK-2157010	2129.0	968.0	1161.0
LK-2157015	1824.0	810.0	1014.0
LK-2157020	2531.0	1125.0	1406.0
LK-2157025	1369.0	605.0	764.0
LK-2157030	1273.0	586.0	687.0
LK-2157035	1581.0	720.0	861.0
LK-2157040	1884.0	862.0	1022.0
LK-2157045	1193.0	571.0	622.0
LK-2157050	1640.0	761.0	879.0
LK-2157055	3144.0	1444.0	1700.0
LK-2157060	2535.0	1176.0	1359.0
LK-2157065	4186.0	1940.0	2246.0
LK-2157070	2095.0	988.0	1107.0
LK-2157075	2664.0	1278.0	1386.0
LK-2157080	1654.0	777.0	877.0
LK-2157085	6312.0	2897.0	3415.0
LK-2157090	2372.0	1060.0	1312.0
LK-2157095	1315.0	608.0	707.0
LK-2157100	1511.0	678.0	833.0
LK-2157105	1167.0	541.0	626.0
LK-2157110	1039.0	484.0	555.0
LK-2157115	1091.0	505.0	586.0
LK-2157120	2213.0	998.0	1215.0
LK-2157125	2997.0	1389.0	1608.0
LK-2157130	667.0	283.0	384.0
LK-2157135	1080.0	479.0	601.0
LK-2157140	1915.0	916.0	999.0
LK-2157145	2852.0	1346.0	1506.0
LK-22	484531.0	233657.0	250874.0
LK-2203	70042.0	33619.0	36423.0
LK-2203005	1406.0	677.0	729.0
LK-2203010	1072.0	524.0	548.0
LK-2203015	831.0	401.0	430.0
LK-2203020	1045.0	506.0	539.0
LK-2203025	1950.0	938.0	1012.0
LK-2203030	708.0	365.0	343.0
LK-2203035	1424.0	695.0	729.0
LK-2203040	2190.0	1097.0	1093.0
LK-2203045	2575.0	1226.0	1349.0
LK-2203050	1397.0	691.0	706.0
LK-2203055	1042.0	524.0	518.0
LK-2203060	1072.0	520.0	552.0
LK-2203065	1293.0	655.0	638.0
LK-2203070	1731.0	853.0	878.0
LK-2203075	969.0	458.0	511.0
LK-2203080	789.0	383.0	406.0
LK-2203085	839.0	388.0	451.0
LK-2203090	639.0	329.0	310.0
LK-2203095	1488.0	694.0	794.0
LK-2203100	822.0	405.0	417.0
LK-2203105	1981.0	947.0	1034.0
LK-2203110	1299.0	632.0	667.0
LK-2203115	1679.0	797.0	882.0
LK-2203120	967.0	467.0	500.0
LK-2203125	1518.0	686.0	832.0
LK-2203130	1031.0	496.0	535.0
LK-2203135	1155.0	546.0	609.0
LK-2203140	1407.0	640.0	767.0
LK-2203145	611.0	287.0	324.0
LK-2203150	840.0	399.0	441.0
LK-2203155	1272.0	596.0	676.0
LK-2203160	1188.0	580.0	608.0
LK-2203165	1927.0	926.0	1001.0
LK-2203170	1177.0	602.0	575.0
LK-2203175	1165.0	544.0	621.0
LK-2203180	1371.0	684.0	687.0
LK-2203185	2099.0	1007.0	1092.0
LK-2203190	1238.0	598.0	640.0
LK-2203195	1227.0	603.0	624.0
LK-2203200	1253.0	635.0	618.0
LK-2203205	903.0	438.0	465.0
LK-2203210	921.0	463.0	458.0
LK-2203215	588.0	272.0	316.0
LK-2203220	1171.0	565.0	606.0
LK-2203225	1541.0	704.0	837.0
LK-2203230	999.0	491.0	508.0
LK-2203235	1159.0	552.0	607.0
LK-2203240	876.0	414.0	462.0
LK-2203245	696.0	296.0	400.0
LK-2203250	523.0	242.0	281.0
LK-2203255	1090.0	523.0	567.0
LK-2203260	761.0	354.0	407.0
LK-2203265	1484.0	663.0	821.0
LK-2203270	634.0	304.0	330.0
LK-2203275	922.0	449.0	473.0
LK-2203280	1307.0	608.0	699.0
LK-2203285	830.0	364.0	466.0
LK-2203290	981.0	460.0	521.0
LK-2203295	969.0	456.0	513.0
LK-2206	72306.0	36307.0	35999.0
LK-2206005	586.0	283.0	303.0
LK-2206010	608.0	319.0	289.0
LK-2206015	731.0	372.0	359.0
LK-2206020	550.0	268.0	282.0
LK-2206025	1150.0	596.0	554.0
LK-2206030	1250.0	653.0	597.0
LK-2206035	1568.0	778.0	790.0
LK-2206040	906.0	450.0	456.0
LK-2206045	766.0	400.0	366.0
LK-2206050	800.0	401.0	399.0
LK-2206055	906.0	460.0	446.0
LK-2206060	759.0	390.0	369.0
LK-2206065	621.0	341.0	280.0
LK-2206070	1929.0	1032.0	897.0
LK-2206075	655.0	317.0	338.0
LK-2206080	2522.0	1280.0	1242.0
LK-2206085	871.0	436.0	435.0
LK-2206090	1307.0	647.0	660.0
LK-2206095	1166.0	568.0	598.0
LK-2206100	1510.0	735.0	775.0
LK-2206105	1104.0	520.0	584.0
LK-2206110	1122.0	543.0	579.0
LK-2206115	1334.0	615.0	719.0
LK-2206120	2237.0	1136.0	1101.0
LK-2206125	2222.0	1115.0	1107.0
LK-2206130	1037.0	615.0	422.0
LK-2206135	881.0	435.0	446.0
LK-2206140	896.0	447.0	449.0
LK-2206145	1870.0	936.0	934.0
LK-2206150	1100.0	520.0	580.0
LK-2206155	569.0	287.0	282.0
LK-2206160	1890.0	939.0	951.0
LK-2206165	1245.0	583.0	662.0
LK-2206170	4864.0	2621.0	2243.0
LK-2206175	1052.0	526.0	526.0
LK-2206180	1502.0	728.0	774.0
LK-2206185	2235.0	1124.0	1111.0
LK-2206190	1724.0	855.0	869.0
LK-2206195	2433.0	1199.0	1234.0
LK-2206200	1088.0	538.0	550.0
LK-2206205	830.0	394.0	436.0
LK-2206210	413.0	201.0	212.0
LK-2206215	1534.0	766.0	768.0
LK-2206220	704.0	334.0	370.0
LK-2206225	1467.0	793.0	674.0
LK-2206230	1127.0	555.0	572.0
LK-2206235	928.0	457.0	471.0
LK-2206240	821.0	384.0	437.0
LK-2206245	796.0	400.0	396.0
LK-2206250	828.0	424.0	404.0
LK-2206255	714.0	333.0	381.0
LK-2206260	1719.0	841.0	878.0
LK-2206265	559.0	284.0	275.0
LK-2206270	1257.0	619.0	638.0
LK-2206275	428.0	213.0	215.0
LK-2206280	1573.0	773.0	800.0
LK-2206285	979.0	512.0	467.0
LK-2206290	1149.0	552.0	597.0
LK-2206295	914.0	464.0	450.0
LK-2209	30884.0	15088.0	15796.0
LK-2209005	225.0	112.0	113.0
LK-2209010	652.0	323.0	329.0
LK-2209015	703.0	353.0	350.0
LK-2209020	509.0	260.0	249.0
LK-2209025	333.0	162.0	171.0
LK-2209030	279.0	137.0	142.0
LK-2209035	374.0	182.0	192.0
LK-2209040	430.0	214.0	216.0
LK-2209045	732.0	359.0	373.0
LK-2209050	392.0	199.0	193.0
LK-2209055	435.0	216.0	219.0
LK-2209060	497.0	237.0	260.0
LK-2209065	810.0	389.0	421.0
LK-2209070	452.0	216.0	236.0
LK-2209075	833.0	398.0	435.0
LK-2209080	517.0	245.0	272.0
LK-2209085	899.0	441.0	458.0
LK-2209090	305.0	139.0	166.0
LK-2209095	814.0	410.0	404.0
LK-2209100	2131.0	1053.0	1078.0
LK-2209105	577.0	267.0	310.0
LK-2209110	523.0	251.0	272.0
LK-2209115	571.0	279.0	292.0
LK-2209120	526.0	254.0	272.0
LK-2209125	463.0	228.0	235.0
LK-2209130	555.0	264.0	291.0
LK-2209135	333.0	179.0	154.0
LK-2209140	547.0	282.0	265.0
LK-2209145	297.0	145.0	152.0
LK-2209150	846.0	414.0	432.0
LK-2209155	543.0	271.0	272.0
LK-2209160	447.0	217.0	230.0
LK-2209165	372.0	180.0	192.0
LK-2209170	950.0	435.0	515.0
LK-2209175	1229.0	601.0	628.0
LK-2209180	868.0	436.0	432.0
LK-2209185	390.0	188.0	202.0
LK-2209190	255.0	120.0	135.0
LK-2209195	564.0	281.0	283.0
LK-2209200	807.0	384.0	423.0
LK-2209205	381.0	182.0	199.0
LK-2209210	592.0	267.0	325.0
LK-2209215	910.0	424.0	486.0
LK-2209220	899.0	435.0	464.0
LK-2209225	540.0	264.0	276.0
LK-2209230	800.0	409.0	391.0
LK-2209235	896.0	455.0	441.0
LK-2209240	670.0	312.0	358.0
LK-2209245	203.0	112.0	91.0
LK-2209250	227.0	112.0	115.0
LK-2209255	117.0	65.0	52.0
LK-2209260	664.0	330.0	334.0
LK-2212	29565.0	14022.0	15543.0
LK-2212005	671.0	287.0	384.0
LK-2212010	693.0	332.0	361.0
LK-2212015	1192.0	577.0	615.0
LK-2212020	920.0	438.0	482.0
LK-2212025	676.0	329.0	347.0
LK-2212030	808.0	379.0	429.0
LK-2212035	1062.0	529.0	533.0
LK-2212040	756.0	356.0	400.0
LK-2212045	501.0	235.0	266.0
LK-2212050	607.0	310.0	297.0
LK-2212055	463.0	234.0	229.0
LK-2212060	584.0	263.0	321.0
LK-2212065	772.0	395.0	377.0
LK-2212070	568.0	255.0	313.0
LK-2212075	498.0	237.0	261.0
LK-2212080	467.0	221.0	246.0
LK-2212085	564.0	269.0	295.0
LK-2212090	835.0	399.0	436.0
LK-2212095	460.0	219.0	241.0
LK-2212100	719.0	325.0	394.0
LK-2212105	465.0	213.0	252.0
LK-2212110	710.0	336.0	374.0
LK-2212115	990.0	453.0	537.0
LK-2212120	642.0	301.0	341.0
LK-2212125	611.0	294.0	317.0
LK-2212130	519.0	238.0	281.0
LK-2212135	659.0	303.0	356.0
LK-2212140	751.0	347.0	404.0
LK-2212145	1086.0	505.0	581.0
LK-2212150	682.0	325.0	357.0
LK-2212155	568.0	268.0	300.0
LK-2212160	607.0	310.0	297.0
LK-2212165	325.0	151.0	174.0
LK-2212170	501.0	251.0	250.0
LK-2212175	560.0	274.0	286.0
LK-2212180	523.0	245.0	278.0
LK-2212185	952.0	437.0	515.0
LK-2212190	674.0	338.0	336.0
LK-2212195	742.0	358.0	384.0
LK-2212200	493.0	239.0	254.0
LK-2212205	567.0	273.0	294.0
LK-2212210	351.0	161.0	190.0
LK-2212215	583.0	258.0	325.0
LK-2212220	1188.0	555.0	633.0
LK-2215	30242.0	14496.0	15746.0
LK-2215005	712.0	298.0	414.0
LK-2215010	659.0	328.0	331.0
LK-2215015	651.0	337.0	314.0
LK-2215020	468.0	224.0	244.0
LK-2215025	1303.0	646.0	657.0
LK-2215030	1176.0	574.0	602.0
LK-2215035	323.0	146.0	177.0
LK-2215040	363.0	187.0	176.0
LK-2215045	519.0	243.0	276.0
LK-2215050	728.0	360.0	368.0
LK-2215055	373.0	185.0	188.0
LK-2215060	249.0	115.0	134.0
LK-2215065	377.0	186.0	191.0
LK-2215070	804.0	406.0	398.0
LK-2215075	1078.0	511.0	567.0
LK-2215080	525.0	223.0	302.0
LK-2215085	684.0	322.0	362.0
LK-2215090	470.0	223.0	247.0
LK-2215095	809.0	379.0	430.0
LK-2215100	467.0	223.0	244.0
LK-2215105	493.0	252.0	241.0
LK-2215110	611.0	296.0	315.0
LK-2215115	594.0	292.0	302.0
LK-2215120	1164.0	573.0	591.0
LK-2215125	485.0	225.0	260.0
LK-2215130	1284.0	607.0	677.0
LK-2215135	485.0	235.0	250.0
LK-2215140	590.0	285.0	305.0
LK-2215145	503.0	223.0	280.0
LK-2215150	217.0	102.0	115.0
LK-2215155	583.0	279.0	304.0
LK-2215160	424.0	204.0	220.0
LK-2215165	380.0	178.0	202.0
LK-2215170	545.0	261.0	284.0
LK-2215175	445.0	188.0	257.0
LK-2215180	659.0	320.0	339.0
LK-2215185	341.0	165.0	176.0
LK-2215190	535.0	252.0	283.0
LK-2215195	441.0	204.0	237.0
LK-2215200	430.0	193.0	237.0
LK-2215205	277.0	135.0	142.0
LK-2215210	384.0	187.0	197.0
LK-2215215	576.0	269.0	307.0
LK-2215220	507.0	259.0	248.0
LK-2215225	418.0	209.0	209.0
LK-2215230	373.0	188.0	185.0
LK-2215235	338.0	161.0	177.0
LK-2215240	226.0	107.0	119.0
LK-2215245	354.0	165.0	189.0
LK-2215250	326.0	157.0	169.0
LK-2215255	455.0	232.0	223.0
LK-2215260	471.0	232.0	239.0
LK-2215265	343.0	159.0	184.0
LK-2215270	473.0	233.0	240.0
LK-2215275	393.0	180.0	213.0
LK-2215280	381.0	173.0	208.0
LK-2218	74864.0	35550.0	39314.0
LK-2218005	774.0	384.0	390.0
LK-2218010	1703.0	792.0	911.0
LK-2218015	830.0	417.0	413.0
LK-2218020	1331.0	690.0	641.0
LK-2218025	1367.0	660.0	707.0
LK-2218030	420.0	197.0	223.0
LK-2218035	818.0	413.0	405.0
LK-2218040	749.0	376.0	373.0
LK-2218045	992.0	487.0	505.0
LK-2218050	1113.0	512.0	601.0
LK-2218055	425.0	204.0	221.0
LK-2218060	968.0	440.0	528.0
LK-2218065	634.0	305.0	329.0
LK-2218070	565.0	281.0	284.0
LK-2218075	797.0	352.0	445.0
LK-2218080	658.0	313.0	345.0
LK-2218085	1018.0	470.0	548.0
LK-2218090	488.0	238.0	250.0
LK-2218095	1989.0	959.0	1030.0
LK-2218100	882.0	424.0	458.0
LK-2218105	1069.0	509.0	560.0
LK-2218110	804.0	380.0	424.0
LK-2218115	798.0	395.0	403.0
LK-2218120	1709.0	793.0	916.0
LK-2218125	1395.0	663.0	732.0
LK-2218130	1672.0	792.0	880.0
LK-2218135	986.0	488.0	498.0
LK-2218140	4232.0	2024.0	2208.0
LK-2218145	849.0	416.0	433.0
LK-2218150	3378.0	1591.0	1787.0
LK-2218155	4044.0	1892.0	2152.0
LK-2218160	2263.0	1061.0	1202.0
LK-2218165	1776.0	833.0	943.0
LK-2218170	880.0	418.0	462.0
LK-2218175	1104.0	522.0	582.0
LK-2218180	2386.0	1175.0	1211.0
LK-2218185	1918.0	872.0	1046.0
LK-2218190	4521.0	2190.0	2331.0
LK-2218195	1444.0	689.0	755.0
LK-2218200	2903.0	1373.0	1530.0
LK-2218205	1359.0	610.0	749.0
LK-2218210	842.0	394.0	448.0
LK-2218215	1274.0	591.0	683.0
LK-2218220	1608.0	730.0	878.0
LK-2218225	1579.0	786.0	793.0
LK-2218230	2918.0	1343.0	1575.0
LK-2218235	1356.0	625.0	731.0
LK-2218240	852.0	395.0	457.0
LK-2218245	1016.0	465.0	551.0
LK-2218250	1035.0	496.0	539.0
LK-2218255	810.0	372.0	438.0
LK-2218260	1563.0	753.0	810.0
LK-2221	15643.0	7324.0	8319.0
LK-2221005	869.0	434.0	435.0
LK-2221010	1307.0	565.0	742.0
LK-2221015	560.0	253.0	307.0
LK-2221020	898.0	419.0	479.0
LK-2221025	524.0	228.0	296.0
LK-2221030	544.0	257.0	287.0
LK-2221035	751.0	367.0	384.0
LK-2221040	277.0	150.0	127.0
LK-2221045	599.0	295.0	304.0
LK-2221050	490.0	241.0	249.0
LK-2221055	843.0	385.0	458.0
LK-2221060	1695.0	814.0	881.0
LK-2221065	1038.0	469.0	569.0
LK-2221070	406.0	176.0	230.0
LK-2221075	628.0	308.0	320.0
LK-2221080	1262.0	598.0	664.0
LK-2221085	1148.0	523.0	625.0
LK-2221090	650.0	301.0	349.0
LK-2221095	572.0	275.0	297.0
LK-2221100	582.0	266.0	316.0
LK-2224	12110.0	6217.0	5893.0
LK-2224005	332.0	188.0	144.0
LK-2224010	721.0	381.0	340.0
LK-2224015	547.0	297.0	250.0
LK-2224020	673.0	334.0	339.0
LK-2224025	411.0	219.0	192.0
LK-2224030	458.0	239.0	219.0
LK-2224035	611.0	314.0	297.0
LK-2224040	937.0	456.0	481.0
LK-2224045	568.0	294.0	274.0
LK-2224050	380.0	192.0	188.0
LK-2224055	489.0	244.0	245.0
LK-2224060	56.0	26.0	30.0
LK-2224065	80.0	38.0	42.0
LK-2224070	346.0	176.0	170.0
LK-2224075	194.0	102.0	92.0
LK-2224080	213.0	115.0	98.0
LK-2224085	144.0	76.0	68.0
LK-2224090	177.0	82.0	95.0
LK-2224095	197.0	107.0	90.0
LK-2224100	63.0	30.0	33.0
LK-2224105	502.0	267.0	235.0
LK-2224110	202.0	99.0	103.0
LK-2224115	439.0	233.0	206.0
LK-2224120	323.0	163.0	160.0
LK-2224125	208.0	113.0	95.0
LK-2224130	75.0	42.0	33.0
LK-2224135	345.0	179.0	166.0
LK-2224140	296.0	140.0	156.0
LK-2224145	410.0	215.0	195.0
LK-2224150	171.0	86.0	85.0
LK-2224155	132.0	68.0	64.0
LK-2224160	140.0	69.0	71.0
LK-2224165	169.0	92.0	77.0
LK-2224170	135.0	71.0	64.0
LK-2224175	435.0	212.0	223.0
LK-2224180	301.0	152.0	149.0
LK-2224185	230.0	106.0	124.0
LK-2227	29494.0	14682.0	14812.0
LK-2227005	275.0	140.0	135.0
LK-2227010	755.0	356.0	399.0
LK-2227015	600.0	301.0	299.0
LK-2227020	606.0	317.0	289.0
LK-2227025	546.0	278.0	268.0
LK-2227030	364.0	163.0	201.0
LK-2227035	781.0	400.0	381.0
LK-2227040	743.0	362.0	381.0
LK-2227045	686.0	333.0	353.0
LK-2227050	397.0	199.0	198.0
LK-2227055	677.0	342.0	335.0
LK-2227060	868.0	447.0	421.0
LK-2227065	945.0	471.0	474.0
LK-2227070	886.0	418.0	468.0
LK-2227075	831.0	409.0	422.0
LK-2227080	759.0	386.0	373.0
LK-2227085	656.0	326.0	330.0
LK-2227090	878.0	456.0	422.0
LK-2227095	266.0	137.0	129.0
LK-2227100	813.0	416.0	397.0
LK-2227105	253.0	127.0	126.0
LK-2227110	1922.0	976.0	946.0
LK-2227115	913.0	456.0	457.0
LK-2227120	780.0	373.0	407.0
LK-2227125	394.0	193.0	201.0
LK-2227130	579.0	277.0	302.0
LK-2227135	1130.0	576.0	554.0
LK-2227140	828.0	416.0	412.0
LK-2227145	438.0	247.0	191.0
LK-2227150	1060.0	514.0	546.0
LK-2227155	1483.0	753.0	730.0
LK-2227160	780.0	375.0	405.0
LK-2227165	516.0	264.0	252.0
LK-2227170	1376.0	668.0	708.0
LK-2227175	1063.0	508.0	555.0
LK-2227180	951.0	457.0	494.0
LK-2227185	851.0	418.0	433.0
LK-2227190	675.0	339.0	336.0
LK-2227195	170.0	88.0	82.0
LK-2230	51354.0	24239.0	27115.0
LK-2230005	763.0	359.0	404.0
LK-2230010	756.0	337.0	419.0
LK-2230015	1300.0	624.0	676.0
LK-2230020	1433.0	671.0	762.0
LK-2230025	1005.0	481.0	524.0
LK-2230030	1389.0	624.0	765.0
LK-2230035	1761.0	842.0	919.0
LK-2230040	752.0	341.0	411.0
LK-2230045	714.0	331.0	383.0
LK-2230050	628.0	293.0	335.0
LK-2230055	680.0	318.0	362.0
LK-2230060	1019.0	472.0	547.0
LK-2230065	770.0	370.0	400.0
LK-2230070	829.0	408.0	421.0
LK-2230075	795.0	392.0	403.0
LK-2230080	519.0	261.0	258.0
LK-2230085	959.0	460.0	499.0
LK-2230090	1724.0	782.0	942.0
LK-2230095	836.0	400.0	436.0
LK-2230100	1251.0	580.0	671.0
LK-2230105	818.0	388.0	430.0
LK-2230110	933.0	455.0	478.0
LK-2230115	2619.0	1222.0	1397.0
LK-2230120	1135.0	558.0	577.0
LK-2230125	803.0	345.0	458.0
LK-2230130	575.0	287.0	288.0
LK-2230135	539.0	251.0	288.0
LK-2230140	798.0	394.0	404.0
LK-2230145	1214.0	570.0	644.0
LK-2230150	725.0	337.0	388.0
LK-2230155	622.0	300.0	322.0
LK-2230160	1027.0	454.0	573.0
LK-2230165	606.0	295.0	311.0
LK-2230170	676.0	313.0	363.0
LK-2230175	520.0	259.0	261.0
LK-2230180	506.0	249.0	257.0
LK-2230185	738.0	357.0	381.0
LK-2230190	704.0	326.0	378.0
LK-2230195	942.0	446.0	496.0
LK-2230200	1653.0	780.0	873.0
LK-2230205	1070.0	495.0	575.0
LK-2230210	895.0	414.0	481.0
LK-2230215	529.0	259.0	270.0
LK-2230220	864.0	397.0	467.0
LK-2230225	1516.0	728.0	788.0
LK-2230230	909.0	406.0	503.0
LK-2230235	1053.0	507.0	546.0
LK-2230240	1281.0	606.0	675.0
LK-2230245	1233.0	598.0	635.0
LK-2230250	434.0	208.0	226.0
LK-2230255	491.0	225.0	266.0
LK-2230260	973.0	482.0	491.0
LK-2230265	674.0	335.0	339.0
LK-2230270	1396.0	647.0	749.0
LK-2233	68027.0	32113.0	35914.0
LK-2233005	491.0	244.0	247.0
LK-2233010	183.0	83.0	100.0
LK-2233015	610.0	282.0	328.0
LK-2233020	445.0	215.0	230.0
LK-2233025	210.0	118.0	92.0
LK-2233030	387.0	193.0	194.0
LK-2233035	362.0	171.0	191.0
LK-2233040	479.0	232.0	247.0
LK-2233045	362.0	164.0	198.0
LK-2233050	424.0	202.0	222.0
LK-2233055	504.0	244.0	260.0
LK-2233060	715.0	333.0	382.0
