entity_id	total_population 
LK-4115090	1650.0
LK-4115095	1661.0
LK-4115100	1453.0
LK-4115105	1603.0
LK-4115110	3360.0
LK-4115115	1322.0
LK-4115120	1566.0
LK-4115125	1155.0
LK-4115130	1094.0
LK-4115135	1001.0
LK-4115140	1677.0
LK-4115145	1815.0
LK-4115150	653.0
LK-4118	73225.0
LK-4118005	2552.0
LK-4118010	2178.0
LK-4118015	2190.0
LK-4118020	3825.0
LK-4118025	3728.0
LK-4118030	2598.0
LK-4118035	2643.0
LK-4118040	2397.0
LK-4118045	4678.0
LK-4118050	2641.0
LK-4118055	3295.0
LK-4118060	2156.0
LK-4118065	2546.0
LK-4118070	1159.0
LK-4118075	1845.0
LK-4118080	2088.0
LK-4118085	3173.0
LK-4118090	1603.0
LK-4118095	1335.0
LK-4118100	1256.0
LK-4118105	2414.0
LK-4118110	3556.0
LK-4118115	3241.0
LK-4118120	1035.0
LK-4118125	2342.0
LK-4118130	1874.0
LK-4118135	833.0
LK-4118140	860.0
LK-4118145	2037.0
LK-4118150	2798.0
LK-4118155	2349.0
LK-4121	45730.0
LK-4121005	1736.0
LK-4121010	2034.0
LK-4121015	1624.0
LK-4121020	1348.0
LK-4121025	1460.0
LK-4121030	1929.0
LK-4121035	1027.0
LK-4121040	997.0
LK-4121045	1275.0
LK-4121050	1472.0
LK-4121055	1901.0
LK-4121060	2213.0
LK-4121065	1669.0
LK-4121070	1581.0
LK-4121075	1255.0
LK-4121080	1696.0
LK-4121085	1026.0
LK-4121090	751.0
LK-4121095	837.0
LK-4121100	1305.0
LK-4121105	1321.0
LK-4121110	1176.0
LK-4121115	1387.0
LK-4121120	1240.0
LK-4121125	678.0
LK-4121130	635.0
LK-4121135	1205.0
LK-4121140	1146.0
LK-4121145	1072.0
LK-4121150	1379.0
LK-4121155	1484.0
LK-4121160	1401.0
LK-4121165	1521.0
LK-4121170	746.0
LK-4121175	203.0
LK-4124	12766.0
LK-4124005	954.0
LK-4124010	1290.0
LK-4124015	632.0
LK-4124020	473.0
LK-4124025	642.0
LK-4124035	340.0
LK-4124040	85.0
LK-4124045	950.0
LK-4124050	505.0
LK-4124055	919.0
LK-4124060	874.0
LK-4124065	1526.0
LK-4124070	1135.0
LK-4124075	766.0
LK-4124080	1188.0
LK-4124085	487.0
LK-4127	47565.0
LK-4127005	721.0
LK-4127010	838.0
LK-4127015	2203.0
LK-4127020	673.0
LK-4127025	467.0
LK-4127030	983.0
LK-4127035	476.0
LK-4127040	582.0
LK-4127045	883.0
LK-4127050	685.0
LK-4127055	1889.0
LK-4127060	2155.0
LK-4127065	790.0
LK-4127070	1300.0
LK-4127075	2088.0
LK-4127080	1888.0
LK-4127085	1404.0
LK-4127090	2030.0
LK-4127095	2083.0
LK-4127100	1373.0
LK-4127105	2956.0
LK-4127110	1935.0
LK-4127115	1303.0
LK-4127120	2432.0
LK-4127125	1796.0
LK-4127130	1043.0
LK-4127135	1602.0
LK-4127140	1367.0
LK-4127145	1874.0
LK-4127150	1398.0
LK-4127155	1518.0
LK-4127160	853.0
LK-4127165	536.0
LK-4127170	596.0
LK-4127175	845.0
LK-4130	64704.0
LK-4130005	538.0
LK-4130010	1585.0
LK-4130015	925.0
LK-4130020	1661.0
LK-4130025	711.0
LK-4130030	1212.0
LK-4130035	2157.0
LK-4130040	1112.0
LK-4130045	585.0
LK-4130050	878.0
LK-4130055	960.0
LK-4130060	358.0
LK-4130065	981.0
LK-4130070	2335.0
LK-4130075	1706.0
LK-4130080	914.0
LK-4130085	1080.0
LK-4130090	1831.0
LK-4130095	1145.0
LK-4130100	651.0
LK-4130105	1802.0
LK-4130110	706.0
LK-4130115	882.0
LK-4130120	620.0
LK-4130125	1108.0
LK-4130130	1072.0
LK-4130135	922.0
LK-4130140	1555.0
LK-4130145	1359.0
LK-4130150	739.0
LK-4130155	1839.0
LK-4130160	1845.0
LK-4130165	1127.0
LK-4130170	1505.0
LK-4130175	1310.0
LK-4130180	671.0
LK-4130185	1573.0
LK-4130190	1018.0
LK-4130195	1257.0
LK-4130200	1689.0
LK-4130205	1504.0
LK-4130210	867.0
LK-4130215	315.0
LK-4130220	541.0
LK-4130225	1394.0
LK-4130230	262.0
LK-4130235	680.0
LK-4130240	1105.0
LK-4130245	646.0
LK-4130250	770.0
LK-4130255	648.0
LK-4130260	1017.0
LK-4130265	348.0
LK-4130270	1085.0
LK-4130275	1177.0
LK-4130280	1123.0
LK-4130285	987.0
LK-4130290	1225.0
LK-4130295	705.0
LK-4130300	381.0
LK-4133	68142.0
LK-4133005	1471.0
LK-4133010	1098.0
LK-4133015	1831.0
LK-4133020	1582.0
LK-4133025	1105.0
LK-4133030	879.0
LK-4133035	1649.0
LK-4133040	1135.0
LK-4133045	1743.0
LK-4133050	2012.0
LK-4133055	2647.0
LK-4133060	2260.0
LK-4133065	1501.0
LK-4133070	1794.0
LK-4133075	2263.0
LK-4133080	1161.0
LK-4133085	1153.0
LK-4133090	1768.0
LK-4133095	591.0
LK-4133100	1595.0
LK-4133105	3611.0
LK-4133110	2628.0
LK-4133115	837.0
LK-4133120	1202.0
LK-4133125	1662.0
LK-4133130	3556.0
LK-4133135	1951.0
LK-4133140	1905.0
LK-4133145	1029.0
LK-4133150	2050.0
LK-4133155	2156.0
LK-4133160	1589.0
LK-4133165	1774.0
LK-4133170	2628.0
LK-4133175	1430.0
LK-4133180	838.0
LK-4133185	1369.0
LK-4133190	1747.0
LK-4133195	1420.0
LK-4133200	1522.0
LK-4136	50491.0
LK-4136005	722.0
LK-4136010	2909.0
LK-4136015	522.0
LK-4136020	1262.0
LK-4136025	1178.0
LK-4136030	2823.0
LK-4136035	1630.0
LK-4136040	4108.0
LK-4136045	3546.0
LK-4136050	1974.0
LK-4136055	1546.0
LK-4136060	874.0
LK-4136065	2142.0
LK-4136070	1988.0
LK-4136075	1915.0
LK-4136080	1703.0
LK-4136085	1531.0
LK-4136090	1911.0
LK-4136095	1153.0
LK-4136100	1372.0
LK-4136105	2040.0
LK-4136110	1654.0
LK-4136115	1685.0
LK-4136120	1888.0
LK-4136125	2356.0
LK-4136130	1272.0
LK-4136135	1538.0
LK-4136140	1249.0
LK-4139	16742.0
LK-4139005	251.0
LK-4139010	472.0
LK-4139015	801.0
LK-4139020	1721.0
LK-4139025	582.0
LK-4139030	376.0
LK-4139035	487.0
LK-4139040	1036.0
LK-4139045	341.0
LK-4139050	539.0
LK-4139055	1147.0
LK-4139060	351.0
LK-4139065	918.0
LK-4139070	359.0
LK-4139075	553.0
LK-4139080	202.0
LK-4139085	285.0
LK-4139090	73.0
LK-4139095	398.0
LK-4139100	979.0
LK-4139105	319.0
LK-4139110	562.0
LK-4139115	199.0
LK-4139120	235.0
LK-4139125	270.0
LK-4139130	197.0
LK-4139135	428.0
LK-4139140	936.0
LK-4139145	661.0
LK-4139150	1064.0
LK-4142	3824.0
LK-4142005	680.0
LK-4142010	428.0
LK-4142015	898.0
LK-4142020	703.0
LK-4142025	576.0
LK-4142030	539.0
LK-42	99570.0
LK-4203	51078.0
LK-4203005	968.0
LK-4203010	88.0
LK-4203015	1288.0
LK-4203020	754.0
LK-4203025	522.0
LK-4203030	315.0
LK-4203035	1155.0
LK-4203040	2486.0
LK-4203045	1198.0
LK-4203050	1150.0
LK-4203055	1798.0
LK-4203060	852.0
LK-4203065	638.0
LK-4203070	1776.0
LK-4203075	617.0
LK-4203080	417.0
LK-4203085	753.0
LK-4203090	368.0
LK-4203095	513.0
LK-4203100	1526.0
LK-4203105	2180.0
LK-4203110	2114.0
LK-4203115	334.0
LK-4203120	736.0
LK-4203125	1834.0
LK-4203130	2353.0
LK-4203135	1486.0
LK-4203140	3407.0
LK-4203145	2005.0
LK-4203150	1834.0
LK-4203155	1386.0
LK-4203160	2064.0
LK-4203165	1504.0
LK-4203170	977.0
LK-4203175	677.0
LK-4203180	941.0
LK-4203185	1526.0
LK-4203190	790.0
LK-4203195	15.0
LK-4203200	442.0
LK-4203205	186.0
LK-4203210	63.0
LK-4203215	322.0
LK-4203220	393.0
LK-4203225	23.0
LK-4203230	433.0
LK-4203235	849.0
LK-4203240	317.0
LK-4203245	705.0
LK-4206	14771.0
LK-4206005	848.0
LK-4206010	551.0
LK-4206015	1219.0
LK-4206020	629.0
LK-4206025	606.0
LK-4206030	216.0
LK-4206035	55.0
LK-4206040	202.0
LK-4206045	246.0
LK-4206050	193.0
LK-4206055	534.0
LK-4206060	555.0
LK-4206065	261.0
LK-4206070	271.0
LK-4206075	439.0
LK-4206080	51.0
LK-4206085	192.0
LK-4206090	291.0
LK-4206095	198.0
LK-4206100	73.0
LK-4206105	599.0
LK-4206110	181.0
LK-4206115	331.0
LK-4206120	235.0
LK-4206125	420.0
LK-4206130	379.0
LK-4206135	404.0
LK-4206140	669.0
LK-4206145	261.0
LK-4206150	291.0
LK-4206155	660.0
LK-4206160	441.0
LK-4206165	543.0
LK-4206170	599.0
LK-4206175	339.0
LK-4206180	789.0
LK-4209	7711.0
LK-4209005	760.0
LK-4209010	131.0
LK-4209015	489.0
LK-4209020	252.0
LK-4209025	264.0
LK-4209030	289.0
LK-4209035	230.0
LK-4209040	938.0
LK-4209045	693.0
LK-4209050	492.0
LK-4209055	423.0
LK-4209060	1527.0
LK-4209065	277.0
LK-4209070	34.0
LK-4209075	179.0
LK-4209080	220.0
LK-4209085	513.0
LK-4212	17891.0
LK-4212005	789.0
LK-4212010	710.0
LK-4212015	1450.0
LK-4212020	1001.0
LK-4212025	877.0
LK-4212030	511.0
LK-4212035	499.0
LK-4212040	205.0
LK-4212045	495.0
LK-4212050	388.0
LK-4212055	48.0
LK-4212060	468.0
LK-4212065	1378.0
LK-4212070	209.0
LK-4212075	167.0
LK-4212080	339.0
LK-4212085	422.0
LK-4212090	236.0
LK-4212095	394.0
LK-4212100	397.0
LK-4212105	512.0
LK-4212110	429.0
LK-4212115	500.0
LK-4212120	424.0
LK-4212125	1761.0
LK-4212130	448.0
LK-4212135	374.0
LK-4212140	777.0
LK-4212145	533.0
LK-4212150	813.0
LK-4212155	337.0
LK-4215	8119.0
LK-4215005	1049.0
LK-4215010	709.0
LK-4215015	127.0
LK-4215020	368.0
LK-4215025	439.0
LK-4215030	254.0
LK-4215035	145.0
LK-4215040	358.0
LK-4215045	506.0
LK-4215050	513.0
LK-4215055	143.0
LK-4215060	659.0
LK-4215065	395.0
LK-4215070	946.0
LK-4215075	516.0
LK-4215080	393.0
LK-4215085	229.0
LK-4215090	287.0
LK-4215095	32.0
LK-4215100	51.0
LK-43	172060.0
LK-4303	11523.0
LK-4303005	47.0
LK-4303010	26.0
LK-4303015	132.0
LK-4303020	413.0
LK-4303025	529.0
LK-4303030	853.0
LK-4303035	527.0
LK-4303040	908.0
LK-4303045	569.0
LK-4303050	524.0
LK-4303055	498.0
LK-4303060	793.0
LK-4303065	181.0
LK-4303070	547.0
LK-4303075	649.0
LK-4303080	947.0
LK-4303085	770.0
LK-4303090	1325.0
LK-4303095	744.0
LK-4303100	541.0
LK-4303105	2.0
LK-4303110	6.0
LK-4303115	10.0
LK-4303120	16.0
LK-4303125	21.0
LK-4306	13118.0
LK-4306005	875.0
LK-4306010	86.0
LK-4306015	101.0
LK-4306020	733.0
LK-4306025	168.0
LK-4306030	129.0
LK-4306035	445.0
LK-4306040	869.0
LK-4306045	1260.0
LK-4306050	809.0
LK-4306055	565.0
LK-4306060	1146.0
LK-4306065	800.0
LK-4306070	827.0
LK-4306075	848.0
LK-4306080	656.0
LK-4306085	801.0
LK-4306090	844.0
LK-4306095	372.0
LK-4306100	784.0
LK-4309	117533.0
LK-4309005	1005.0
LK-4309010	547.0
LK-4309015	434.0
LK-4309020	227.0
LK-4309025	313.0
LK-4309030	300.0
LK-4309035	316.0
LK-4309040	653.0
LK-4309045	150.0
LK-4309050	73.0
LK-4309055	1210.0
LK-4309060	806.0
LK-4309065	864.0
LK-4309070	4417.0
LK-4309075	3925.0
LK-4309080	6229.0
LK-4309085	3568.0
LK-4309090	5527.0
LK-4309095	6367.0
LK-4309100	4674.0
LK-4309105	1105.0
LK-4309110	1008.0
LK-4309115	3145.0
LK-4309120	4735.0
LK-4309125	1893.0
LK-4309130	1924.0
LK-4309135	2856.0
LK-4309140	2014.0
LK-4309145	2525.0
LK-4309150	4597.0
LK-4309155	2300.0
LK-4309160	2269.0
LK-4309165	2031.0
LK-4309170	3437.0
LK-4309175	9313.0
LK-4309180	3630.0
LK-4309185	6051.0
LK-4309190	3530.0
LK-4309195	5021.0
LK-4309200	6469.0
LK-4309205	5246.0
LK-4309210	829.0
LK-4312	29886.0
LK-4312005	9747.0
LK-4312010	424.0
LK-4312015	596.0
LK-4312020	192.0
LK-4312025	344.0
LK-4312030	2290.0
LK-4312035	1007.0
LK-4312040	1134.0
LK-4312045	875.0
LK-4312050	677.0
LK-4312055	1336.0
LK-4312060	1638.0
LK-4312065	2377.0
LK-4312070	2316.0
LK-4312075	2173.0
LK-4312080	701.0
LK-4312085	781.0
LK-4312090	335.0
LK-4312095	289.0
LK-4312100	654.0
LK-44	92193.0
LK-4403	9699.0
LK-4403005	433.0
LK-4403010	315.0
LK-4403015	281.0
LK-4403020	1519.0
LK-4403025	520.0
LK-4403030	662.0
LK-4403035	527.0
LK-4403040	359.0
LK-4403045	796.0
LK-4403050	123.0
LK-4403055	419.0
LK-4403060	192.0
LK-4403065	389.0
LK-4403070	763.0
LK-4403075	453.0
LK-4403080	449.0
LK-4403085	214.0
LK-4403090	578.0
LK-4403095	351.0
LK-4403100	356.0
LK-4406	7117.0
LK-4406005	669.0
LK-4406010	435.0
LK-4406015	440.0
LK-4406020	552.0
LK-4406025	396.0
LK-4406030	636.0
LK-4406035	1081.0
LK-4406040	731.0
LK-4406045	124.0
LK-4406050	424.0
LK-4406055	649.0
LK-4406060	161.0
LK-4406065	185.0
LK-4406070	305.0
LK-4406075	329.0
LK-4409	23824.0
LK-4409005	2.0
LK-4409010	1120.0
LK-4409015	3778.0
LK-4409025	1090.0
LK-4409030	767.0
LK-4409045	615.0
LK-4409055	2345.0
LK-4409060	1135.0
LK-4409065	2291.0
LK-4409070	1953.0
LK-4409075	2995.0
LK-4409080	1527.0
LK-4409085	970.0
LK-4409090	1255.0
LK-4409095	1981.0
LK-4412	15721.0
LK-4412005	378.0
LK-4412010	167.0
LK-4412015	992.0
LK-4412020	340.0
LK-4412025	371.0
LK-4412030	886.0
LK-4412035	784.0
LK-4412040	441.0
LK-4412045	429.0
LK-4412050	1651.0
LK-4412055	1076.0
LK-4412060	882.0
LK-4412065	1013.0
LK-4412070	689.0
LK-4412075	88.0
LK-4412080	961.0
LK-4412085	451.0
LK-4412090	428.0
LK-4412095	321.0
LK-4412100	212.0
LK-4412105	31.0
LK-4412110	314.0
LK-4412115	472.0
LK-4412120	298.0
LK-4412125	699.0
LK-4412130	656.0
LK-4412135	691.0
LK-4415	28928.0
LK-4415005	652.0
LK-4415010	1037.0
LK-4415020	928.0
LK-4415025	247.0
LK-4415030	1333.0
LK-4415035	434.0
LK-4415040	608.0
LK-4415045	458.0
LK-4415050	1259.0
LK-4415055	466.0
LK-4415060	605.0
LK-4415065	552.0
LK-4415070	327.0
LK-4415075	407.0
LK-4415080	555.0
LK-4415085	92.0
LK-4415090	90.0
LK-4415095	106.0
LK-4415100	237.0
LK-4415105	940.0
LK-4415110	638.0
LK-4415115	659.0
LK-4415120	446.0
LK-4415125	1081.0
LK-4415130	285.0
LK-4415135	608.0
LK-4415140	665.0
LK-4415145	258.0
LK-4415150	628.0
LK-4415160	382.0
LK-4415165	1319.0
LK-4415170	984.0
LK-4415175	426.0
LK-4415180	1536.0
LK-4415185	645.0
LK-4415190	499.0
LK-4415195	633.0
LK-4415200	1465.0
LK-4415205	266.0
LK-4415210	167.0
LK-4415215	771.0
LK-4415220	1413.0
LK-4415225	370.0
LK-4415230	1451.0
LK-4415235	14.0
LK-4415240	8.0
LK-4415245	11.0
LK-4415250	12.0
LK-4418	6904.0
LK-4418005	277.0
LK-4418010	556.0
LK-4418015	1335.0
LK-4418020	891.0
LK-4418025	613.0
LK-4418030	225.0
LK-4418035	1129.0
LK-4418040	968.0
LK-4418045	910.0
LK-45	113510.0
LK-4503	8530.0
LK-4503005	250.0
LK-4503010	368.0
LK-4503020	562.0
LK-4503025	274.0
LK-4503030	434.0
LK-4503035	582.0
LK-4503040	420.0
LK-4503050	511.0
LK-4503055	783.0
LK-4503060	635.0
LK-4503065	716.0
LK-4503070	428.0
LK-4503075	737.0
LK-4503080	1101.0
LK-4503085	729.0
LK-4506	23194.0
LK-4506010	2404.0
LK-4506015	1029.0
LK-4506020	1395.0
LK-4506025	1145.0
LK-4506030	687.0
LK-4506035	2283.0
LK-4506040	1215.0
LK-4506045	2073.0
LK-4506050	1133.0
LK-4506055	5575.0
LK-4506060	300.0
LK-4506065	1578.0
LK-4506070	957.0
LK-4506075	739.0
LK-4506080	681.0
LK-4509	61484.0
LK-4509005	1951.0
LK-4509010	2193.0
LK-4509015	2619.0
LK-4509020	1048.0
LK-4509025	1834.0
LK-4509030	763.0
LK-4509035	1915.0
LK-4509040	1185.0
LK-4509045	877.0
LK-4509050	586.0
LK-4509055	961.0
LK-4509060	1600.0
LK-4509065	3031.0
LK-4509070	2220.0
LK-4509075	1622.0
LK-4509080	1249.0
LK-4509085	1450.0
LK-4509090	2352.0
LK-4509095	833.0
LK-4509100	2306.0
LK-4509105	1076.0
LK-4509110	1107.0
LK-4509115	1395.0
LK-4509120	2087.0
LK-4509125	1015.0
LK-4509130	2217.0
LK-4509135	994.0
LK-4509140	2105.0
LK-4509145	1109.0
LK-4509150	723.0
LK-4509155	860.0
LK-4509160	579.0
LK-4509165	730.0
LK-4509170	1184.0
LK-4509175	1357.0
LK-4509180	1039.0
LK-4509185	1759.0
LK-4509190	1950.0
LK-4509195	1290.0
LK-4509200	1577.0
LK-4509205	1262.0
LK-4509210	1474.0
LK-4512	20302.0
LK-4512005	240.0
LK-4512010	455.0
LK-4512015	595.0
LK-4512025	667.0
LK-4512030	569.0
LK-4512035	1756.0
LK-4512040	1568.0
LK-4512045	829.0
LK-4512050	336.0
LK-4512055	461.0
LK-4512060	741.0
LK-4512065	3410.0
LK-4512070	1836.0
LK-4512075	1699.0
LK-4512080	987.0
LK-4512085	2162.0
LK-4512090	486.0
LK-4512095	1505.0
LK-5	1555510.0
LK-51	526567.0
LK-5103	21537.0
LK-5103005	2492.0
LK-5103010	1817.0
LK-5103015	1386.0
LK-5103020	1830.0
LK-5103025	1989.0
LK-5103030	2135.0
LK-5103035	684.0
LK-5103040	287.0
LK-5103045	1749.0
LK-5103050	579.0
LK-5103055	1987.0
LK-5103060	1301.0
LK-5103065	315.0
LK-5103070	799.0
LK-5103075	1027.0
LK-5103080	1160.0
LK-5104	25687.0
LK-5104005	1747.0
LK-5104010	2279.0
LK-5104015	2105.0
LK-5104020	2306.0
LK-5104025	2724.0
LK-5104030	2997.0
LK-5104035	4540.0
LK-5104040	2810.0
LK-5104045	4179.0
LK-5106	22182.0
LK-5106005	3448.0
LK-5106010	3320.0
LK-5106015	2243.0
LK-5106020	2238.0
LK-5106025	2498.0
LK-5106030	2877.0
LK-5106035	3155.0
LK-5106040	2403.0
LK-5109	23376.0
LK-5109005	1037.0
LK-5109010	1300.0
LK-5109015	1960.0
LK-5109020	2808.0
LK-5109025	2382.0
LK-5109030	3934.0
LK-5109035	2303.0
LK-5109040	691.0
LK-5109045	1778.0
LK-5109050	2355.0
LK-5109055	2030.0
LK-5109060	798.0
LK-5110	26143.0
LK-5110005	423.0
LK-5110010	1723.0
LK-5110015	857.0
LK-5110020	406.0
LK-5110030	379.0
LK-5110035	867.0
LK-5110040	839.0
LK-5110045	1156.0
LK-5110050	3728.0
LK-5110055	1491.0
LK-5110060	2030.0
LK-5110065	3156.0
LK-5110070	2414.0
LK-5110075	2048.0
LK-5110080	1999.0
LK-5110085	1481.0
LK-5110090	1146.0
LK-5112	75478.0
LK-5112005	2737.0
LK-5112010	972.0
LK-5112015	1780.0
LK-5112020	2761.0
LK-5112025	2007.0
LK-5112030	3093.0
LK-5112035	2469.0
LK-5112040	1866.0
LK-5112045	1399.0
LK-5112050	2644.0
LK-5112055	1374.0
LK-5112060	1328.0
LK-5112065	3950.0
LK-5112070	3303.0
LK-5112075	1326.0
LK-5112080	242.0
LK-5112085	1107.0
LK-5112090	804.0
LK-5112095	1721.0
LK-5112100	1690.0
LK-5112105	2786.0
LK-5112110	2293.0
LK-5112115	3829.0
LK-5112120	5313.0
LK-5112125	1260.0
LK-5112130	1556.0
LK-5112135	2924.0
LK-5112140	1953.0
LK-5112145	1587.0
LK-5112150	2079.0
LK-5112155	1737.0
LK-5112160	2503.0
LK-5112165	1604.0
LK-5112170	1292.0
LK-5112175	1177.0
LK-5112180	624.0
LK-5112185	634.0
LK-5112190	337.0
LK-5112195	1417.0
LK-5115	24643.0
LK-5115005	1066.0
LK-5115010	769.0
LK-5115015	3193.0
LK-5115020	3292.0
LK-5115025	1683.0
LK-5115030	1014.0
LK-5115035	2171.0
LK-5115040	1615.0
LK-5115045	1627.0
LK-5115050	1239.0
LK-5115055	1566.0
LK-5115060	1512.0
LK-5115065	1209.0
LK-5115070	1161.0
LK-5115075	1526.0
LK-5118	86227.0
LK-5118005	952.0
LK-5118010	281.0
LK-5118015	2263.0
LK-5118020	1994.0
LK-5118025	3060.0
LK-5118030	1677.0
LK-5118035	1312.0
LK-5118040	2295.0
LK-5118045	4233.0
LK-5118050	1082.0
LK-5118055	2959.0
LK-5118060	1971.0
LK-5118065	886.0
LK-5118070	1133.0
LK-5118075	1546.0
LK-5118080	3871.0
LK-5118085	343.0
LK-5118090	1349.0
LK-5118095	1443.0
LK-5118100	949.0
LK-5118105	2495.0
LK-5118110	1153.0
LK-5118115	1540.0
LK-5118120	604.0
LK-5118125	1555.0
LK-5118130	2907.0
LK-5118135	1263.0
LK-5118140	1893.0
LK-5118145	1254.0
LK-5118150	2369.0
LK-5118155	2484.0
LK-5118160	3106.0
LK-5118165	1907.0
LK-5118170	1590.0
LK-5118175	1098.0
LK-5118180	1272.0
LK-5118185	3093.0
LK-5118190	1376.0
LK-5118195	1886.0
LK-5118200	1009.0
LK-5118205	770.0
LK-5118210	1141.0
LK-5118215	4009.0
LK-5118220	1270.0
LK-5118225	2900.0
LK-5118230	844.0
LK-5118235	649.0
LK-5118240	3191.0
LK-5121	28489.0
LK-5121005	891.0
LK-5121010	1654.0
LK-5121015	1798.0
LK-5121020	1603.0
LK-5121025	1491.0
LK-5121030	1127.0
LK-5121035	512.0
LK-5121040	876.0
LK-5121045	822.0
LK-5121050	1948.0
LK-5121055	684.0
LK-5121060	1643.0
LK-5121065	1152.0
LK-5121070	1038.0
LK-5121075	1010.0
LK-5121080	777.0
LK-5121085	949.0
LK-5121090	1809.0
LK-5121095	535.0
LK-5121100	986.0
LK-5121105	757.0
LK-5121110	1170.0
LK-5121115	1002.0
LK-5121120	2255.0
LK-5124	40356.0
LK-5124005	1133.0
LK-5124010	1817.0
LK-5124015	1989.0
LK-5124020	2436.0
LK-5124025	4837.0
LK-5124030	4874.0
LK-5124035	1289.0
LK-5124040	1323.0
LK-5124045	964.0
LK-5124050	1424.0
LK-5124055	1045.0
LK-5124060	2517.0
LK-5124065	2049.0
LK-5124070	5420.0
LK-5124075	2588.0
LK-5124080	1740.0
LK-5124085	2043.0
LK-5124090	868.0
LK-5127	30694.0
LK-5127005	1531.0
LK-5127010	1148.0
LK-5127015	1353.0
LK-5127020	900.0
LK-5127025	1108.0
LK-5127030	991.0
LK-5127035	1640.0
LK-5127040	2607.0
LK-5127045	1240.0
LK-5127050	998.0
LK-5127055	1037.0
LK-5127060	936.0
LK-5127065	931.0
LK-5127070	571.0
LK-5127075	1411.0
LK-5127080	603.0
LK-5127085	955.0
LK-5127090	711.0
LK-5127095	1010.0
LK-5127100	498.0
LK-5127105	382.0
LK-5127110	1413.0
LK-5127115	2355.0
LK-5127120	2335.0
LK-5127125	615.0
LK-5127130	815.0
LK-5127135	600.0
LK-5130	24726.0
LK-5130005	1000.0
LK-5130010	1237.0
LK-5130015	632.0
LK-5130020	1100.0
LK-5130025	789.0
LK-5130030	717.0
LK-5130035	2034.0
LK-5130040	1784.0
LK-5130045	1030.0
LK-5130050	1468.0
LK-5130055	1356.0
LK-5130060	1035.0
LK-5130065	823.0
LK-5130070	677.0
LK-5130075	1184.0
LK-5130080	1556.0
LK-5130085	654.0
LK-5130090	1206.0
LK-5130095	815.0
LK-5130100	689.0
LK-5130105	589.0
LK-5130110	897.0
LK-5130115	1113.0
LK-5130120	341.0
LK-5133	36222.0
LK-5133005	870.0
LK-5133010	1413.0
LK-5133015	771.0
LK-5133020	784.0
LK-5133025	715.0
LK-5133030	1135.0
LK-5133035	766.0
LK-5133040	446.0
LK-5133045	805.0
LK-5133050	1147.0
LK-5133055	636.0
LK-5133060	457.0
LK-5133065	548.0
LK-5133070	1413.0
LK-5133075	330.0
LK-5133080	407.0
LK-5133085	602.0
LK-5133090	571.0
LK-5133095	527.0
LK-5133100	953.0
LK-5133105	591.0
LK-5133110	1094.0
LK-5133115	958.0
LK-5133120	1365.0
LK-5133125	798.0
LK-5133130	763.0
LK-5133135	1068.0
LK-5133140	940.0
LK-5133145	906.0
LK-5133150	861.0
LK-5133155	642.0
LK-5133160	1796.0
LK-5133165	1279.0
LK-5133170	1113.0
LK-5133175	1379.0
LK-5133180	795.0
LK-5133185	1054.0
LK-5133190	527.0
LK-5133195	517.0
LK-5133200	950.0
LK-5133205	391.0
LK-5133210	634.0
LK-5133215	505.0
LK-5136	60807.0
LK-5136005	1039.0
LK-5136010	637.0
LK-5136015	1923.0
LK-5136020	1921.0
LK-5136025	1921.0
LK-5136030	1169.0
LK-5136035	666.0
LK-5136040	1019.0
LK-5136045	956.0
LK-5136050	1598.0
LK-5136055	1217.0
LK-5136060	1207.0
LK-5136065	1167.0
LK-5136070	1680.0
LK-5136075	1485.0
LK-5136080	1668.0
LK-5136085	1183.0
LK-5136090	914.0
LK-5136095	1602.0
LK-5136100	3268.0
LK-5136105	1974.0
LK-5136110	2351.0
LK-5136115	1984.0
LK-5136120	1225.0
LK-5136125	915.0
LK-5136130	1248.0
LK-5136135	1534.0
LK-5136140	1317.0
LK-5136145	1934.0
LK-5136150	1006.0
LK-5136155	1711.0
LK-5136160	1115.0
LK-5136165	940.0
LK-5136170	1061.0
LK-5136175	979.0
LK-5136180	1125.0
LK-5136185	1110.0
LK-5136190	1255.0
LK-5136195	1087.0
LK-5136200	1088.0
LK-5136205	806.0
LK-5136210	1393.0
LK-5136215	864.0
LK-5136220	969.0
LK-5136225	1576.0
LK-52	649402.0
LK-5203	60178.0
LK-5203005	4008.0
LK-5203010	4369.0
LK-5203015	7847.0
LK-5203020	10860.0
LK-5203025	4019.0
LK-5203030	3740.0
LK-5203035	4376.0
LK-5203040	3426.0
LK-5203045	4549.0
LK-5203050	4440.0
LK-5203055	2847.0
LK-5203060	3121.0
LK-5203065	2576.0
LK-5206	18290.0
LK-5206005	1018.0
LK-5206010	720.0
LK-5206015	935.0
LK-5206020	1066.0
LK-5206025	499.0
LK-5206030	861.0
LK-5206035	1353.0
LK-5206040	1605.0
LK-5206045	802.0
LK-5206050	936.0
LK-5206055	800.0
LK-5206060	1038.0
LK-5206065	641.0
LK-5206070	885.0
LK-5206075	1136.0
LK-5206080	827.0
LK-5206085	721.0
LK-5206090	734.0
LK-5206095	853.0
LK-5206100	860.0
LK-5209	20828.0
LK-5209005	247.0
LK-5209010	780.0
LK-5209015	608.0
LK-5209020	655.0
LK-5209025	1686.0
LK-5209030	913.0
LK-5209035	1317.0
LK-5209040	1219.0
LK-5209045	1815.0
LK-5209050	939.0
