entity_id	employed	unemployed	economically_not_active	region_id
LK-1339160	365	48	285	0
LK-1339165	664	32	315	0
LK-1339170	548	49	302	0
LK-1339175	331	22	236	0
LK-1339180	352	15	184	0
LK-1339185	428	27	287	0
LK-1339190	498	29	437	0
LK-1339195	244	17	312	0
LK-1339200	212	18	249	0
LK-1339205	272	26	281	0
LK-1339210	234	16	242	0
LK-1339215	375	42	304	0
LK-1339220	180	21	161	0
LK-1339225	326	47	327	0
LK-1339230	369	21	336	0
LK-1339235	316	20	375	0
LK-1339240	322	38	283	0
LK-1339245	235	8	280	0
LK-1339250	288	21	291	0
LK-1339255	506	33	415	0
LK-1339260	650	23	519	0
LK-1339265	359	16	221	0
LK-1339270	607	14	272	0
LK-1339275	245	12	108	0
LK-1339280	571	19	284	0
LK-1339285	474	22	198	0
LK-1339290	310	21	241	0
LK-1339295	222	12	187	0
LK-1339300	274	32	335	0
LK-2	909886	68694	907805	0
LK-21	460583	35837	523492	0
LK-2103	13959	791	13404	0
LK-2103005	290	15	188	0
LK-2103010	175	4	199	0
LK-2103015	211	8	243	0
LK-2103020	193	4	78	0
LK-2103025	208	5	186	0
LK-2103030	196	8	217	0
LK-2103035	130	11	113	0
LK-2103040	107	4	216	0
LK-2103045	260	18	309	0
LK-2103050	117	5	123	0
LK-2103055	211	18	87	0
LK-2103060	253	17	201	0
LK-2103065	304	26	307	0
LK-2103070	114	6	144	0
LK-2103075	289	7	275	0
LK-2103080	180	2	177	0
LK-2103085	302	13	239	0
LK-2103090	304	10	258	0
LK-2103095	264	19	206	0
LK-2103100	415	10	355	0
LK-2103105	128	11	106	0
LK-2103110	290	21	503	0
LK-2103115	271	15	296	0
LK-2103120	157	30	245	0
LK-2103125	154	4	188	0
LK-2103130	152	8	297	0
LK-2103135	355	16	292	0
LK-2103140	201	12	208	0
LK-2103145	111	3	128	0
LK-2103150	183	26	165	0
LK-2103155	201	10	70	0
LK-2103160	181	9	208	0
LK-2103165	320	5	149	0
LK-2103170	291	9	178	0
LK-2103175	200	19	189	0
LK-2103180	253	6	180	0
LK-2103190	269	17	261	0
LK-2103195	191	9	149	0
LK-2103200	304	11	256	0
LK-2103205	298	9	159	0
LK-2103210	275	13	236	0
LK-2103215	167	10	130	0
LK-2103220	159	19	198	0
LK-2103225	122	6	162	0
LK-2103230	165	8	173	0
LK-2103235	181	11	146	0
LK-2103240	122	14	125	0
LK-2103245	133	2	146	0
LK-2103250	193	17	260	0
LK-2103255	208	11	269	0
LK-2103260	149	18	149	0
LK-2103265	296	25	375	0
LK-2103270	243	7	243	0
LK-2103275	270	21	298	0
LK-2103280	289	28	314	0
LK-2103285	313	9	309	0
LK-2103290	264	18	232	0
LK-2103295	260	21	317	0
LK-2103300	105	4	98	0
LK-2103305	198	5	203	0
LK-2103310	62	0	57	0
LK-2103315	134	15	163	0
LK-2103320	285	28	208	0
LK-2103325	210	11	97	0
LK-2103330	56	7	65	0
LK-2103335	67	3	83	0
LK-2106	18808	1443	22565	0
LK-2106005	358	32	280	0
LK-2106010	195	18	235	0
LK-2106015	318	37	321	0
LK-2106020	435	43	381	0
LK-2106025	395	21	397	0
LK-2106030	177	28	310	0
LK-2106035	213	9	341	0
LK-2106040	365	44	379	0
LK-2106045	378	38	398	0
LK-2106050	313	16	176	0
LK-2106055	190	20	243	0
LK-2106060	210	11	228	0
LK-2106065	233	16	277	0
LK-2106070	177	5	362	0
LK-2106075	401	43	822	0
LK-2106080	158	7	174	0
LK-2106085	276	29	785	0
LK-2106090	343	28	732	0
LK-2106095	269	34	297	0
LK-2106100	148	12	204	0
LK-2106105	240	7	215	0
LK-2106110	107	5	179	0
LK-2106115	262	44	340	0
LK-2106120	137	2	193	0
LK-2106125	326	25	391	0
LK-2106130	295	19	312	0
LK-2106135	492	17	457	0
LK-2106140	352	15	429	0
LK-2106145	248	10	242	0
LK-2106150	292	43	348	0
LK-2106155	341	1	313	0
LK-2106160	347	33	424	0
LK-2106165	295	39	472	0
LK-2106170	401	13	369	0
LK-2106175	326	20	356	0
LK-2106180	212	20	243	0
LK-2106185	189	2	240	0
LK-2106190	172	28	269	0
LK-2106195	274	25	351	0
LK-2106200	165	17	175	0
LK-2106205	271	23	343	0
LK-2106210	249	21	277	0
LK-2106215	298	39	357	0
LK-2106220	222	15	282	0
LK-2106225	348	20	390	0
LK-2106230	372	9	373	0
LK-2106235	152	10	214	0
LK-2106240	360	18	344	0
LK-2106245	256	11	342	0
LK-2106250	197	20	264	0
LK-2106255	229	32	230	0
LK-2106260	259	21	267	0
LK-2106265	278	16	294	0
LK-2106270	330	38	397	0
LK-2106275	156	8	161	0
LK-2106280	355	18	366	0
LK-2106285	178	30	285	0
LK-2106290	210	8	254	0
LK-2106295	166	5	220	0
LK-2106300	226	16	251	0
LK-2106305	360	21	442	0
LK-2106310	275	44	416	0
LK-2106315	395	43	390	0
LK-2106320	411	9	504	0
LK-2106325	616	45	789	0
LK-2106330	346	15	323	0
LK-2106335	268	12	130	0
LK-2109	15775	2072	25448	0
LK-2109005	439	41	685	0
LK-2109010	666	26	475	0
LK-2109015	615	71	625	0
LK-2109020	355	46	435	0
LK-2109025	1368	103	1289	0
LK-2109030	361	24	348	0
LK-2109035	717	22	730	0
LK-2109040	403	35	530	0
LK-2109045	597	44	542	0
LK-2109050	440	23	507	0
LK-2109055	436	96	817	0
LK-2109060	471	41	450	0
LK-2109065	315	21	447	0
LK-2109070	308	36	567	0
LK-2109075	425	22	367	0
LK-2109080	344	122	1001	0
LK-2109085	438	29	943	0
LK-2109090	231	7	547	0
LK-2109095	343	138	921	0
LK-2109100	137	314	1025	0
LK-2109105	588	82	1343	0
LK-2109110	312	53	843	0
LK-2109115	585	68	1337	0
LK-2109120	483	65	1112	0
LK-2109125	376	47	711	0
LK-2109130	367	57	889	0
LK-2109135	244	20	300	0
LK-2109140	132	12	345	0
LK-2109145	558	41	684	0
LK-2109150	407	44	448	0
LK-2109155	293	29	314	0
LK-2109160	692	103	1377	0
LK-2109165	405	106	928	0
LK-2109170	409	48	807	0
LK-2109175	515	36	759	0
LK-2112	27876	2040	36081	0
LK-2112005	461	10	594	0
LK-2112010	464	11	468	0
LK-2112015	747	43	939	0
LK-2112020	344	22	437	0
LK-2112025	672	54	889	0
LK-2112030	431	25	511	0
LK-2112035	408	43	437	0
LK-2112040	334	17	380	0
LK-2112045	391	15	415	0
LK-2112050	247	18	331	0
LK-2112055	382	27	502	0
LK-2112060	439	31	539	0
LK-2112065	264	26	381	0
LK-2112070	883	86	1017	0
LK-2112075	995	88	1248	0
LK-2112080	309	7	291	0
LK-2112085	494	30	544	0
LK-2112090	379	26	472	0
LK-2112095	693	45	965	0
LK-2112100	712	44	765	0
LK-2112105	445	12	512	0
LK-2112110	685	99	1298	0
LK-2112115	786	70	1049	0
LK-2112120	376	25	487	0
LK-2112125	229	48	376	0
LK-2112130	472	11	507	0
LK-2112135	343	47	476	0
LK-2112140	617	45	646	0
LK-2112145	547	45	611	0
LK-2112150	380	4	263	0
LK-2112155	566	16	529	0
LK-2112160	444	19	392	0
LK-2112165	584	18	842	0
LK-2112170	919	125	1492	0
LK-2112175	872	55	1108	0
LK-2112180	973	85	1999	0
LK-2112185	685	58	826	0
LK-2112190	292	22	305	0
LK-2112195	369	16	443	0
LK-2112200	463	11	557	0
LK-2112205	443	22	529	0
LK-2112210	552	40	760	0
LK-2112215	408	78	846	0
LK-2112220	597	67	1068	0
LK-2112225	646	90	841	0
LK-2112230	513	43	636	0
LK-2112235	816	50	966	0
LK-2112240	780	33	1035	0
LK-2112245	750	35	845	0
LK-2112250	616	53	764	0
LK-2112255	338	10	513	0
LK-2112260	321	20	435	0
LK-2115	9755	672	8363	0
LK-2115005	1383	76	1291	0
LK-2115010	313	14	261	0
LK-2115015	866	41	711	0
LK-2115020	966	73	750	0
LK-2115025	992	63	844	0
LK-2115030	352	33	375	0
LK-2115035	399	14	244	0
LK-2115040	556	40	587	0
LK-2115045	1119	98	815	0
LK-2115050	671	27	459	0
LK-2115055	553	65	529	0
LK-2115060	436	46	423	0
LK-2115065	263	17	301	0
LK-2115070	886	65	773	0
LK-2118	10107	496	6204	0
LK-2118005	106	4	117	0
LK-2118010	128	0	52	0
LK-2118015	83	0	18	0
LK-2118020	181	1	32	0
LK-2118025	8	1	48	0
LK-2118030	197	2	90	0
LK-2118035	188	0	41	0
LK-2118040	167	1	46	0
LK-2118045	202	1	54	0
LK-2118050	112	0	26	0
LK-2118055	137	1	31	0
LK-2118060	138	6	119	0
LK-2118065	285	14	239	0
LK-2118070	205	10	139	0
LK-2118075	228	4	83	0
LK-2118080	130	3	60	0
LK-2118085	115	1	99	0
LK-2118090	154	10	110	0
LK-2118095	120	8	39	0
LK-2118100	132	7	35	0
LK-2118105	184	8	128	0
LK-2118110	136	5	68	0
LK-2118115	143	0	46	0
LK-2118120	132	21	171	0
LK-2118125	148	3	92	0
LK-2118130	101	5	52	0
LK-2118135	209	13	213	0
LK-2118140	250	12	140	0
LK-2118145	192	10	77	0
LK-2118150	486	19	363	0
LK-2118155	144	14	182	0
LK-2118160	118	21	108	0
LK-2118165	86	24	102	0
LK-2118170	166	19	156	0
LK-2118175	223	7	243	0
LK-2118180	158	12	80	0
LK-2118185	118	3	81	0
LK-2118190	83	0	88	0
LK-2118195	209	2	141	0
LK-2118200	73	7	52	0
LK-2118205	152	11	55	0
LK-2118210	74	1	87	0
LK-2118215	141	23	104	0
LK-2118220	144	4	81	0
LK-2118225	228	13	148	0
LK-2118230	85	6	100	0
LK-2118235	126	8	64	0
LK-2118240	220	2	130	0
LK-2118245	220	1	112	0
LK-2118250	99	5	33	0
LK-2118255	128	0	39	0
LK-2118260	149	3	58	0
LK-2118265	135	7	60	0
LK-2118270	182	15	122	0
LK-2118275	99	28	141	0
LK-2118280	154	27	131	0
LK-2118285	90	0	31	0
LK-2118290	297	11	146	0
LK-2118295	388	9	184	0
LK-2118300	215	4	93	0
LK-2118305	102	0	12	0
LK-2118310	104	36	131	0
LK-2118315	200	3	81	0
LK-2121	20765	1006	16448	0
LK-2121005	70	0	9	0
LK-2121010	84	5	60	0
LK-2121015	615	24	575	0
LK-2121020	567	15	381	0
LK-2121025	752	39	761	0
LK-2121030	635	22	484	0
LK-2121035	386	7	393	0
LK-2121040	392	23	175	0
LK-2121045	170	2	72	0
LK-2121050	73	1	7	0
LK-2121055	428	19	296	0
LK-2121060	413	42	420	0
LK-2121065	499	8	431	0
LK-2121070	563	24	530	0
LK-2121075	630	27	360	0
LK-2121080	404	26	263	0
LK-2121085	301	9	225	0
LK-2121090	460	58	447	0
LK-2121095	135	9	129	0
LK-2121100	362	22	423	0
LK-2121105	216	10	252	0
LK-2121110	409	14	192	0
LK-2121115	432	35	413	0
LK-2121120	312	9	289	0
LK-2121125	563	37	446	0
LK-2121130	353	10	250	0
LK-2121135	568	18	489	0
LK-2121140	693	34	716	0
LK-2121145	608	24	474	0
LK-2121150	470	15	410	0
LK-2121155	466	41	430	0
LK-2121160	325	8	271	0
LK-2121165	358	33	386	0
LK-2121170	764	58	416	0
LK-2121175	709	27	537	0
LK-2121180	336	21	271	0
LK-2121185	424	33	413	0
LK-2121190	414	40	397	0
LK-2121195	450	18	375	0
LK-2121200	625	23	592	0
LK-2121205	675	15	367	0
LK-2121210	267	9	232	0
LK-2121215	313	15	204	0
LK-2121220	370	11	282	0
LK-2121225	514	14	286	0
LK-2121230	587	18	349	0
LK-2121235	364	9	78	0
LK-2121240	241	25	190	0
LK-2124	21808	1296	21898	0
LK-2124005	118	1	76	0
LK-2124010	337	23	186	0
LK-2124015	171	7	97	0
LK-2124020	110	1	75	0
LK-2124025	273	7	234	0
LK-2124030	174	25	174	0
LK-2124035	107	4	156	0
LK-2124040	131	4	114	0
LK-2124045	106	3	108	0
LK-2124050	176	10	188	0
LK-2124055	99	6	117	0
LK-2124060	362	12	452	0
LK-2124065	298	21	265	0
LK-2124070	257	23	265	0
LK-2124075	169	23	123	0
LK-2124080	138	0	102	0
LK-2124085	209	20	176	0
LK-2124090	53	6	61	0
LK-2124095	221	17	166	0
LK-2124100	147	11	188	0
LK-2124105	353	39	306	0
LK-2124110	92	14	141	0
LK-2124115	118	6	193	0
LK-2124120	388	21	353	0
LK-2124125	169	13	205	0
LK-2124130	202	17	261	0
LK-2124135	103	3	116	0
LK-2124140	258	22	217	0
LK-2124145	199	4	169	0
LK-2124150	276	19	284	0
LK-2124155	207	25	226	0
LK-2124160	151	5	180	0
LK-2124165	302	7	265	0
LK-2124170	149	7	135	0
LK-2124175	136	3	166	0
LK-2124180	155	4	202	0
LK-2124185	220	4	242	0
LK-2124190	147	6	144	0
LK-2124195	143	19	204	0
LK-2124200	131	14	143	0
LK-2124205	249	14	224	0
LK-2124210	241	11	265	0
LK-2124215	171	8	172	0
LK-2124220	359	13	358	0
LK-2124225	359	13	339	0
LK-2124230	251	19	271	0
LK-2124235	300	27	316	0
LK-2124240	255	13	264	0
LK-2124245	274	29	273	0
LK-2124250	415	29	541	0
LK-2124255	353	31	305	0
LK-2124260	290	21	250	0
LK-2124265	184	6	178	0
LK-2124270	138	9	144	0
LK-2124275	312	2	285	0
LK-2124280	285	21	317	0
LK-2124285	203	8	269	0
LK-2124290	235	26	281	0
LK-2124295	201	5	184	0
LK-2124300	289	7	189	0
LK-2124305	255	16	246	0
LK-2124310	315	16	217	0
LK-2124315	280	17	270	0
LK-2124320	169	5	219	0
LK-2124325	218	11	210	0
LK-2124330	253	10	241	0
LK-2124335	436	16	315	0
LK-2124340	694	18	618	0
LK-2124345	270	58	574	0
LK-2124350	409	37	599	0
LK-2124355	238	16	335	0
LK-2124360	245	31	288	0
LK-2124365	216	4	310	0
LK-2124370	175	20	176	0
LK-2124375	206	24	296	0
LK-2124380	705	29	704	0
LK-2124385	315	35	347	0
LK-2124390	311	13	346	0
LK-2124395	151	4	137	0
LK-2124400	217	18	230	0
LK-2124405	209	6	197	0
LK-2124410	248	1	225	0
LK-2124415	262	16	225	0
LK-2124425	307	21	277	0
LK-2124430	244	6	216	0
LK-2124435	183	7	126	0
LK-2124440	297	14	233	0
LK-2124445	253	7	215	0
LK-2124450	167	6	170	0
LK-2124455	300	3	85	0
LK-2124460	138	2	148	0
LK-2124465	109	14	89	0
LK-2124470	94	7	114	0
LK-2127	43116	2847	46639	0
LK-2127005	430	40	479	0
LK-2127010	325	14	353	0
LK-2127015	284	21	319	0
LK-2127020	462	35	486	0
LK-2127025	300	30	401	0
LK-2127030	285	22	354	0
LK-2127035	376	21	511	0
LK-2127040	328	35	410	0
LK-2127045	242	25	298	0
LK-2127050	410	16	288	0
LK-2127055	257	45	336	0
LK-2127060	353	7	378	0
LK-2127065	396	18	393	0
LK-2127070	230	14	287	0
LK-2127075	233	17	224	0
LK-2127080	501	21	505	0
LK-2127085	315	21	354	0
LK-2127090	680	28	748	0
LK-2127095	239	55	341	0
LK-2127100	560	49	549	0
LK-2127105	357	34	389	0
LK-2127110	357	12	368	0
LK-2127115	991	96	1003	0
LK-2127120	625	32	732	0
LK-2127125	547	36	592	0
LK-2127130	441	5	515	0
LK-2127135	439	50	500	0
LK-2127140	371	47	467	0
LK-2127145	348	23	396	0
LK-2127150	290	28	402	0
LK-2127155	469	35	617	0
LK-2127160	270	30	377	0
LK-2127165	478	38	504	0
LK-2127170	944	227	956	0
LK-2127175	515	62	739	0
LK-2127180	456	14	587	0
LK-2127185	312	16	329	0
LK-2127190	415	40	466	0
LK-2127195	571	24	662	0
LK-2127200	334	45	414	0
LK-2127205	424	39	541	0
LK-2127210	420	15	390	0
LK-2127215	412	16	491	0
LK-2127220	472	50	551	0
LK-2127225	481	18	631	0
LK-2127230	344	1	492	0
LK-2127235	517	50	660	0
LK-2127240	342	31	373	0
LK-2127245	414	19	495	0
LK-2127255	638	28	556	0
LK-2127260	510	13	519	0
LK-2127265	258	9	439	0
LK-2127270	381	35	603	0
LK-2127275	1124	48	1085	0
LK-2127280	779	36	823	0
LK-2127285	850	59	866	0
LK-2127290	1552	54	1185	0
LK-2127295	509	42	487	0
LK-2127300	553	49	609	0
LK-2127305	367	23	444	0
LK-2127310	240	10	233	0
LK-2127315	595	39	719	0
LK-2127320	294	37	328	0
LK-2127325	498	23	455	0
LK-2127330	321	10	393	0
LK-2127335	260	13	210	0
LK-2127340	386	24	406	0
LK-2127345	956	62	852	0
LK-2127350	870	51	888	0
LK-2127355	1842	74	1798	0
LK-2127360	2367	158	3056	0
LK-2127365	777	56	759	0
LK-2127370	1812	44	1449	0
LK-2127375	477	19	410	0
LK-2127380	931	40	990	0
LK-2127385	484	14	475	0
LK-2127390	1122	69	1121	0
LK-2127395	801	41	828	0
LK-2130	52492	3270	67764	0
LK-2130005	838	29	1153	0
LK-2130010	479	8	793	0
LK-2130015	583	12	790	0
LK-2130020	684	31	836	0
LK-2130025	836	28	977	0
LK-2130030	976	61	1295	0
LK-2130035	657	26	866	0
LK-2130040	432	12	533	0
LK-2130045	539	18	721	0
LK-2130050	498	34	716	0
LK-2130055	911	66	1160	0
LK-2130060	768	29	902	0
LK-2130065	641	21	876	0
LK-2130070	1004	110	1081	0
LK-2130075	443	37	694	0
LK-2130080	1461	178	2163	0
LK-2130085	755	42	957	0
LK-2130090	883	44	1195	0
LK-2130095	616	57	697	0
LK-2130100	787	47	793	0
LK-2130105	495	39	752	0
LK-2130110	819	38	846	0
LK-2130115	730	54	809	0
LK-2130120	924	25	699	0
LK-2130125	625	26	745	0
LK-2130130	1153	73	1308	0
LK-2130135	569	31	488	0
LK-2130140	664	33	829	0
LK-2130145	743	74	2024	0
LK-2130150	896	67	960	0
LK-2130155	1280	59	1372	0
LK-2130160	875	74	963	0
LK-2130165	781	52	1025	0
LK-2130170	750	41	1137	0
LK-2130175	613	14	732	0
LK-2130180	1171	37	1093	0
LK-2130185	867	55	1095	0
LK-2130190	491	8	790	0
LK-2130195	604	19	4029	0
LK-2130200	1425	73	1623	0
LK-2130205	1476	42	1937	0
LK-2130210	878	43	1171	0
LK-2130215	1353	75	1356	0
LK-2130220	677	16	639	0
LK-2130225	602	30	640	0
LK-2130230	904	71	1098	0
LK-2130235	682	60	942	0
LK-2130240	2056	141	2466	0
LK-2130245	852	67	1118	0
LK-2130250	553	31	749	0
LK-2130255	623	52	666	0
LK-2130260	883	65	1292	0
LK-2130265	807	67	941	0
LK-2130270	510	51	558	0
LK-2130275	1116	96	1149	0
LK-2130280	915	74	944	0
LK-2130285	520	58	560	0
LK-2130290	392	14	497	0
LK-2130295	455	23	567	0
LK-2130300	902	43	1012	0
LK-2130305	1238	108	1619	0
LK-2130310	842	79	1024	0
LK-2130315	881	86	1067	0
LK-2130320	1109	96	1235	0
LK-2133	31840	2414	32284	0
LK-2133005	223	21	251	0
LK-2133010	198	14	197	0
LK-2133015	339	34	297	0
LK-2133020	568	38	554	0
LK-2133025	140	13	203	0
LK-2133030	418	27	423	0
LK-2133035	400	28	423	0
LK-2133040	351	28	315	0
LK-2133045	319	16	403	0
LK-2133050	306	16	312	0
LK-2133055	263	29	237	0
LK-2133060	367	20	361	0
LK-2133065	360	7	467	0
LK-2133070	445	14	393	0
LK-2133075	552	33	544	0
LK-2133080	225	23	238	0
LK-2133085	266	6	334	0
LK-2133090	425	29	469	0
LK-2133095	347	28	388	0
LK-2133100	432	20	310	0
LK-2133105	301	36	349	0
LK-2133110	224	25	346	0
LK-2133115	274	23	210	0
LK-2133120	308	32	549	0
LK-2133125	574	37	596	0
LK-2133130	499	28	432	0
LK-2133135	425	39	481	0
LK-2133140	305	21	337	0
LK-2133145	844	67	757	0
LK-2133150	363	24	297	0
LK-2133155	147	4	227	0
LK-2133160	266	12	304	0
LK-2133165	368	7	410	0
LK-2133170	339	13	368	0
LK-2133175	351	41	295	0
LK-2133180	483	29	598	0
LK-2133185	563	16	646	0
LK-2133190	491	36	515	0
LK-2133195	364	38	455	0
LK-2133200	355	28	391	0
LK-2133205	322	31	356	0
LK-2133210	365	30	305	0
LK-2133215	342	36	298	0
LK-2133220	120	9	122	0
LK-2133225	326	25	302	0
LK-2133230	297	26	228	0
LK-2133235	251	10	240	0
LK-2133240	198	23	118	0
LK-2133245	281	8	224	0
LK-2133250	228	15	170	0
LK-2133255	442	31	285	0
LK-2133260	627	33	582	0
LK-2133265	423	82	599	0
LK-2133270	607	37	691	0
LK-2133275	528	34	519	0
LK-2133280	428	24	481	0
LK-2133285	612	40	649	0
LK-2133290	463	55	422	0
LK-2133295	579	88	765	0
LK-2133300	708	63	804	0
LK-2133305	762	64	688	0
LK-2133310	315	40	375	0
LK-2133315	228	15	331	0
LK-2133320	328	9	233	0
LK-2133325	188	9	117	0
LK-2133330	234	2	185	0
LK-2133335	372	33	256	0
LK-2133340	276	13	263	0
LK-2133345	293	16	258	0
LK-2133350	207	12	244	0
LK-2133355	369	38	391	0
LK-2133360	686	75	609	0
LK-2133365	412	22	443	0
LK-2133370	861	69	874	0
LK-2133375	298	2	277	0
LK-2133380	292	22	314	0
LK-2133385	191	32	190	0
LK-2133390	384	17	402	0
LK-2133395	266	9	297	0
LK-2133400	221	21	226	0
LK-2133405	325	49	285	0
LK-2133410	705	98	539	0
LK-2133415	241	17	262	0
LK-2133420	451	30	383	0
LK-2134	10322	894	11488	0
LK-2134005	127	4	156	0
LK-2134010	187	27	197	0
LK-2134015	297	11	254	0
LK-2134020	185	13	165	0
LK-2134025	195	30	286	0
LK-2134030	119	8	160	0
LK-2134035	267	22	353	0
LK-2134040	383	33	305	0
LK-2134045	215	9	217	0
LK-2134050	166	16	175	0
LK-2134055	175	10	127	0
LK-2134060	136	8	106	0
LK-2134065	219	7	207	0
LK-2134070	282	28	214	0
LK-2134075	96	4	150	0
LK-2134080	204	10	280	0
LK-2134085	106	12	121	0
LK-2134090	159	6	179	0
LK-2134095	371	36	422	0
LK-2134100	282	47	210	0
LK-2134105	158	22	194	0
LK-2134110	109	1	146	0
LK-2134115	113	4	99	0
LK-2134120	220	10	177	0
LK-2134125	201	5	200	0
LK-2134130	119	15	139	0
LK-2134135	208	14	190	0
LK-2134140	140	21	192	0
LK-2134145	107	3	162	0
LK-2134150	188	5	129	0
LK-2134155	198	10	186	0
LK-2134160	143	14	195	0
LK-2134165	170	23	199	0
LK-2134170	183	36	218	0
LK-2134175	139	10	174	0
LK-2134180	91	6	93	0
LK-2134185	169	13	301	0
LK-2134190	130	4	132	0
LK-2134195	143	13	171	0
LK-2134200	166	23	129	0
LK-2134205	132	11	191	0
LK-2134210	184	51	393	0
LK-2134215	201	29	178	0
LK-2134220	168	10	225	0
LK-2134225	144	24	242	0
LK-2134230	260	31	308	0
LK-2134235	312	10	276	0
LK-2134240	138	12	165	0
LK-2134245	156	17	230	0
LK-2134250	185	14	261	0
LK-2134255	145	4	172	0
LK-2134260	155	5	112	0
LK-2134265	237	26	216	0
LK-2134270	205	25	220	0
LK-2134275	125	22	222	0
LK-2134280	167	1	175	0
LK-2134285	142	9	192	0
LK-2136	36117	2711	41796	0
LK-2136005	318	29	260	0
LK-2136010	378	17	276	0
LK-2136015	208	20	210	0
LK-2136020	175	23	240	0
LK-2136025	246	25	137	0
LK-2136030	469	15	330	0
LK-2136035	203	2	247	0
LK-2136040	282	19	316	0
LK-2136045	522	20	436	0
LK-2136050	588	37	432	0
LK-2136055	329	50	504	0
LK-2136060	389	26	500	0
LK-2136065	316	16	364	0
LK-2136070	238	28	284	0
LK-2136075	296	14	663	0
LK-2136080	404	27	576	0
LK-2136085	318	20	482	0
LK-2136090	407	17	551	0
LK-2136095	395	28	592	0
LK-2136100	301	13	314	0
LK-2136105	224	7	380	0
LK-2136110	377	23	618	0
LK-2136115	353	31	461	0
LK-2136120	221	24	271	0
LK-2136125	452	34	373	0
LK-2136130	232	23	379	0
LK-2136135	541	55	695	0
LK-2136140	291	27	347	0
LK-2136145	227	35	231	0
LK-2136150	260	22	281	0
LK-2136155	267	56	267	0
LK-2136160	435	58	383	0
LK-2136165	179	15	217	0
LK-2136170	492	57	540	0
LK-2136175	229	45	219	0
LK-2136180	124	16	183	0
LK-2136185	241	9	243	0
LK-2136190	207	12	187	0
LK-2136195	232	40	229	0
LK-2136200	313	35	411	0
LK-2136205	330	42	336	0
LK-2136210	297	12	384	0
LK-2136215	263	20	317	0
LK-2136220	431	31	457	0
LK-2136225	611	75	628	0
LK-2136230	483	29	556	0
LK-2136235	409	20	500	0
LK-2136240	198	9	203	0
LK-2136245	350	21	455	0
LK-2136250	338	28	447	0
LK-2136255	370	20	438	0
LK-2136260	494	36	648	0
LK-2136265	310	30	427	0
LK-2136270	701	26	649	0
LK-2136275	246	31	308	0
LK-2136280	433	25	446	0
LK-2136285	325	13	376	0
LK-2136290	465	52	564	0
LK-2136295	339	41	350	0
LK-2136300	283	8	297	0
LK-2136305	634	42	739	0
LK-2136310	168	33	261	0
LK-2136315	182	3	193	0
LK-2136320	242	12	314	0
LK-2136325	331	26	317	0
LK-2136330	103	24	169	0
LK-2136335	234	56	293	0
LK-2136340	290	1	327	0
LK-2136345	273	9	342	0
LK-2136350	234	15	317	0
LK-2136355	374	17	372	0
LK-2136360	229	18	299	0
LK-2136365	334	65	505	0
LK-2136370	374	19	438	0
LK-2136375	364	31	403	0
LK-2136380	376	24	456	0
LK-2136385	380	19	360	0
LK-2136390	475	14	497	0
LK-2136395	1135	76	1286	0
LK-2136400	571	25	613	0
LK-2136405	500	23	595	0
LK-2136410	681	39	741	0
LK-2136415	769	34	823	0
LK-2136420	436	37	555	0
LK-2136425	406	29	477	0
LK-2136430	539	31	672	0
LK-2136435	604	63	620	0
LK-2136440	751	36	923	0
LK-2136445	556	26	620	0
LK-2136450	478	24	573	0
LK-2136455	573	42	697	0
LK-2136460	724	28	902	0
LK-2136465	377	35	421	0
LK-2136470	699	64	880	0
LK-2136475	366	32	381	0
LK-2139	34418	3451	44714	0
LK-2139005	222	27	209	0
LK-2139010	308	23	367	0
LK-2139015	226	8	301	0
LK-2139020	221	18	241	0
LK-2139025	317	24	343	0
LK-2139030	271	13	353	0
LK-2139035	384	47	401	0
LK-2139040	327	15	395	0
LK-2139045	260	29	348	0
LK-2139050	377	9	582	0
LK-2139055	389	31	503	0
LK-2139060	429	59	797	0
LK-2139065	291	19	415	0
LK-2139070	274	35	304	0
LK-2139075	226	50	296	0
LK-2139080	268	17	307	0
LK-2139085	205	9	209	0
LK-2139090	200	13	238	0
LK-2139095	210	29	258	0
LK-2139100	275	11	320	0
LK-2139105	297	7	330	0
LK-2139110	243	17	252	0
LK-2139115	391	28	422	0
LK-2139120	281	55	281	0
LK-2139125	351	11	431	0
LK-2139130	394	32	450	0
LK-2139135	251	2	295	0
LK-2139140	322	27	444	0
LK-2139145	368	18	1146	0
LK-2139150	429	46	438	0
LK-2139155	379	23	486	0
LK-2139160	272	22	408	0
LK-2139165	276	18	319	0
LK-2139170	272	19	263	0
LK-2139175	271	25	355	0
LK-2139180	183	23	269	0
LK-2139185	266	31	315	0
LK-2139190	204	13	235	0
LK-2139195	235	21	326	0
LK-2139200	151	16	243	0
LK-2139205	183	56	225	0
LK-2139210	253	16	165	0
LK-2139215	257	8	238	0
LK-2139220	355	40	357	0
LK-2139225	196	18	182	0
LK-2139230	331	40	348	0
LK-2139235	206	33	277	0
LK-2139240	210	24	257	0
LK-2139245	233	13	200	0
LK-2139250	236	8	377	0
LK-2139255	269	12	375	0
LK-2139260	224	18	304	0
LK-2139265	265	36	254	0
LK-2139270	208	26	278	0
LK-2139275	281	37	240	0
LK-2139280	254	9	267	0
LK-2139285	246	18	281	0
LK-2139290	247	20	282	0
LK-2139295	269	31	363	0
LK-2139300	296	37	350	0
LK-2139305	279	22	329	0
LK-2139310	289	35	365	0
LK-2139315	531	94	793	0
