entity_id	employed	unemployed	economically_not_active	region_id
LK-8203040	332	54	374	0
LK-8203045	353	24	373	0
LK-8203050	328	9	276	0
LK-8203055	310	10	375	0
LK-8203060	270	8	330	0
LK-8203065	399	37	512	0
LK-8203070	383	38	403	0
LK-8203075	305	12	395	0
LK-8203080	370	16	433	0
LK-8203085	447	8	539	0
LK-8203090	413	48	401	0
LK-8203095	285	47	251	0
LK-8203100	380	3	385	0
LK-8203105	361	11	341	0
LK-8203110	275	17	342	0
LK-8203115	211	15	267	0
LK-8203120	290	46	382	0
LK-8203125	531	36	589	0
LK-8203130	362	31	371	0
LK-8203135	516	60	580	0
LK-8203140	436	23	506	0
LK-8203145	648	26	508	0
LK-8203150	294	17	293	0
LK-8203155	362	39	456	0
LK-8203160	334	17	270	0
LK-8203165	625	36	753	0
LK-8203170	231	25	268	0
LK-8203175	340	26	396	0
LK-8203180	273	25	372	0
LK-8203185	242	17	341	0
LK-8203190	240	24	299	0
LK-8203195	230	14	277	0
LK-8203200	281	14	393	0
LK-8206	12416	643	10060	0
LK-8206005	165	17	160	0
LK-8206010	369	15	250	0
LK-8206015	456	11	376	0
LK-8206020	456	48	536	0
LK-8206025	402	11	177	0
LK-8206030	276	10	198	0
LK-8206035	439	14	213	0
LK-8206040	296	3	203	0
LK-8206045	273	15	173	0
LK-8206050	424	27	218	0
LK-8206055	409	30	287	0
LK-8206060	160	12	113	0
LK-8206065	188	4	121	0
LK-8206070	333	20	252	0
LK-8206075	440	21	284	0
LK-8206080	446	31	439	0
LK-8206085	275	25	402	0
LK-8206090	356	13	308	0
LK-8206095	329	21	289	0
LK-8206100	393	43	286	0
LK-8206105	287	22	168	0
LK-8206110	217	16	261	0
LK-8206115	215	7	236	0
LK-8206120	192	5	251	0
LK-8206125	270	6	278	0
LK-8206130	369	26	252	0
LK-8206135	212	17	257	0
LK-8206140	354	20	281	0
LK-8206145	226	1	184	0
LK-8206150	273	7	189	0
LK-8206155	204	13	243	0
LK-8206160	371	8	189	0
LK-8206165	315	23	340	0
LK-8206170	560	39	478	0
LK-8206175	504	9	498	0
LK-8206180	384	7	200	0
LK-8206185	262	8	221	0
LK-8206190	316	18	249	0
LK-8209	12936	863	11911	0
LK-8209005	319	19	360	0
LK-8209010	354	17	339	0
LK-8209015	470	38	458	0
LK-8209020	532	21	300	0
LK-8209025	371	29	588	0
LK-8209030	238	26	286	0
LK-8209035	362	28	408	0
LK-8209040	311	49	277	0
LK-8209045	358	28	304	0
LK-8209050	489	30	345	0
LK-8209055	438	16	317	0
LK-8209060	289	2	288	0
LK-8209065	329	19	214	0
LK-8209070	117	15	192	0
LK-8209075	218	17	254	0
LK-8209080	365	13	247	0
LK-8209085	407	44	481	0
LK-8209090	259	42	338	0
LK-8209095	491	16	388	0
LK-8209100	444	11	380	0
LK-8209105	447	29	217	0
LK-8209110	544	42	548	0
LK-8209115	595	33	564	0
LK-8209120	336	28	336	0
LK-8209125	255	36	290	0
LK-8209130	260	9	214	0
LK-8209135	372	46	324	0
LK-8209140	327	35	581	0
LK-8209145	153	7	180	0
LK-8209150	612	52	662	0
LK-8209155	385	13	283	0
LK-8209160	261	4	179	0
LK-8209165	509	14	334	0
LK-8209170	453	21	229	0
LK-8209175	266	14	206	0
LK-8212	21999	1032	16268	0
LK-8212005	506	26	229	0
LK-8212010	434	32	457	0
LK-8212015	518	31	399	0
LK-8212020	385	27	340	0
LK-8212025	255	9	170	0
LK-8212030	347	9	177	0
LK-8212035	399	32	464	0
LK-8212040	462	12	395	0
LK-8212045	341	27	204	0
LK-8212050	296	5	193	0
LK-8212055	489	33	464	0
LK-8212060	272	5	130	0
LK-8212065	349	26	130	0
LK-8212070	401	10	250	0
LK-8212075	270	14	307	0
LK-8212080	691	21	328	0
LK-8212085	274	16	240	0
LK-8212090	378	5	227	0
LK-8212095	473	22	297	0
LK-8212100	443	22	274	0
LK-8212105	466	4	219	0
LK-8212110	199	2	244	0
LK-8212115	484	22	491	0
LK-8212120	488	22	207	0
LK-8212125	442	44	402	0
LK-8212130	890	51	592	0
LK-8212135	560	44	396	0
LK-8212140	458	28	413	0
LK-8212145	516	7	255	0
LK-8212150	455	21	242	0
LK-8212155	548	27	224	0
LK-8212160	826	47	826	0
LK-8212165	426	48	428	0
LK-8212170	247	39	252	0
LK-8212175	295	27	247	0
LK-8212180	646	25	382	0
LK-8212185	430	7	373	0
LK-8212190	461	17	313	0
LK-8212195	505	8	147	0
LK-8212200	359	13	369	0
LK-8212205	518	3	444	0
LK-8212210	704	4	560	0
LK-8212215	482	28	394	0
LK-8212220	429	7	283	0
LK-8212225	639	17	504	0
LK-8212230	578	41	500	0
LK-8212235	411	25	258	0
LK-8212240	554	20	628	0
LK-8215	18110	1460	16870	0
LK-8215005	560	53	500	0
LK-8215010	370	56	553	0
LK-8215015	323	15	240	0
LK-8215020	346	24	312	0
LK-8215025	889	56	705	0
LK-8215030	481	40	511	0
LK-8215035	597	42	649	0
LK-8215040	645	61	703	0
LK-8215045	918	124	855	0
LK-8215050	697	32	726	0
LK-8215055	1055	71	813	0
LK-8215060	562	91	582	0
LK-8215065	448	40	306	0
LK-8215070	531	18	644	0
LK-8215075	374	42	247	0
LK-8215080	555	53	700	0
LK-8215085	982	76	784	0
LK-8215090	1480	94	1400	0
LK-8215095	1852	112	1666	0
LK-8215100	817	78	711	0
LK-8215105	853	95	790	0
LK-8215110	814	79	883	0
LK-8215115	599	38	465	0
LK-8215120	450	4	238	0
LK-8215125	513	60	625	0
LK-8215130	399	6	262	0
LK-8218	15602	1097	12787	0
LK-8218005	267	6	149	0
LK-8218010	501	22	253	0
LK-8218015	221	21	289	0
LK-8218020	203	5	142	0
LK-8218025	505	34	269	0
LK-8218030	381	24	242	0
LK-8218035	387	24	294	0
LK-8218040	373	14	324	0
LK-8218045	317	13	205	0
LK-8218050	320	25	243	0
LK-8218055	387	64	454	0
LK-8218060	310	8	222	0
LK-8218065	278	20	363	0
LK-8218070	532	25	709	0
LK-8218075	474	29	397	0
LK-8218080	687	78	502	0
LK-8218085	417	34	406	0
LK-8218090	480	43	479	0
LK-8218095	346	19	357	0
LK-8218100	437	34	437	0
LK-8218105	494	69	504	0
LK-8218110	372	19	274	0
LK-8218115	438	39	362	0
LK-8218120	180	28	190	0
LK-8218125	389	8	231	0
LK-8218130	438	25	409	0
LK-8218135	189	1	233	0
LK-8218140	498	39	500	0
LK-8218145	518	24	581	0
LK-8218150	200	5	183	0
LK-8218155	362	44	271	0
LK-8218160	166	5	167	0
LK-8218165	527	14	357	0
LK-8218170	227	35	104	0
LK-8218175	239	11	139	0
LK-8218180	290	8	127	0
LK-8218185	316	11	259	0
LK-8218190	368	18	228	0
LK-8218195	247	3	92	0
LK-8218200	787	52	254	0
LK-8218205	534	97	586	0
LK-8221	23820	1461	18508	0
LK-8221005	703	30	506	0
LK-8221010	672	34	532	0
LK-8221015	553	29	563	0
LK-8221020	906	93	815	0
LK-8221025	659	75	652	0
LK-8221030	397	20	369	0
LK-8221035	643	37	705	0
LK-8221040	1743	69	1176	0
LK-8221045	576	45	624	0
LK-8221050	521	52	555	0
LK-8221055	2010	199	1643	0
LK-8221060	798	53	680	0
LK-8221065	854	46	692	0
LK-8221070	945	49	339	0
LK-8221075	649	61	659	0
LK-8221080	877	51	610	0
LK-8221085	738	21	407	0
LK-8221090	812	58	939	0
LK-8221095	750	38	679	0
LK-8221100	456	40	520	0
LK-8221105	452	20	517	0
LK-8221110	763	20	361	0
LK-8221115	1331	39	715	0
LK-8221120	983	59	573	0
LK-8221125	545	18	312	0
LK-8221130	1125	60	707	0
LK-8221135	575	21	348	0
LK-8221140	1007	36	609	0
LK-8221145	777	88	701	0
LK-8224	20623	1686	17175	0
LK-8224005	383	52	410	0
LK-8224010	637	60	536	0
LK-8224015	979	76	1000	0
LK-8224020	896	81	660	0
LK-8224025	832	79	638	0
LK-8224030	938	47	681	0
LK-8224035	775	59	627	0
LK-8224040	657	61	678	0
LK-8224045	560	67	520	0
LK-8224050	544	41	381	0
LK-8224055	738	87	609	0
LK-8224060	898	82	707	0
LK-8224065	236	11	236	0
LK-8224070	630	46	605	0
LK-8224075	691	33	776	0
LK-8224080	812	45	797	0
LK-8224085	654	112	522	0
LK-8224090	479	34	480	0
LK-8224095	798	86	859	0
LK-8224100	445	48	431	0
LK-8224105	1096	98	827	0
LK-8224110	765	84	563	0
LK-8224115	667	35	380	0
LK-8224120	691	80	596	0
LK-8224125	671	23	516	0
LK-8224130	468	62	450	0
LK-8224135	723	32	676	0
LK-8224140	878	29	453	0
LK-8224145	1082	36	561	0
LK-8227	7116	470	5776	0
LK-8227005	836	25	538	0
LK-8227010	1248	118	1001	0
LK-8227015	2025	124	1526	0
LK-8227020	1438	89	1420	0
LK-8227025	1569	114	1291	0
LK-8230	10993	594	8113	0
LK-8230005	1083	37	686	0
LK-8230010	1285	53	800	0
LK-8230015	948	13	585	0
LK-8230020	1118	37	661	0
LK-8230025	876	28	529	0
LK-8230030	688	32	465	0
LK-8230035	395	30	377	0
LK-8230040	927	54	654	0
LK-8230045	298	40	332	0
LK-8230050	292	19	303	0
LK-8230055	645	61	531	0
LK-8230060	615	21	387	0
LK-8230065	1142	82	1072	0
LK-8230070	681	87	731	0
LK-8233	15780	1290	13713	0
LK-8233005	2447	204	2178	0
LK-8233010	823	78	1022	0
LK-8233015	743	46	508	0
LK-8233020	388	22	249	0
LK-8233025	306	3	193	0
LK-8233030	976	135	1123	0
LK-8233035	1974	176	1483	0
LK-8233040	1076	90	1253	0
LK-8233045	614	43	580	0
LK-8233050	554	41	511	0
LK-8233055	2175	166	1579	0
LK-8233060	1479	124	948	0
LK-8233065	1120	51	1078	0
LK-8233070	1105	111	1008	0
LK-9	726179	52828	663899	0
LK-91	420886	29470	356211	0
LK-9103	26233	1722	23899	0
LK-9103005	1337	52	1074	0
LK-9103010	694	47	751	0
LK-9103015	617	26	583	0
LK-9103020	709	31	568	0
LK-9103025	569	36	524	0
LK-9103030	1508	91	1281	0
LK-9103035	1132	30	735	0
LK-9103040	967	62	951	0
LK-9103045	524	43	433	0
LK-9103050	322	38	344	0
LK-9103055	258	15	255	0
LK-9103060	543	60	496	0
LK-9103065	259	15	213	0
LK-9103070	313	11	327	0
LK-9103075	371	49	431	0
LK-9103080	584	36	589	0
LK-9103085	639	53	630	0
LK-9103090	426	17	453	0
LK-9103095	566	15	328	0
LK-9103100	472	30	559	0
LK-9103105	748	64	796	0
LK-9103110	573	43	659	0
LK-9103115	980	78	1131	0
LK-9103120	855	68	949	0
LK-9103125	542	35	482	0
LK-9103130	292	32	315	0
LK-9103135	211	15	281	0
LK-9103140	1013	65	1174	0
LK-9103145	418	11	337	0
LK-9103150	505	36	461	0
LK-9103155	749	58	610	0
LK-9103160	579	40	449	0
LK-9103165	259	14	171	0
LK-9103170	583	35	501	0
LK-9103175	340	17	316	0
LK-9103180	1065	68	749	0
LK-9103185	455	55	413	0
LK-9103190	688	47	704	0
LK-9103195	440	42	375	0
LK-9103200	510	53	411	0
LK-9103205	612	38	446	0
LK-9103220	1006	51	644	0
LK-9106	29684	1937	26099	0
LK-9106020	1089	126	1257	0
LK-9106045	1333	101	1316	0
LK-9106050	1197	59	867	0
LK-9106055	819	75	454	0
LK-9106060	621	70	516	0
LK-9106065	468	35	230	0
LK-9106070	873	40	410	0
LK-9106075	894	68	639	0
LK-9106080	648	56	462	0
LK-9106085	965	80	669	0
LK-9106090	730	44	694	0
LK-9106095	1438	80	1325	0
LK-9106105	539	49	294	0
LK-9106110	830	41	716	0
LK-9106115	987	73	855	0
LK-9106120	1075	51	864	0
LK-9106125	887	38	904	0
LK-9106130	619	15	643	0
LK-9106135	323	8	271	0
LK-9106140	623	37	652	0
LK-9106145	985	74	1032	0
LK-9106150	1698	126	1583	0
LK-9106155	965	38	1286	0
LK-9106160	901	39	817	0
LK-9106165	1795	73	1535	0
LK-9106170	1183	45	1075	0
LK-9106175	512	23	470	0
LK-9106180	1400	148	1303	0
LK-9106185	1432	94	1235	0
LK-9106190	926	74	895	0
LK-9106195	929	57	830	0
LK-9109	14048	638	10875	0
LK-9109005	917	19	671	0
LK-9109010	1449	80	1040	0
LK-9109015	325	13	231	0
LK-9109020	1032	30	744	0
LK-9109025	756	31	635	0
LK-9109030	600	28	420	0
LK-9109035	469	21	443	0
LK-9109040	488	28	326	0
LK-9109045	705	48	497	0
LK-9109050	331	19	283	0
LK-9109055	1034	66	896	0
LK-9109060	526	17	354	0
LK-9109065	1045	50	811	0
LK-9109070	1516	59	990	0
LK-9109075	1386	53	1156	0
LK-9109080	1127	38	1008	0
LK-9109085	342	38	370	0
LK-9112	49278	3528	38422	0
LK-9112005	837	58	404	0
LK-9112010	593	53	356	0
LK-9112015	638	54	380	0
LK-9112020	505	48	209	0
LK-9112025	493	60	316	0
LK-9112030	534	12	293	0
LK-9112035	1399	79	558	0
LK-9112040	886	69	682	0
LK-9112045	1070	76	737	0
LK-9112050	729	51	432	0
LK-9112055	809	83	444	0
LK-9112060	1932	97	1245	0
LK-9112065	698	27	541	0
LK-9112070	1018	28	655	0
LK-9112075	834	61	600	0
LK-9112080	629	31	215	0
LK-9112085	1190	73	1142	0
LK-9112090	782	56	695	0
LK-9112095	1051	110	1009	0
LK-9112100	880	43	921	0
LK-9112105	2585	104	2300	0
LK-9112110	439	17	281	0
LK-9112115	1151	111	794	0
LK-9112120	1254	89	950	0
LK-9112125	830	74	603	0
LK-9112130	745	85	673	0
LK-9112135	367	56	254	0
LK-9112140	486	10	201	0
LK-9112145	1010	78	402	0
LK-9112150	451	17	133	0
LK-9112155	632	10	191	0
LK-9112160	654	25	273	0
LK-9112165	425	30	231	0
LK-9112170	502	33	289	0
LK-9112175	890	67	802	0
LK-9112180	1783	185	1306	0
LK-9112185	2059	80	1758	0
LK-9112190	1048	89	1025	0
LK-9112195	1327	99	952	0
LK-9112200	460	29	363	0
LK-9112205	1202	71	1261	0
LK-9112210	2028	139	1959	0
LK-9112215	519	49	535	0
LK-9112220	906	58	1142	0
LK-9112225	661	54	645	0
LK-9112230	1284	101	1272	0
LK-9112235	1125	81	1119	0
LK-9112240	745	52	737	0
LK-9112245	899	71	850	0
LK-9112250	673	103	785	0
LK-9112255	873	101	761	0
LK-9112260	888	84	953	0
LK-9112265	870	107	788	0
LK-9115	23036	1623	20558	0
LK-9115005	476	25	132	0
LK-9115010	376	49	183	0
LK-9115015	302	16	116	0
LK-9115020	273	10	154	0
LK-9115025	456	11	274	0
LK-9115030	532	26	391	0
LK-9115035	542	54	563	0
LK-9115040	523	45	400	0
LK-9115045	1155	112	1045	0
LK-9115050	699	31	459	0
LK-9115055	223	37	257	0
LK-9115060	219	18	119	0
LK-9115065	481	43	304	0
LK-9115070	273	19	235	0
LK-9115075	377	46	227	0
LK-9115080	695	49	2244	0
LK-9115085	385	16	356	0
LK-9115090	134	15	108	0
LK-9115095	179	29	241	0
LK-9115100	185	2	181	0
LK-9115105	192	10	181	0
LK-9115110	158	19	161	0
LK-9115115	265	20	272	0
LK-9115120	400	20	316	0
LK-9115125	444	15	400	0
LK-9115130	530	29	335	0
LK-9115135	418	13	298	0
LK-9115140	776	13	505	0
LK-9115145	686	36	623	0
LK-9115150	406	24	337	0
LK-9115155	497	13	360	0
LK-9115160	565	21	312	0
LK-9115165	408	32	352	0
LK-9115170	467	31	443	0
LK-9115175	319	21	288	0
LK-9115180	279	33	341	0
LK-9115185	630	92	653	0
LK-9115190	296	29	444	0
LK-9115195	420	28	187	0
LK-9115200	430	29	324	0
LK-9115205	418	26	398	0
LK-9115210	384	42	331	0
LK-9115215	513	31	408	0
LK-9115220	1105	114	1217	0
LK-9115225	461	24	370	0
LK-9115230	1188	62	1112	0
LK-9115235	474	28	513	0
LK-9115240	843	79	616	0
LK-9115245	420	21	307	0
LK-9115250	159	15	165	0
LK-9118	31087	2224	27852	0
LK-9118005	967	9	350	0
LK-9118010	774	30	402	0
LK-9118015	431	14	275	0
LK-9118020	470	26	402	0
LK-9118025	1824	172	2124	0
LK-9118030	1416	126	1587	0
LK-9118035	406	19	440	0
LK-9118040	373	30	368	0
LK-9118045	535	42	429	0
LK-9118050	144	5	131	0
LK-9118055	219	8	200	0
LK-9118060	590	52	501	0
LK-9118065	390	15	424	0
LK-9118070	319	20	256	0
LK-9118075	259	33	259	0
LK-9118080	273	9	339	0
LK-9118085	237	22	227	0
LK-9118090	594	55	680	0
LK-9118095	281	16	299	0
LK-9118100	306	31	275	0
LK-9118105	220	27	266	0
LK-9118110	511	24	408	0
LK-9118115	596	42	468	0
LK-9118120	465	25	613	0
LK-9118125	1387	92	1362	0
LK-9118130	1404	113	1805	0
LK-9118135	882	96	722	0
LK-9118140	1313	88	1460	0
LK-9118145	521	40	482	0
LK-9118150	436	49	489	0
LK-9118155	798	50	516	0
LK-9118160	691	68	565	0
LK-9118165	600	25	324	0
LK-9118170	1019	52	645	0
LK-9118175	698	22	365	0
LK-9118180	322	42	331	0
LK-9118185	975	81	601	0
LK-9118190	358	17	322	0
LK-9118195	369	56	526	0
LK-9118200	751	68	686	0
LK-9118205	730	43	758	0
LK-9118210	516	15	559	0
LK-9118215	482	95	553	0
LK-9118220	358	19	278	0
LK-9118225	421	18	258	0
LK-9118230	271	23	133	0
LK-9118235	384	9	237	0
LK-9118240	478	19	292	0
LK-9118245	256	33	239	0
LK-9118250	644	96	565	0
LK-9118255	485	9	321	0
LK-9118260	576	13	346	0
LK-9118265	362	21	389	0
LK-9121	11170	763	8407	0
LK-9121005	493	27	284	0
LK-9121010	533	34	314	0
LK-9121015	533	21	406	0
LK-9121020	636	45	618	0
LK-9121025	309	21	177	0
LK-9121030	598	21	419	0
LK-9121035	346	47	344	0
LK-9121040	411	22	312	0
LK-9121045	1011	79	828	0
LK-9121050	910	42	728	0
LK-9121055	804	27	557	0
LK-9121060	521	31	445	0
LK-9121065	523	32	414	0
LK-9121070	464	77	362	0
LK-9121075	821	78	624	0
LK-9121080	522	50	413	0
LK-9121085	394	20	291	0
LK-9121090	531	19	351	0
LK-9121095	573	46	293	0
LK-9121100	237	24	227	0
LK-9124	35501	2385	30810	0
LK-9124005	532	28	365	0
LK-9124010	684	28	583	0
LK-9124015	1694	49	1268	0
LK-9124020	650	25	357	0
LK-9124025	1258	96	944	0
LK-9124030	730	51	715	0
LK-9124035	850	67	795	0
LK-9124040	747	73	671	0
LK-9124045	785	114	753	0
LK-9124050	669	36	522	0
LK-9124055	766	21	618	0
LK-9124060	1668	84	1070	0
LK-9124065	903	44	901	0
LK-9124070	821	64	757	0
LK-9124075	1180	40	1199	0
LK-9124080	960	90	932	0
LK-9124085	415	50	382	0
LK-9124090	1102	75	851	0
LK-9124095	868	77	655	0
LK-9124100	500	29	466	0
LK-9124105	1071	73	985	0
LK-9124110	1529	85	1110	0
LK-9124115	1185	61	1036	0
LK-9124120	601	54	680	0
LK-9124125	962	82	1070	0
LK-9124130	737	55	706	0
LK-9124135	468	32	447	0
LK-9124140	478	46	535	0
LK-9124145	1033	136	1054	0
LK-9124150	871	36	672	0
LK-9124155	951	55	700	0
LK-9124160	1273	44	1076	0
LK-9124165	2007	194	2099	0
LK-9124170	1273	84	1013	0
LK-9124175	959	59	931	0
LK-9124180	1163	64	858	0
LK-9124185	1158	84	1034	0
LK-9127	14890	1278	13264	0
LK-9127005	537	69	428	0
LK-9127010	766	67	755	0
LK-9127015	645	115	637	0
LK-9127020	793	60	729	0
LK-9127025	860	58	884	0
LK-9127030	738	69	686	0
LK-9127035	718	68	640	0
LK-9127040	626	121	551	0
LK-9127045	495	57	472	0
LK-9127050	964	102	981	0
LK-9127055	788	28	739	0
LK-9127060	653	57	577	0
LK-9127065	582	72	624	0
LK-9127070	899	66	824	0
LK-9127075	1004	40	862	0
LK-9127080	693	66	644	0
LK-9127085	615	48	459	0
LK-9127090	609	16	359	0
LK-9127095	813	45	683	0
LK-9127100	1092	54	730	0
LK-9130	13817	1027	8904	0
LK-9130005	1047	48	670	0
LK-9130010	643	72	551	0
LK-9130015	553	20	217	0
LK-9130020	788	53	485	0
LK-9130025	602	33	479	0
LK-9130030	1098	99	602	0
LK-9130035	998	59	570	0
LK-9130040	433	59	380	0
LK-9130045	491	32	382	0
LK-9130050	463	58	291	0
LK-9130055	903	61	400	0
LK-9130060	571	62	462	0
LK-9130065	331	40	307	0
LK-9130070	500	34	324	0
LK-9130075	809	111	655	0
LK-9130080	436	30	385	0
LK-9130085	412	26	163	0
LK-9130090	903	65	604	0
LK-9130095	660	15	291	0
LK-9130100	703	38	326	0
LK-9130105	473	12	360	0
LK-9133	23997	1081	13461	0
LK-9133005	1073	44	502	0
LK-9133010	501	11	366	0
LK-9133015	667	49	376	0
LK-9133020	855	15	697	0
LK-9133025	972	26	521	0
LK-9133030	893	71	612	0
LK-9133035	1075	50	769	0
LK-9133040	731	55	587	0
LK-9133045	598	5	248	0
LK-9133050	554	45	262	0
LK-9133055	446	16	148	0
LK-9133060	876	27	437	0
LK-9133065	611	45	324	0
LK-9133070	673	36	570	0
LK-9133075	1218	95	791	0
LK-9133080	910	42	552	0
LK-9133085	792	32	296	0
LK-9133090	749	33	428	0
LK-9133095	600	41	312	0
LK-9133100	427	18	261	0
LK-9133105	538	38	273	0
LK-9133110	693	6	183	0
LK-9133115	627	15	410	0
LK-9133120	845	65	699	0
LK-9133125	631	18	280	0
LK-9133130	1231	31	625	0
LK-9133135	734	25	380	0
LK-9133140	597	13	287	0
LK-9133145	454	6	169	0
LK-9133150	717	34	295	0
LK-9133155	665	20	418	0
LK-9133160	407	41	195	0
LK-9133165	637	13	188	0
LK-9136	25245	1583	19081	0
LK-9136005	862	79	870	0
LK-9136010	1404	87	1124	0
LK-9136015	1077	111	882	0
LK-9136020	817	27	656	0
LK-9136025	787	30	570	0
LK-9136030	816	28	572	0
LK-9136035	820	53	344	0
LK-9136040	759	43	619	0
LK-9136045	1167	93	1073	0
LK-9136050	1120	78	1046	0
LK-9136055	949	60	774	0
LK-9136060	849	42	636	0
LK-9136065	1432	109	1354	0
LK-9136070	1205	67	982	0
LK-9136075	1089	44	655	0
LK-9136080	922	85	685	0
LK-9136085	870	63	574	0
LK-9136090	738	34	503	0
LK-9136095	1761	152	1456	0
LK-9136100	1553	67	884	0
LK-9136105	772	46	466	0
LK-9136110	1093	62	744	0
LK-9136115	2111	116	1520	0
LK-9136120	272	7	92	0
LK-9139	16685	1358	14175	0
LK-9139005	1479	121	1222	0
LK-9139010	867	71	770	0
LK-9139015	493	29	447	0
LK-9139020	1350	124	1356	0
LK-9139025	480	59	505	0
LK-9139030	1304	129	962	0
LK-9139035	635	34	525	0
LK-9139040	931	94	588	0
LK-9139045	514	54	614	0
LK-9139050	1084	36	732	0
LK-9139055	954	46	907	0
LK-9139060	273	32	320	0
LK-9139065	1132	82	1003	0
LK-9139070	488	67	504	0
LK-9139075	589	61	768	0
LK-9139080	1160	97	989	0
LK-9139085	472	38	360	0
LK-9139090	1008	71	588	0
LK-9139095	460	31	300	0
LK-9139100	772	68	559	0
LK-9139105	240	14	156	0
LK-9142	26554	2194	28449	0
LK-9142005	1508	88	921	0
LK-9142010	900	63	726	0
LK-9142015	644	44	946	0
LK-9142020	368	37	418	0
LK-9142025	512	47	450	0
LK-9142030	472	67	489	0
LK-9142035	287	34	368	0
LK-9142040	543	75	632	0
LK-9142045	297	29	400	0
LK-9142050	479	33	487	0
LK-9142055	1239	55	1299	0
LK-9142060	526	17	669	0
LK-9142065	767	95	556	0
LK-9142070	690	46	684	0
LK-9142075	347	22	453	0
LK-9142080	528	28	510	0
LK-9142085	669	39	787	0
LK-9142090	425	27	437	0
LK-9142095	638	71	745	0
LK-9142100	348	26	411	0
LK-9142105	236	12	291	0
LK-9142110	384	26	350	0
LK-9142115	505	43	567	0
LK-9142120	576	70	619	0
LK-9142125	620	24	805	0
LK-9142130	341	12	391	0
LK-9142135	752	55	798	0
LK-9142140	266	13	274	0
LK-9142145	510	24	526	0
LK-9142150	401	9	402	0
LK-9142155	1381	105	1495	0
LK-9142160	668	83	689	0
LK-9142165	1378	73	1477	0
LK-9142170	849	79	875	0
LK-9142175	916	112	1198	0
LK-9142180	703	88	1020	0
LK-9142185	772	84	819	0
LK-9142190	495	82	551	0
LK-9142195	561	53	533	0
LK-9142200	305	23	472	0
LK-9142205	781	65	862	0
LK-9142210	384	68	356	0
LK-9142215	353	34	437	0
LK-9142220	230	14	254	0
LK-9145	12927	954	9884	0
LK-9145005	348	49	380	0
LK-9145010	518	35	277	0
LK-9145015	344	18	264	0
LK-9145020	406	30	389	0
LK-9145025	265	37	284	0
LK-9145030	382	26	325	0
LK-9145035	393	24	330	0
LK-9145040	241	24	148	0
LK-9145045	653	58	397	0
LK-9145050	477	39	407	0
LK-9145055	400	39	413	0
LK-9145060	392	33	205	0
LK-9145065	250	34	125	0
LK-9145070	478	42	122	0
LK-9145075	434	20	290	0
LK-9145080	436	26	427	0
LK-9145085	325	30	282	0
LK-9145090	397	38	386	0
LK-9145095	373	48	407	0
LK-9145100	499	27	312	0
LK-9145105	320	5	350	0
LK-9145110	371	17	385	0
LK-9145115	232	21	276	0
LK-9145120	421	55	392	0
LK-9145125	593	31	549	0
LK-9145130	739	30	358	0
LK-9145135	558	18	328	0
LK-9145140	367	27	261	0
LK-9145145	1045	56	499	0
LK-9145150	270	17	316	0
LK-9148	48481	3803	47481	0
LK-9148005	858	51	746	0
LK-9148010	631	22	744	0
LK-9148015	1002	27	533	0
LK-9148020	1074	72	1006	0
LK-9148025	792	116	975	0
LK-9148030	1241	71	1348	0
LK-9148035	1093	92	1180	0
LK-9148040	716	37	515	0
LK-9148045	842	59	973	0
LK-9148050	1304	107	1503	0
LK-9148055	1028	63	1232	0
LK-9148060	1670	139	1922	0
LK-9148065	1179	75	1118	0
LK-9148070	1125	72	1168	0
LK-9148075	778	38	766	0
LK-9148080	849	40	883	0
LK-9148085	1925	169	1639	0
LK-9148090	1328	110	911	0
LK-9148095	985	64	835	0
LK-9148100	1167	110	1243	0
LK-9148105	1677	59	1536	0
LK-9148110	1558	121	1472	0
LK-9148115	2145	184	1916	0
LK-9148120	1873	140	1912	0
LK-9148125	2122	112	2063	0
LK-9148130	931	66	967	0
LK-9148135	759	81	921	0
LK-9148140	796	71	951	0
LK-9148145	941	103	707	0
LK-9148150	864	53	818	0
LK-9148155	774	69	910	0
LK-9148160	997	121	874	0
LK-9148165	1470	141	1310	0
LK-9148170	1532	194	1690	0
LK-9148175	947	105	1042	0
LK-9148180	2029	216	1838	0
LK-9148185	1450	102	1662	0
LK-9148190	1491	144	1513	0
LK-9148195	880	70	795	0
LK-9148200	1658	117	1344	0
LK-9151	18253	1372	14590	0
LK-9151005	916	114	590	0
LK-9151010	844	97	686	0
LK-9151015	297	36	253	0
LK-9151020	422	14	309	0
LK-9151025	349	34	233	0
LK-9151030	546	40	433	0
LK-9151035	301	7	151	0
LK-9151040	188	3	157	0
LK-9151045	633	95	759	0
LK-9151050	576	36	635	0
LK-9151055	1019	54	761	0
LK-9151060	767	55	546	0
LK-9151065	806	22	631	0
LK-9151070	1275	77	1018	0
LK-9151075	1062	85	1016	0
LK-9151080	565	34	536	0
LK-9151085	639	26	426	0
LK-9151090	506	31	433	0
LK-9151095	1083	50	546	0
LK-9151100	1158	85	802	0
LK-9151105	520	14	408	0
LK-9151110	637	25	375	0
LK-9151115	238	4	258	0
LK-9151120	434	58	397	0
LK-9151125	642	27	496	0
LK-9151130	431	63	278	0
LK-9151135	298	46	246	0
LK-9151140	555	61	542	0
LK-9151145	546	79	669	0
LK-92	305293	23358	307688	0
LK-9203	29260	2245	31307	0
LK-9203005	169	34	208	0
LK-9203010	160	6	148	0
LK-9203015	141	24	268	0
