id	name	country_id	province_id	district_id	lg_id	lg_type	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
LG-71090	Medawachchiya PS	LK	LK-7	LK-71	LG-71090	PS	46906	495.34	['LK-7109005', 'LK-7109010', 'LK-7109015', 'LK-7109020', 'LK-7109025', 'LK-7109030', 'LK-7109035', 'LK-7109040', 'LK-7109045', 'LK-7109050', 'LK-7109055', 'LK-7109060', 'LK-7109065', 'LK-7109070', 'LK-7109075', 'LK-7109080', 'LK-7109085', 'LK-7109090', 'LK-7109095', 'LK-7109100', 'LK-7109105', 'LK-7109110', 'LK-7109115', 'LK-7109120', 'LK-7109125', 'LK-7109130', 'LK-7109135', 'LK-7109140', 'LK-7109145', 'LK-7109150', 'LK-7109155', 'LK-7109160', 'LK-7109165', 'LK-7109170', 'LK-7109175', 'LK-7109180', 'LK-7109185']	['EC-17A']	['LK-7109', 'MOH-71090']	[]	[8.588629020968266, 80.49690198187393]	103
LG-71121	N. Palatha Central PS	LK	LK-7	LK-71	LG-71121	PS	70088	998.42	['LK-7112', 'LK-7115005', 'LK-7115010', 'LK-7115015', 'LK-7115020', 'LK-7115025', 'LK-7115030', 'LK-7115035', 'LK-7115040', 'LK-7115045', 'LK-7115050', 'LK-7115055', 'LK-7115060', 'LK-7115065', 'LK-7115070', 'LK-7115075', 'LK-7115080', 'LK-7115085', 'LK-7115090', 'LK-7115095', 'LK-7115100', 'LK-7115105', 'LK-7115110', 'LK-7115115', 'LK-7115120', 'LK-7115130', 'LK-7115145', 'LK-7115150', 'LK-7115155', 'LK-7115180', 'LK-7115185', 'LK-7115190', 'LK-7115195', 'LK-7115200']	['MOH-71121']	[]	['EC-17C', 'EC-17D', 'LK-7115']	[8.494385804241132, 80.24383754816255]	75
LG-71151	Anuradhapura MC	LK	LK-7	LK-71	LG-71151	MC	50244	45.72	['LK-7115125', 'LK-7115135', 'LK-7115140', 'LK-7115160', 'LK-7115165', 'LK-7115170', 'LK-7115175', 'LK-7130040', 'LK-7133005', 'LK-7133010', 'LK-7133045', 'LK-7133055', 'LK-7133060', 'LK-7133065', 'LK-7133080', 'LK-7133085', 'LK-7133095', 'LK-7133100', 'LK-7133120', 'LK-7133125', 'LK-7133130']	['EC-17', 'LK-71']	[]	['EC-17C', 'EC-17F', 'LK-7115', 'LK-7130', 'LK-7133', 'MOH-71121', 'MOH-71300', 'MOH-71331']	[8.33955031295461, 80.4062094620353]	80
LG-71180	Rambewa PS	LK	LK-7	LK-71	LG-71180	PS	36782	305.59	['LK-7118005', 'LK-7118010', 'LK-7118015', 'LK-7118020', 'LK-7118025', 'LK-7118030', 'LK-7118035', 'LK-7118040', 'LK-7118045', 'LK-7118050', 'LK-7118055', 'LK-7118060', 'LK-7118065', 'LK-7118070', 'LK-7118075', 'LK-7118080', 'LK-7118085', 'LK-7118090', 'LK-7118095', 'LK-7118100', 'LK-7118105', 'LK-7118110', 'LK-7118115', 'LK-7118120', 'LK-7118125', 'LK-7118130', 'LK-7118135', 'LK-7118140', 'LK-7118145', 'LK-7118150', 'LK-7118155', 'LK-7118160', 'LK-7118165', 'LK-7118170', 'LK-7118175', 'LK-7118180', 'LK-7118185', 'LK-7118190']	['EC-17C']	['LK-7118', 'MOH-71180']	[]	[8.475728450176206, 80.55073342700422]	98
LG-71210	Kahatagasdigiliya PS	LK	LK-7	LK-71	LG-71210	PS	40339	369.05	['LK-7121005', 'LK-7121010', 'LK-7121015', 'LK-7121020', 'LK-7121025', 'LK-7121030', 'LK-7121035', 'LK-7121040', 'LK-7121045', 'LK-7121050', 'LK-7121055', 'LK-7121060', 'LK-7121065', 'LK-7121070', 'LK-7121075', 'LK-7121080', 'LK-7121085', 'LK-7121090', 'LK-7121095', 'LK-7121100', 'LK-7121105', 'LK-7121110', 'LK-7121115', 'LK-7121120', 'LK-7121125', 'LK-7121130', 'LK-7121135', 'LK-7121140', 'LK-7121145', 'LK-7121150', 'LK-7121155', 'LK-7121160', 'LK-7121165', 'LK-7121170', 'LK-7121175', 'LK-7121180', 'LK-7121185', 'LK-7121190', 'LK-7121195', 'LK-7121200']	['EC-17B']	['LK-7121', 'MOH-71210']	[]	[8.42284932396511, 80.71148446154673]	117
LG-71240	Horowpothana PS	LK	LK-7	LK-71	LG-71240	PS	36990	851.44	['LK-7124005', 'LK-7124010', 'LK-7124015', 'LK-7124020', 'LK-7124025', 'LK-7124030', 'LK-7124035', 'LK-7124040', 'LK-7124045', 'LK-7124050', 'LK-7124055', 'LK-7124060', 'LK-7124065', 'LK-7124070', 'LK-7124075', 'LK-7124080', 'LK-7124085', 'LK-7124090', 'LK-7124095', 'LK-7124100', 'LK-7124105', 'LK-7124110', 'LK-7124115', 'LK-7124120', 'LK-7124125', 'LK-7124130', 'LK-7124135', 'LK-7124140', 'LK-7124145', 'LK-7124150', 'LK-7124155', 'LK-7124160', 'LK-7124165', 'LK-7124170', 'LK-7124175', 'LK-7124180', 'LK-7124185', 'LK-7124190']	['EC-17B']	['LK-7124', 'MOH-71240']	[]	[8.512145477428115, 80.8506942034986]	65
LG-71270	Galenbindunuwewa PS	LK	LK-7	LK-71	LG-71270	PS	46992	290.1	['LK-7127005', 'LK-7127010', 'LK-7127015', 'LK-7127020', 'LK-7127025', 'LK-7127030', 'LK-7127035', 'LK-7127040', 'LK-7127045', 'LK-7127050', 'LK-7127055', 'LK-7127060', 'LK-7127065', 'LK-7127070', 'LK-7127075', 'LK-7127080', 'LK-7127085', 'LK-7127090', 'LK-7127095', 'LK-7127100', 'LK-7127105', 'LK-7127110', 'LK-7127115', 'LK-7127120', 'LK-7127125', 'LK-7127130', 'LK-7127135', 'LK-7127140', 'LK-7127145', 'LK-7127150', 'LK-7127155', 'LK-7127160', 'LK-7127165', 'LK-7127170', 'LK-7127175', 'LK-7127180', 'LK-7127185', 'LK-7127190', 'LK-7127195', 'LK-7127200', 'LK-7127205']	['EC-17B']	['LK-7127', 'MOH-71270']	[]	[8.266294601503091, 80.70692546318028]	123
LG-71302	Mihinthale PS	LK	LK-7	LK-71	LG-71302	PS	33167	234.07	['LK-7130005', 'LK-7130010', 'LK-7130015', 'LK-7130020', 'LK-7130025', 'LK-7130030', 'LK-7130035', 'LK-7130045', 'LK-7130050', 'LK-7130055', 'LK-7130060', 'LK-7130065', 'LK-7130070', 'LK-7130075', 'LK-7130080', 'LK-7130085', 'LK-7130090', 'LK-7130095', 'LK-7130100', 'LK-7130105', 'LK-7130110', 'LK-7130115', 'LK-7130120', 'LK-7130125']	['LK-7130', 'MOH-71300']	[]	[]	[8.349871889064227, 80.54401876481003]	98
LG-71332	N. Palatha East PS	LK	LK-7	LK-71	LG-71332	PS	56445	157.08	['LK-7133015', 'LK-7133020', 'LK-7133025', 'LK-7133030', 'LK-7133035', 'LK-7133040', 'LK-7133050', 'LK-7133070', 'LK-7133075', 'LK-7133090', 'LK-7133105', 'LK-7133110', 'LK-7133115', 'LK-7133135', 'LK-7133140', 'LK-7133145', 'LK-7136005', 'LK-7136010', 'LK-7136015', 'LK-7136020', 'LK-7136025', 'LK-7136030', 'LK-7136035', 'LK-7136040', 'LK-7136045', 'LK-7136050', 'LK-7136055', 'LK-7136060', 'LK-7136080', 'LK-7136085', 'LK-7136090', 'LK-7136095']	['MOH-71331']	[]	['LK-7133', 'LK-7136']	[8.27773432611141, 80.42687766493728]	97
LG-71362	Thirappane PS	LK	LK-7	LK-71	LG-71362	PS	31197	311.88	['LK-7136065', 'LK-7136070', 'LK-7136075', 'LK-7151']	['EC-17F']	['MOH-71362']	['LK-7136']	[8.207886258541933, 80.54914289708957]	125
LG-71390	Nochchiyagama PS	LK	LK-7	LK-71	LG-71390	PS	49886	849.15	['LK-7139005', 'LK-7139010', 'LK-7139015', 'LK-7139020', 'LK-7139025', 'LK-7139030', 'LK-7139035', 'LK-7139040', 'LK-7139045', 'LK-7139050', 'LK-7139055', 'LK-7139060', 'LK-7139065', 'LK-7139070', 'LK-7139075', 'LK-7139080', 'LK-7139085', 'LK-7139090', 'LK-7139095', 'LK-7139100', 'LK-7139105', 'LK-7139110', 'LK-7139115', 'LK-7139120', 'LK-7139125', 'LK-7139130', 'LK-7139135', 'LK-7139140', 'LK-7139145', 'LK-7139150', 'LK-7139155', 'LK-7139160', 'LK-7139165', 'LK-7139170', 'LK-7139175', 'LK-7139180']	['EC-17D']	['LK-7139', 'MOH-71390']	[]	[8.3320220770762, 80.12484808962674]	100
LG-71420	Rajanganaya PS	LK	LK-7	LK-71	LG-71420	PS	32395	97.62	['LK-7142005', 'LK-7142010', 'LK-7142015', 'LK-7142020', 'LK-7142025', 'LK-7142030', 'LK-7142035', 'LK-7142040', 'LK-7142045', 'LK-7142050', 'LK-7142055', 'LK-7142060', 'LK-7142065', 'LK-7142070', 'LK-7142075', 'LK-7142080', 'LK-7142085', 'LK-7142090', 'LK-7142095', 'LK-7142105']	['LK-7142']	['MOH-71420']	[]	[8.18409899073596, 80.18126690729555]	54
LG-71452	Thalawa PS	LK	LK-7	LK-71	LG-71452	PS	92260	311.76	['LK-7145005', 'LK-7145010', 'LK-7145015', 'LK-7145020', 'LK-7145025', 'LK-7145030', 'LK-7145035', 'LK-7145040', 'LK-7145045', 'LK-7145050', 'LK-7145055', 'LK-7145060', 'LK-7145065', 'LK-7145070', 'LK-7145075', 'LK-7145080', 'LK-7145085', 'LK-7145090', 'LK-7145095', 'LK-7145100', 'LK-7148', 'MOH-71480']	['EC-17E']	[]	['LK-7145', 'MOH-71450']	[8.180046960564587, 80.35764681652512]	109
LG-71541	Kekirawa PS	LK	LK-7	LK-71	LG-71541	PS	74823	543.03	['LK-7154', 'LK-7157']	['EC-17G']	['MOH-71541']	[]	[8.067238545131124, 80.65929390540228]	150
LG-71600	Ipalogama PS	LK	LK-7	LK-71	LG-71600	PS	38862	143.37	['LK-7160005', 'LK-7160010', 'LK-7160015', 'LK-7160020', 'LK-7160025', 'LK-7160030', 'LK-7160035', 'LK-7160040', 'LK-7160045', 'LK-7160050', 'LK-7160055', 'LK-7160060', 'LK-7160065', 'LK-7160070', 'LK-7160075', 'LK-7160080', 'LK-7160085', 'LK-7160090', 'LK-7160095', 'LK-7160100', 'LK-7160105', 'LK-7160110', 'LK-7160115', 'LK-7160120', 'LK-7160125', 'LK-7160130', 'LK-7160135', 'LK-7160140', 'LK-7160145', 'LK-7160150', 'LK-7160155', 'LK-7160160']	['EC-17F']	['LK-7160', 'MOH-71600']	[]	[8.085818686713546, 80.50788114480842]	121
LG-71660	Palagala PS	LK	LK-7	LK-71	LG-71660	PS	34002	228.4	['LK-7166005', 'LK-7166010', 'LK-7166015', 'LK-7166020', 'LK-7166025', 'LK-7166030', 'LK-7166035', 'LK-7166040', 'LK-7166045', 'LK-7166050', 'LK-7166055', 'LK-7166060', 'LK-7166065', 'LK-7166070', 'LK-7166075', 'LK-7166080', 'LK-7166085', 'LK-7166090', 'LK-7166095', 'LK-7166100', 'LK-7166105', 'LK-7166110', 'LK-7166115', 'LK-7166120', 'LK-7166125', 'LK-7166130', 'LK-7166135', 'LK-7166140', 'LK-7166145', 'LK-7166150', 'LK-7166155', 'LK-7166160', 'LK-7166165', 'LK-7166170', 'LK-7166175']	['EC-17G']	['LK-7166', 'MOH-71660']	[]	[7.906136740157546, 80.53764725463462]	145
LG-72030	Hingurakgoda PS	LK	LK-7	LK-72	LG-72030	PS	64289	749.31	['LK-7203005', 'LK-7203010', 'LK-7203015', 'LK-7203020', 'LK-7203025', 'LK-7203030', 'LK-7203035', 'LK-7203040', 'LK-7203045', 'LK-7203050', 'LK-7203055', 'LK-7203060', 'LK-7203065', 'LK-7203070', 'LK-7203075', 'LK-7203080', 'LK-7203085', 'LK-7203090', 'LK-7203095', 'LK-7203100', 'LK-7203105', 'LK-7203110', 'LK-7203115', 'LK-7203120', 'LK-7203125', 'LK-7203130', 'LK-7203135', 'LK-7203140', 'LK-7203145', 'LK-7203150', 'LK-7203155', 'LK-7203160', 'LK-7203165', 'LK-7203170', 'LK-7203175', 'LK-7203180', 'LK-7203185', 'LK-7203190', 'LK-7203195', 'LK-7203200', 'LK-7203205', 'LK-7203210', 'LK-7203215', 'LK-7203220', 'LK-7203225', 'LK-7203230', 'LK-7203235', 'LK-7203240', 'LK-7203245', 'LK-7203250', 'LK-7203255', 'LK-7203260', 'LK-7203265']	['EC-18A']	['LK-7203', 'MOH-72030']	[]	[8.105334226509825, 80.87178850640153]	103
LG-72060	Medirigiriya PS	LK	LK-7	LK-72	LG-72060	PS	65575	574.12	['LK-7206005', 'LK-7206010', 'LK-7206015', 'LK-7206020', 'LK-7206025', 'LK-7206030', 'LK-7206035', 'LK-7206040', 'LK-7206045', 'LK-7206050', 'LK-7206055', 'LK-7206060', 'LK-7206065', 'LK-7206070', 'LK-7206075', 'LK-7206080', 'LK-7206085', 'LK-7206090', 'LK-7206095', 'LK-7206100', 'LK-7206105', 'LK-7206110', 'LK-7206115', 'LK-7206120', 'LK-7206125', 'LK-7206130', 'LK-7206135', 'LK-7206140', 'LK-7206145', 'LK-7206150', 'LK-7206155', 'LK-7206160', 'LK-7206165', 'LK-7206170', 'LK-7206175', 'LK-7206180', 'LK-7206185', 'LK-7206190', 'LK-7206195', 'LK-7206200', 'LK-7206205', 'LK-7206210', 'LK-7206215', 'LK-7206220', 'LK-7206225']	['EC-18B']	['LK-7206', 'MOH-72060']	[]	[8.184514839043556, 81.04022069048504]	36
LG-72090	Lankapura PS	LK	LK-7	LK-72	LG-72090	PS	36452	202.1	['LK-7209005', 'LK-7209010', 'LK-7209015', 'LK-7209020', 'LK-7209025', 'LK-7209030', 'LK-7209035', 'LK-7209040', 'LK-7209045', 'LK-7209050', 'LK-7209055', 'LK-7209060', 'LK-7209065', 'LK-7209070', 'LK-7209075', 'LK-7209080', 'LK-7209085', 'LK-7209090', 'LK-7209095', 'LK-7209100', 'LK-7209105', 'LK-7209110', 'LK-7209115', 'LK-7209120', 'LK-7209125', 'LK-7209130', 'LK-7209135', 'LK-7209140']	['EC-18B']	['LK-7209', 'MOH-72090']	[]	[8.05645621806566, 81.095293663334]	29
LG-72100	Welikanda PS	LK	LK-7	LK-72	LG-72100	PS	33770	583.83	['LK-7210005', 'LK-7210010', 'LK-7210015', 'LK-7210020', 'LK-7210025', 'LK-7210030', 'LK-7210035', 'LK-7210040', 'LK-7210045', 'LK-7210050', 'LK-7210055', 'LK-7210060', 'LK-7210065', 'LK-7210070', 'LK-7210075', 'LK-7210080', 'LK-7210085', 'LK-7210090', 'LK-7210095', 'LK-7210100', 'LK-7210105', 'LK-7210110', 'LK-7210115', 'LK-7210120', 'LK-7210125', 'LK-7210130', 'LK-7210135', 'LK-7210140', 'LK-7210145', 'LK-7210150']	['EC-18C']	['LK-7210', 'MOH-72100']	[]	[8.041143139083848, 81.2344187464394]	53
LG-72120	Dimbulagala PS	LK	LK-7	LK-72	LG-72120	PS	76917	544.92	['LK-7212005', 'LK-7212010', 'LK-7212015', 'LK-7212020', 'LK-7212025', 'LK-7212030', 'LK-7212035', 'LK-7212040', 'LK-7212045', 'LK-7212050', 'LK-7212055', 'LK-7212060', 'LK-7212065', 'LK-7212070', 'LK-7212075', 'LK-7212080', 'LK-7212085', 'LK-7212090', 'LK-7212095', 'LK-7212100', 'LK-7212105', 'LK-7212110', 'LK-7212115', 'LK-7212120', 'LK-7212125', 'LK-7212130', 'LK-7212135', 'LK-7212140', 'LK-7212145', 'LK-7212150', 'LK-7212155', 'LK-7212160', 'LK-7212165', 'LK-7212170', 'LK-7212175', 'LK-7212180', 'LK-7212185', 'LK-7212190', 'LK-7212195', 'LK-7212200', 'LK-7212205', 'LK-7212210', 'LK-7212220', 'LK-7212225', 'LK-7212230', 'LK-7212235', 'LK-7212240', 'LK-7212245', 'LK-7212260', 'LK-7212265', 'LK-7212270', 'LK-7212275', 'LK-7212280']	['LK-7212']	['MOH-72120']	[]	[7.79004867860402, 81.12340317894545]	60
LG-72150	Thamankaduwa PS	LK	LK-7	LK-72	LG-72150	PS	80644	447.48	['LK-7215005', 'LK-7215010', 'LK-7215015', 'LK-7215020', 'LK-7215025', 'LK-7215030', 'LK-7215035', 'LK-7215040', 'LK-7215045', 'LK-7215050', 'LK-7215055', 'LK-7215060', 'LK-7215065', 'LK-7215070', 'LK-7215075', 'LK-7215080', 'LK-7215085', 'LK-7215090', 'LK-7215095', 'LK-7215100', 'LK-7215105', 'LK-7215110', 'LK-7215115', 'LK-7215120', 'LK-7215125', 'LK-7215130', 'LK-7215135', 'LK-7215140', 'LK-7215145', 'LK-7215150', 'LK-7215155', 'LK-7215160', 'LK-7215165', 'LK-7215170', 'LK-7215175', 'LK-7215180', 'LK-7215185', 'LK-7215190', 'LK-7215195', 'LK-7215200', 'LK-7215205', 'LK-7215210', 'LK-7215215', 'LK-7215220', 'LK-7215225', 'LK-7215230', 'LK-7215235', 'LK-7215245', 'LK-7215250', 'LK-7215255', 'LK-7215260', 'LK-7215265', 'LK-7215270', 'LK-7215275']	['LK-7215']	['MOH-72150']	[]	[7.873482725269552, 80.9879199785082]	58
LG-72180	Elahera PS	LK	LK-7	LK-72	LG-72180	PS	43915	355.48	['LK-7218005', 'LK-7218010', 'LK-7218015', 'LK-7218020', 'LK-7218025', 'LK-7218030', 'LK-7218035', 'LK-7218040', 'LK-7218045', 'LK-7218050', 'LK-7218055', 'LK-7218060', 'LK-7218065', 'LK-7218070', 'LK-7218075', 'LK-7218080', 'LK-7218085', 'LK-7218090', 'LK-7218095', 'LK-7218100', 'LK-7218105', 'LK-7218110', 'LK-7218115', 'LK-7218120', 'LK-7218125', 'LK-7218130', 'LK-7218135', 'LK-7218140']	['EC-18A']	['LK-7218', 'MOH-72180']	[]	[7.809010465556676, 80.84180454118741]	115
LG-81030	Mahiyanganaya PS	LK	LK-8	LK-81	LG-81030	PS	75776	602.39	['MOH-81031', 'MOH-81032']	['EC-19A']	['LK-8103']	[]	[7.438603028847693, 81.0831829266604]	119
LG-81060	Rideemaliyadda PS	LK	LK-8	LK-81	LG-81060	PS	51618	441.2	['LK-8106005', 'LK-8106010', 'LK-8106015', 'LK-8106020', 'LK-8106025', 'LK-8106030', 'LK-8106035', 'LK-8106040', 'LK-8106045', 'LK-8106050', 'LK-8106055', 'LK-8106060', 'LK-8106065', 'LK-8106070', 'LK-8106075', 'LK-8106080', 'LK-8106085', 'LK-8106090', 'LK-8106095', 'LK-8106100', 'LK-8106105', 'LK-8106110', 'LK-8106115', 'LK-8106120', 'LK-8106125', 'LK-8106130', 'LK-8106135', 'LK-8106140', 'LK-8106145', 'LK-8106150', 'LK-8106155', 'LK-8106160', 'LK-8106165', 'LK-8106170', 'LK-8106175', 'LK-8106180', 'LK-8106185', 'LK-8106190', 'LK-8106195', 'LK-8106200', 'LK-8106205', 'LK-8106210']	['EC-19A']	['LK-8106', 'MOH-81060']	[]	[7.273937527921014, 81.12856523326347]	196
LG-81090	Meegahakivula PS	LK	LK-8	LK-81	LG-81090	PS	19719	109.44	['LK-8109005', 'LK-8109010', 'LK-8109015', 'LK-8109020', 'LK-8109025', 'LK-8109030', 'LK-8109035', 'LK-8109040', 'LK-8109045', 'LK-8109050', 'LK-8109055', 'LK-8109060', 'LK-8109065', 'LK-8109070', 'LK-8109075', 'LK-8109080', 'LK-8109085', 'LK-8109090', 'LK-8109095', 'LK-8109100']	['EC-19B']	['LK-8109', 'MOH-81090']	[]	[7.125627615644561, 81.08318423596157]	180
LG-81120	Kandaketiya PS	LK	LK-8	LK-81	LG-81120	PS	23075	153.64	['LK-8112005', 'LK-8112010', 'LK-8112015', 'LK-8112020', 'LK-8112025', 'LK-8112030', 'LK-8112035', 'LK-8112040', 'LK-8112045', 'LK-8112050', 'LK-8112055', 'LK-8112060', 'LK-8112065', 'LK-8112070', 'LK-8112075', 'LK-8112080', 'LK-8112085', 'LK-8112090', 'LK-8112095', 'LK-8112100', 'LK-8112105', 'LK-8112110', 'LK-8112115', 'LK-8112120', 'LK-8112125', 'LK-8112130']	['EC-19B']	['LK-8112', 'MOH-81120']	[]	[7.13076155006065, 80.9940243697245]	212
LG-81150	Soranathota PS	LK	LK-8	LK-81	LG-81150	PS	22571	81.42	['LK-8115005', 'LK-8115010', 'LK-8115015', 'LK-8115020', 'LK-8115025', 'LK-8115030', 'LK-8115035', 'LK-8115040', 'LK-8115045', 'LK-8115050', 'LK-8115055', 'LK-8115060', 'LK-8115065', 'LK-8115070', 'LK-8115075', 'LK-8115080', 'LK-8115085', 'LK-8115090', 'LK-8115095', 'LK-8115100', 'LK-8115105', 'LK-8115110', 'LK-8115115', 'LK-8115120', 'LK-8115125']	['EC-19B']	['LK-8115', 'MOH-81150']	[]	[7.04567283533963, 81.04952683018972]	794
LG-81180	Passara PS	LK	LK-8	LK-81	LG-81180	PS	48807	136.77	['LK-8118005', 'LK-8118010', 'LK-8118015', 'LK-8118020', 'LK-8118025', 'LK-8118030', 'LK-8118035', 'LK-8118040', 'LK-8118045', 'LK-8118050', 'LK-8118055', 'LK-8118060', 'LK-8118065', 'LK-8118070', 'LK-8118075', 'LK-8118080', 'LK-8118085', 'LK-8118090', 'LK-8118095', 'LK-8118100', 'LK-8118105', 'LK-8118110', 'LK-8118115', 'LK-8118120', 'LK-8118125', 'LK-8118130', 'LK-8118135', 'LK-8118140', 'LK-8118145', 'LK-8118150', 'LK-8118155', 'LK-8118160', 'LK-8118165', 'LK-8118170', 'LK-8118175', 'LK-8118180', 'LK-8118185', 'LK-8118190', 'LK-8118195', 'LK-8118200', 'LK-8118205']	['EC-19C']	['LK-8118', 'MOH-81180']	[]	[6.964884489533887, 81.14793270632259]	874
LG-81190	Lunugala PS	LK	LK-8	LK-81	LG-81190	PS	31381	142.72	['LK-8119005', 'LK-8119010', 'LK-8119015', 'LK-8119020', 'LK-8119025', 'LK-8119030', 'LK-8119035', 'LK-8119040', 'LK-8119045', 'LK-8119050', 'LK-8119055', 'LK-8119060', 'LK-8119065', 'LK-8119070', 'LK-8119075', 'LK-8119080', 'LK-8119085', 'LK-8119090', 'LK-8119095', 'LK-8119100', 'LK-8119105', 'LK-8119110', 'LK-8119115', 'LK-8119120', 'LK-8119125', 'LK-8119130', 'LK-8119135', 'LK-8119140']	['EC-19C']	['LK-8119', 'MOH-81190']	[]	[7.038379733422844, 81.188023013506]	912
LG-81211	Badulla MC	LK	LK-8	LK-81	LG-81211	MC	42237	10.72	['LK-8121005', 'LK-8121010', 'LK-8121015', 'LK-8121020', 'LK-8121065', 'LK-8121070', 'LK-8121075', 'LK-8121080', 'LK-8121085', 'LK-8121090', 'LK-8121095', 'LK-8121140', 'LK-8121145']	['EC-19D', 'LK-8121', 'MOH-81210']	[]	[]	[6.989541474059016, 81.05766744462224]	678
LG-81212	Badulla PS	LK	LK-8	LK-81	LG-81212	PS	32805	38.93	['LK-8121025', 'LK-8121030', 'LK-8121035', 'LK-8121040', 'LK-8121045', 'LK-8121050', 'LK-8121055', 'LK-8121060', 'LK-8121100', 'LK-8121105', 'LK-8121110', 'LK-8121115', 'LK-8121120', 'LK-8121125', 'LK-8121130', 'LK-8121135']	['EC-19D', 'LK-8121', 'MOH-81210']	[]	[]	[6.985388258347345, 81.09742095386864]	845
LG-81240	Hali-Ela PS	LK	LK-8	LK-81	LG-81240	PS	88887	171.04	['LK-8124005', 'LK-8124010', 'LK-8124015', 'LK-8124020', 'LK-8124025', 'LK-8124030', 'LK-8124035', 'LK-8124040', 'LK-8124045', 'LK-8124050', 'LK-8124055', 'LK-8124060', 'LK-8124065', 'LK-8124070', 'LK-8124080', 'LK-8124085', 'LK-8124090', 'LK-8124095', 'LK-8124100', 'LK-8124105', 'LK-8124110', 'LK-8124115', 'LK-8124120', 'LK-8124125', 'LK-8124130', 'LK-8124135', 'LK-8124140', 'LK-8124145', 'LK-8124150', 'LK-8124155', 'LK-8124160', 'LK-8124165', 'LK-8124170', 'LK-8124175', 'LK-8124180', 'LK-8124185', 'LK-8124190', 'LK-8124195', 'LK-8124200', 'LK-8124205', 'LK-8124210', 'LK-8124215', 'LK-8124220', 'LK-8124225', 'LK-8124230', 'LK-8124235', 'LK-8124240', 'LK-8124245', 'LK-8124250', 'LK-8124255', 'LK-8124260', 'LK-8124265', 'LK-8124270', 'LK-8124275', 'LK-8124280', 'LK-8124285']	['EC-19E', 'LK-8124']	['MOH-81240']	[]	[6.944895443706223, 81.02005969698892]	1022
LG-81270	Uva Paranagama PS	LK	LK-8	LK-81	LG-81270	PS	77998	138.35	['LK-8127005', 'LK-8127010', 'LK-8127015', 'LK-8127020', 'LK-8127025', 'LK-8127030', 'LK-8127035', 'LK-8127040', 'LK-8127045', 'LK-8127050', 'LK-8127055', 'LK-8127060', 'LK-8127065', 'LK-8127070', 'LK-8127075', 'LK-8127080', 'LK-8127085', 'LK-8127090', 'LK-8127095', 'LK-8127100', 'LK-8127105', 'LK-8127110', 'LK-8127115', 'LK-8127120', 'LK-8127125', 'LK-8127130', 'LK-8127135', 'LK-8127140', 'LK-8127145', 'LK-8127150', 'LK-8127155', 'LK-8127160', 'LK-8127165', 'LK-8127170', 'LK-8127175', 'LK-8127180', 'LK-8127185', 'LK-8127190', 'LK-8127195', 'LK-8127200', 'LK-8127205', 'LK-8127210', 'LK-8127215', 'LK-8127220', 'LK-8127225', 'LK-8127230', 'LK-8127235', 'LK-8127240', 'LK-8127245', 'LK-8127250', 'LK-8127255', 'LK-8127260', 'LK-8127265', 'LK-8127270', 'LK-8127275', 'LK-8127280', 'LK-8127285', 'LK-8127290', 'LK-8127295', 'LK-8127300', 'LK-8127305', 'LK-8127310', 'LK-8127315', 'LK-8127320', 'LK-8127325', 'LK-8127330', 'LK-8127335', 'LK-8127340']	['EC-19', 'LK-81']	['EC-19F', 'LK-8127', 'MOH-81270']	[]	[6.966668500403605, 80.91746418324301]	1079
LG-81300	Welimada PS	LK	LK-8	LK-81	LG-81300	PS	100808	195.25	['LK-8130005', 'LK-8130010', 'LK-8130015', 'LK-8130020', 'LK-8130025', 'LK-8130030', 'LK-8130035', 'LK-8130040', 'LK-8130045', 'LK-8130050', 'LK-8130055', 'LK-8130060', 'LK-8130065', 'LK-8130070', 'LK-8130075', 'LK-8130080', 'LK-8130085', 'LK-8130090', 'LK-8130095', 'LK-8130100', 'LK-8130105', 'LK-8130110', 'LK-8130115', 'LK-8130120', 'LK-8130125', 'LK-8130130', 'LK-8130135', 'LK-8130140', 'LK-8130145', 'LK-8130150', 'LK-8130155', 'LK-8130160', 'LK-8130165', 'LK-8130170', 'LK-8130175', 'LK-8130180', 'LK-8130185', 'LK-8130190', 'LK-8130195', 'LK-8130200', 'LK-8130205', 'LK-8130210', 'LK-8130215', 'LK-8130220', 'LK-8130225', 'LK-8130230', 'LK-8130235', 'LK-8130240', 'LK-8130245', 'LK-8130250', 'LK-8130255', 'LK-8130260', 'LK-8130265', 'LK-8130270', 'LK-8130275', 'LK-8130280', 'LK-8130285', 'LK-8130290', 'LK-8130295', 'LK-8130300', 'LK-8130305', 'LK-8130310', 'LK-8130315', 'LK-8130320']	['EC-19', 'LK-81']	['EC-19G', 'LK-8130', 'MOH-81300']	[]	[6.859878170605155, 80.8810058554065]	1271
LG-81331	Bandarawela MC	LK	LK-8	LK-81	LG-81331	MC	27004	18.71	['LK-8133030', 'LK-8133035', 'LK-8133040', 'LK-8133050', 'LK-8133055', 'LK-8133060', 'LK-8133065', 'LK-8133070', 'LK-8133110', 'LK-8133135', 'LK-8136115']	['EC-19H']	[]	['LK-8133', 'LK-8136', 'MOH-81330', 'MOH-81360']	[6.841760573151318, 80.98261701271461]	1178
