id	name	country_id	province_id	district_id	moh_id	population	area	subs	supers	eqs	ints	centroid	centroid_altitude
MOH-62390	Mahawewa	LK	LK-6	LK-62	MOH-62390	51078	76.0	['LK-6239005', 'LK-6239010', 'LK-6239015', 'LK-6239020', 'LK-6239025', 'LK-6239030', 'LK-6239035', 'LK-6239040', 'LK-6239045', 'LK-6239050', 'LK-6239055', 'LK-6239060', 'LK-6239065', 'LK-6239070', 'LK-6239075', 'LK-6239080', 'LK-6239085', 'LK-6239090', 'LK-6239095', 'LK-6239100', 'LK-6239105', 'LK-6239110', 'LK-6239115', 'LK-6239120', 'LK-6239125', 'LK-6239130', 'LK-6239135', 'LK-6239140', 'LK-6239145', 'LK-6239150', 'LK-6239155', 'LK-6239160', 'LK-6239165', 'LK-6239170', 'LK-6239175', 'LK-6239180', 'LK-6239185', 'LK-6239190', 'LK-6239195', 'LK-6239200', 'LK-6239205', 'LK-6239210', 'LK-6239215', 'LK-6239220', 'LK-6239225', 'LK-6239230', 'LK-6239235']	['EC-16D', 'LG-62391']	['LK-6239']	[]	[7.454771339686405, 79.85102386216327]	17
MOH-62420	Nattandiya	LK	LK-6	LK-62	MOH-62420	62145	75.88	['LK-6242005', 'LK-6242010', 'LK-6242015', 'LK-6242020', 'LK-6242025', 'LK-6242030', 'LK-6242035', 'LK-6242040', 'LK-6242045', 'LK-6242050', 'LK-6242055', 'LK-6242060', 'LK-6242065', 'LK-6242070', 'LK-6242075', 'LK-6242080', 'LK-6242085', 'LK-6242090', 'LK-6242095', 'LK-6242100', 'LK-6242105', 'LK-6242110', 'LK-6242115', 'LK-6242120', 'LK-6242125', 'LK-6242130', 'LK-6242135', 'LK-6242140', 'LK-6242145', 'LK-6242150', 'LK-6242155', 'LK-6242160', 'LK-6242165', 'LK-6242170', 'LK-6242175', 'LK-6242180', 'LK-6242185', 'LK-6242190', 'LK-6242195', 'LK-6242200', 'LK-6242205', 'LK-6242210', 'LK-6242215', 'LK-6242220', 'LK-6242225', 'LK-6242230', 'LK-6242235']	['EC-16D', 'LG-62391']	['LK-6242']	[]	[7.395931142114193, 79.8739164700163]	6
MOH-62450	Wennappuwa	LK	LK-6	LK-62	MOH-62450	68111	41.61	['LK-6245005', 'LK-6245010', 'LK-6245015', 'LK-6245020', 'LK-6245025', 'LK-6245030', 'LK-6245035', 'LK-6245040', 'LK-6245045', 'LK-6245050', 'LK-6245055', 'LK-6245060', 'LK-6245065', 'LK-6245070', 'LK-6245075', 'LK-6245080', 'LK-6245085', 'LK-6245090', 'LK-6245095', 'LK-6245100', 'LK-6245105', 'LK-6245110', 'LK-6245115', 'LK-6245120', 'LK-6245125', 'LK-6245130', 'LK-6245135', 'LK-6245140', 'LK-6245145', 'LK-6245150', 'LK-6245155', 'LK-6245160', 'LK-6245165', 'LK-6245170', 'LK-6245175', 'LK-6245180', 'LK-6245185', 'LK-6245190', 'LK-6245195', 'LK-6245200', 'LK-6245205', 'LK-6245210', 'LK-6245215', 'LK-6245220', 'LK-6245225', 'LK-6245230', 'LK-6245235', 'LK-6245240', 'LK-6245245', 'LK-6245250', 'LK-6245255', 'LK-6245260']	['EC-16E', 'LG-62451']	['LK-6245']	[]	[7.324286935055492, 79.8545756687826]	9
MOH-62480	Dankotuwa	LK	LK-6	LK-62	MOH-62480	62399	76.88	['LK-6248005', 'LK-6248010', 'LK-6248015', 'LK-6248020', 'LK-6248025', 'LK-6248030', 'LK-6248035', 'LK-6248040', 'LK-6248045', 'LK-6248050', 'LK-6248055', 'LK-6248060', 'LK-6248065', 'LK-6248070', 'LK-6248075', 'LK-6248080', 'LK-6248085', 'LK-6248090', 'LK-6248095', 'LK-6248100', 'LK-6248105', 'LK-6248110', 'LK-6248115', 'LK-6248120', 'LK-6248125', 'LK-6248130', 'LK-6248135', 'LK-6248140', 'LK-6248145', 'LK-6248150', 'LK-6248155', 'LK-6248160', 'LK-6248165', 'LK-6248170', 'LK-6248175', 'LK-6248180', 'LK-6248185', 'LK-6248190', 'LK-6248195', 'LK-6248200', 'LK-6248205', 'LK-6248210', 'LK-6248215', 'LK-6248220', 'LK-6248225', 'LK-6248230', 'LK-6248235']	['EC-16E', 'LG-62451']	['LK-6248']	[]	[7.320971851114337, 79.90613862154756]	26
MOH-71030	Padaviya	LK	LK-7	LK-71	MOH-71030	19712	226.94	['LK-7103010', 'LK-7103015', 'LK-7103020', 'LK-7103025', 'LK-7103035', 'LK-7103040', 'LK-7103045', 'LK-7103050', 'LK-7103055', 'LK-7103060', 'LK-7103065', 'LK-7103070', 'LK-7103075']	['LK-7103']	['LG-71030']	[]	[8.851991801421736, 80.78456638336033]	58
MOH-71060	Kebithigollewa	LK	LK-7	LK-71	MOH-71060	22325	615.99	['LK-7106005', 'LK-7106010', 'LK-7106015', 'LK-7106020', 'LK-7106025', 'LK-7106030', 'LK-7106035', 'LK-7106040', 'LK-7106045', 'LK-7106050', 'LK-7106055', 'LK-7106060', 'LK-7106065', 'LK-7106070', 'LK-7106075', 'LK-7106080', 'LK-7106085', 'LK-7106090', 'LK-7106095', 'LK-7106100', 'LK-7106105', 'LK-7106110', 'LK-7106115', 'LK-7106120', 'LK-7106125', 'LK-7106130']	['EC-17A']	['LG-71060', 'LK-7106']	[]	[8.717628585602384, 80.70924317070138]	96
MOH-71090	Medawachchiya	LK	LK-7	LK-71	MOH-71090	46906	495.34	['LK-7109005', 'LK-7109010', 'LK-7109015', 'LK-7109020', 'LK-7109025', 'LK-7109030', 'LK-7109035', 'LK-7109040', 'LK-7109045', 'LK-7109050', 'LK-7109055', 'LK-7109060', 'LK-7109065', 'LK-7109070', 'LK-7109075', 'LK-7109080', 'LK-7109085', 'LK-7109090', 'LK-7109095', 'LK-7109100', 'LK-7109105', 'LK-7109110', 'LK-7109115', 'LK-7109120', 'LK-7109125', 'LK-7109130', 'LK-7109135', 'LK-7109140', 'LK-7109145', 'LK-7109150', 'LK-7109155', 'LK-7109160', 'LK-7109165', 'LK-7109170', 'LK-7109175', 'LK-7109180', 'LK-7109185']	['EC-17A']	['LG-71090', 'LK-7109']	[]	[8.588629020968266, 80.49690198187393]	103
MOH-71121	Nuwaragam Palatha Central	LK	LK-7	LK-71	MOH-71121	83690	1020.94	['LG-71121', 'LK-7115']	['EC-17', 'LK-71']	[]	['EC-17C', 'EC-17D', 'LG-71151']	[8.49126908390802, 80.24711514257567]	77
MOH-71180	Rambewa	LK	LK-7	LK-71	MOH-71180	36782	305.59	['LK-7118005', 'LK-7118010', 'LK-7118015', 'LK-7118020', 'LK-7118025', 'LK-7118030', 'LK-7118035', 'LK-7118040', 'LK-7118045', 'LK-7118050', 'LK-7118055', 'LK-7118060', 'LK-7118065', 'LK-7118070', 'LK-7118075', 'LK-7118080', 'LK-7118085', 'LK-7118090', 'LK-7118095', 'LK-7118100', 'LK-7118105', 'LK-7118110', 'LK-7118115', 'LK-7118120', 'LK-7118125', 'LK-7118130', 'LK-7118135', 'LK-7118140', 'LK-7118145', 'LK-7118150', 'LK-7118155', 'LK-7118160', 'LK-7118165', 'LK-7118170', 'LK-7118175', 'LK-7118180', 'LK-7118185', 'LK-7118190']	['EC-17C']	['LG-71180', 'LK-7118']	[]	[8.475728450176206, 80.55073342700422]	98
MOH-71210	Kahatagasdigiliya	LK	LK-7	LK-71	MOH-71210	40339	369.05	['LK-7121005', 'LK-7121010', 'LK-7121015', 'LK-7121020', 'LK-7121025', 'LK-7121030', 'LK-7121035', 'LK-7121040', 'LK-7121045', 'LK-7121050', 'LK-7121055', 'LK-7121060', 'LK-7121065', 'LK-7121070', 'LK-7121075', 'LK-7121080', 'LK-7121085', 'LK-7121090', 'LK-7121095', 'LK-7121100', 'LK-7121105', 'LK-7121110', 'LK-7121115', 'LK-7121120', 'LK-7121125', 'LK-7121130', 'LK-7121135', 'LK-7121140', 'LK-7121145', 'LK-7121150', 'LK-7121155', 'LK-7121160', 'LK-7121165', 'LK-7121170', 'LK-7121175', 'LK-7121180', 'LK-7121185', 'LK-7121190', 'LK-7121195', 'LK-7121200']	['EC-17B']	['LG-71210', 'LK-7121']	[]	[8.42284932396511, 80.71148446154673]	117
MOH-71240	Horowpothana	LK	LK-7	LK-71	MOH-71240	36990	851.44	['LK-7124005', 'LK-7124010', 'LK-7124015', 'LK-7124020', 'LK-7124025', 'LK-7124030', 'LK-7124035', 'LK-7124040', 'LK-7124045', 'LK-7124050', 'LK-7124055', 'LK-7124060', 'LK-7124065', 'LK-7124070', 'LK-7124075', 'LK-7124080', 'LK-7124085', 'LK-7124090', 'LK-7124095', 'LK-7124100', 'LK-7124105', 'LK-7124110', 'LK-7124115', 'LK-7124120', 'LK-7124125', 'LK-7124130', 'LK-7124135', 'LK-7124140', 'LK-7124145', 'LK-7124150', 'LK-7124155', 'LK-7124160', 'LK-7124165', 'LK-7124170', 'LK-7124175', 'LK-7124180', 'LK-7124185', 'LK-7124190']	['EC-17B']	['LG-71240', 'LK-7124']	[]	[8.512145477428115, 80.8506942034986]	65
MOH-71270	Galenbidunuwawe	LK	LK-7	LK-71	MOH-71270	46992	290.1	['LK-7127005', 'LK-7127010', 'LK-7127015', 'LK-7127020', 'LK-7127025', 'LK-7127030', 'LK-7127035', 'LK-7127040', 'LK-7127045', 'LK-7127050', 'LK-7127055', 'LK-7127060', 'LK-7127065', 'LK-7127070', 'LK-7127075', 'LK-7127080', 'LK-7127085', 'LK-7127090', 'LK-7127095', 'LK-7127100', 'LK-7127105', 'LK-7127110', 'LK-7127115', 'LK-7127120', 'LK-7127125', 'LK-7127130', 'LK-7127135', 'LK-7127140', 'LK-7127145', 'LK-7127150', 'LK-7127155', 'LK-7127160', 'LK-7127165', 'LK-7127170', 'LK-7127175', 'LK-7127180', 'LK-7127185', 'LK-7127190', 'LK-7127195', 'LK-7127200', 'LK-7127205']	['EC-17B']	['LG-71270', 'LK-7127']	[]	[8.266294601503091, 80.70692546318028]	123
MOH-71300	Mihintale	LK	LK-7	LK-71	MOH-71300	35293	236.5	['LG-71302', 'LK-7130040']	['EC-17F']	['LK-7130']	['LG-71151']	[8.349931586757776, 80.54298313133516]	98
MOH-71331	Nuwaragam Palatha East	LK	LK-7	LK-71	MOH-71331	90961	177.85	['LG-71332', 'LK-7133']	['EC-17F']	[]	['LG-71151', 'LK-7136']	[8.283134874859142, 80.42563783168984]	100
MOH-71362	Thirappane	LK	LK-7	LK-71	MOH-71362	31197	311.88	['LK-7136065', 'LK-7136070', 'LK-7136075', 'LK-7151']	['EC-17F']	['LG-71362']	['LK-7136']	[8.207886258541933, 80.54914289708957]	125
MOH-71390	Nochchiyagama	LK	LK-7	LK-71	MOH-71390	49886	849.15	['LK-7139005', 'LK-7139010', 'LK-7139015', 'LK-7139020', 'LK-7139025', 'LK-7139030', 'LK-7139035', 'LK-7139040', 'LK-7139045', 'LK-7139050', 'LK-7139055', 'LK-7139060', 'LK-7139065', 'LK-7139070', 'LK-7139075', 'LK-7139080', 'LK-7139085', 'LK-7139090', 'LK-7139095', 'LK-7139100', 'LK-7139105', 'LK-7139110', 'LK-7139115', 'LK-7139120', 'LK-7139125', 'LK-7139130', 'LK-7139135', 'LK-7139140', 'LK-7139145', 'LK-7139150', 'LK-7139155', 'LK-7139160', 'LK-7139165', 'LK-7139170', 'LK-7139175', 'LK-7139180']	['EC-17D']	['LG-71390', 'LK-7139']	[]	[8.3320220770762, 80.12484808962674]	100
MOH-71420	Rajanganaya	LK	LK-7	LK-71	MOH-71420	32395	97.62	['LK-7142005', 'LK-7142010', 'LK-7142015', 'LK-7142020', 'LK-7142025', 'LK-7142030', 'LK-7142035', 'LK-7142040', 'LK-7142045', 'LK-7142050', 'LK-7142055', 'LK-7142060', 'LK-7142065', 'LK-7142070', 'LK-7142075', 'LK-7142080', 'LK-7142085', 'LK-7142090', 'LK-7142095', 'LK-7142105']	['LK-7142']	['LG-71420']	[]	[8.18409899073596, 80.18126690729555]	54
MOH-71450	Thambuttegama	LK	LK-7	LK-71	MOH-71450	42437	112.23	['LK-7145005', 'LK-7145010', 'LK-7145015', 'LK-7145020', 'LK-7145025', 'LK-7145030', 'LK-7145035', 'LK-7145040', 'LK-7145045', 'LK-7145050', 'LK-7145055', 'LK-7145060', 'LK-7145065', 'LK-7145070', 'LK-7145075', 'LK-7145080', 'LK-7145085', 'LK-7145090', 'LK-7145095', 'LK-7145100', 'LK-7145105', 'LK-7145110', 'LK-7145115', 'LK-7145120', 'LK-7145125', 'LK-7145130']	['EC-17E']	['LK-7145']	['LG-61631', 'LG-71452']	[8.155555948087988, 80.31637028851438]	96
MOH-71480	Thalawa	LK	LK-7	LK-71	MOH-71480	57793	222.1	['LK-7148005', 'LK-7148010', 'LK-7148015', 'LK-7148020', 'LK-7148025', 'LK-7148030', 'LK-7148035', 'LK-7148040', 'LK-7148045', 'LK-7148050', 'LK-7148055', 'LK-7148060', 'LK-7148065', 'LK-7148070', 'LK-7148075', 'LK-7148080', 'LK-7148085', 'LK-7148090', 'LK-7148095', 'LK-7148100', 'LK-7148105', 'LK-7148110', 'LK-7148115', 'LK-7148120', 'LK-7148125', 'LK-7148130', 'LK-7148135', 'LK-7148140', 'LK-7148145', 'LK-7148150', 'LK-7148155', 'LK-7148160', 'LK-7148165', 'LK-7148170', 'LK-7148175', 'LK-7148180', 'LK-7148185', 'LK-7148190', 'LK-7148195']	['LG-71452']	['LK-7148']	[]	[8.184266909873509, 80.37732206497769]	118
MOH-71541	Kekirawa	LK	LK-7	LK-71	MOH-71541	74823	543.03	['LK-7154', 'LK-7157']	['EC-17G']	['LG-71541']	[]	[8.067238545131124, 80.65929390540228]	150
MOH-71600	Ipalogama	LK	LK-7	LK-71	MOH-71600	38862	143.37	['LK-7160005', 'LK-7160010', 'LK-7160015', 'LK-7160020', 'LK-7160025', 'LK-7160030', 'LK-7160035', 'LK-7160040', 'LK-7160045', 'LK-7160050', 'LK-7160055', 'LK-7160060', 'LK-7160065', 'LK-7160070', 'LK-7160075', 'LK-7160080', 'LK-7160085', 'LK-7160090', 'LK-7160095', 'LK-7160100', 'LK-7160105', 'LK-7160110', 'LK-7160115', 'LK-7160120', 'LK-7160125', 'LK-7160130', 'LK-7160135', 'LK-7160140', 'LK-7160145', 'LK-7160150', 'LK-7160155', 'LK-7160160']	['EC-17F']	['LG-71600', 'LK-7160']	[]	[8.085818686713546, 80.50788114480842]	121
MOH-71660	Palagala	LK	LK-7	LK-71	MOH-71660	34002	228.4	['LK-7166005', 'LK-7166010', 'LK-7166015', 'LK-7166020', 'LK-7166025', 'LK-7166030', 'LK-7166035', 'LK-7166040', 'LK-7166045', 'LK-7166050', 'LK-7166055', 'LK-7166060', 'LK-7166065', 'LK-7166070', 'LK-7166075', 'LK-7166080', 'LK-7166085', 'LK-7166090', 'LK-7166095', 'LK-7166100', 'LK-7166105', 'LK-7166110', 'LK-7166115', 'LK-7166120', 'LK-7166125', 'LK-7166130', 'LK-7166135', 'LK-7166140', 'LK-7166145', 'LK-7166150', 'LK-7166155', 'LK-7166160', 'LK-7166165', 'LK-7166170', 'LK-7166175']	['EC-17G']	['LG-71660', 'LK-7166']	[]	[7.906136740157546, 80.53764725463462]	145
MOH-72030	Hingurakgoda	LK	LK-7	LK-72	MOH-72030	64289	749.31	['LK-7203005', 'LK-7203010', 'LK-7203015', 'LK-7203020', 'LK-7203025', 'LK-7203030', 'LK-7203035', 'LK-7203040', 'LK-7203045', 'LK-7203050', 'LK-7203055', 'LK-7203060', 'LK-7203065', 'LK-7203070', 'LK-7203075', 'LK-7203080', 'LK-7203085', 'LK-7203090', 'LK-7203095', 'LK-7203100', 'LK-7203105', 'LK-7203110', 'LK-7203115', 'LK-7203120', 'LK-7203125', 'LK-7203130', 'LK-7203135', 'LK-7203140', 'LK-7203145', 'LK-7203150', 'LK-7203155', 'LK-7203160', 'LK-7203165', 'LK-7203170', 'LK-7203175', 'LK-7203180', 'LK-7203185', 'LK-7203190', 'LK-7203195', 'LK-7203200', 'LK-7203205', 'LK-7203210', 'LK-7203215', 'LK-7203220', 'LK-7203225', 'LK-7203230', 'LK-7203235', 'LK-7203240', 'LK-7203245', 'LK-7203250', 'LK-7203255', 'LK-7203260', 'LK-7203265']	['EC-18A']	['LG-72030', 'LK-7203']	[]	[8.105334226509825, 80.87178850640153]	103
MOH-72060	Medirigiriya	LK	LK-7	LK-72	MOH-72060	65575	574.12	['LK-7206005', 'LK-7206010', 'LK-7206015', 'LK-7206020', 'LK-7206025', 'LK-7206030', 'LK-7206035', 'LK-7206040', 'LK-7206045', 'LK-7206050', 'LK-7206055', 'LK-7206060', 'LK-7206065', 'LK-7206070', 'LK-7206075', 'LK-7206080', 'LK-7206085', 'LK-7206090', 'LK-7206095', 'LK-7206100', 'LK-7206105', 'LK-7206110', 'LK-7206115', 'LK-7206120', 'LK-7206125', 'LK-7206130', 'LK-7206135', 'LK-7206140', 'LK-7206145', 'LK-7206150', 'LK-7206155', 'LK-7206160', 'LK-7206165', 'LK-7206170', 'LK-7206175', 'LK-7206180', 'LK-7206185', 'LK-7206190', 'LK-7206195', 'LK-7206200', 'LK-7206205', 'LK-7206210', 'LK-7206215', 'LK-7206220', 'LK-7206225']	['EC-18B']	['LG-72060', 'LK-7206']	[]	[8.184514839043556, 81.04022069048504]	36
MOH-72090	Lankapura	LK	LK-7	LK-72	MOH-72090	36452	202.1	['LK-7209005', 'LK-7209010', 'LK-7209015', 'LK-7209020', 'LK-7209025', 'LK-7209030', 'LK-7209035', 'LK-7209040', 'LK-7209045', 'LK-7209050', 'LK-7209055', 'LK-7209060', 'LK-7209065', 'LK-7209070', 'LK-7209075', 'LK-7209080', 'LK-7209085', 'LK-7209090', 'LK-7209095', 'LK-7209100', 'LK-7209105', 'LK-7209110', 'LK-7209115', 'LK-7209120', 'LK-7209125', 'LK-7209130', 'LK-7209135', 'LK-7209140']	['EC-18B']	['LG-72090', 'LK-7209']	[]	[8.05645621806566, 81.095293663334]	29
MOH-72100	Welikanda	LK	LK-7	LK-72	MOH-72100	33770	583.83	['LK-7210005', 'LK-7210010', 'LK-7210015', 'LK-7210020', 'LK-7210025', 'LK-7210030', 'LK-7210035', 'LK-7210040', 'LK-7210045', 'LK-7210050', 'LK-7210055', 'LK-7210060', 'LK-7210065', 'LK-7210070', 'LK-7210075', 'LK-7210080', 'LK-7210085', 'LK-7210090', 'LK-7210095', 'LK-7210100', 'LK-7210105', 'LK-7210110', 'LK-7210115', 'LK-7210120', 'LK-7210125', 'LK-7210130', 'LK-7210135', 'LK-7210140', 'LK-7210145', 'LK-7210150']	['EC-18C']	['LG-72100', 'LK-7210']	[]	[8.041143139083848, 81.2344187464394]	53
MOH-72120	Dimbulagala	LK	LK-7	LK-72	MOH-72120	76917	544.92	['LK-7212005', 'LK-7212010', 'LK-7212015', 'LK-7212020', 'LK-7212025', 'LK-7212030', 'LK-7212035', 'LK-7212040', 'LK-7212045', 'LK-7212050', 'LK-7212055', 'LK-7212060', 'LK-7212065', 'LK-7212070', 'LK-7212075', 'LK-7212080', 'LK-7212085', 'LK-7212090', 'LK-7212095', 'LK-7212100', 'LK-7212105', 'LK-7212110', 'LK-7212115', 'LK-7212120', 'LK-7212125', 'LK-7212130', 'LK-7212135', 'LK-7212140', 'LK-7212145', 'LK-7212150', 'LK-7212155', 'LK-7212160', 'LK-7212165', 'LK-7212170', 'LK-7212175', 'LK-7212180', 'LK-7212185', 'LK-7212190', 'LK-7212195', 'LK-7212200', 'LK-7212205', 'LK-7212210', 'LK-7212220', 'LK-7212225', 'LK-7212230', 'LK-7212235', 'LK-7212240', 'LK-7212245', 'LK-7212260', 'LK-7212265', 'LK-7212270', 'LK-7212275', 'LK-7212280']	['LK-7212']	['LG-72120']	[]	[7.79004867860402, 81.12340317894545]	60
MOH-72150	Thamankaduwa	LK	LK-7	LK-72	MOH-72150	80644	447.48	['LK-7215005', 'LK-7215010', 'LK-7215015', 'LK-7215020', 'LK-7215025', 'LK-7215030', 'LK-7215035', 'LK-7215040', 'LK-7215045', 'LK-7215050', 'LK-7215055', 'LK-7215060', 'LK-7215065', 'LK-7215070', 'LK-7215075', 'LK-7215080', 'LK-7215085', 'LK-7215090', 'LK-7215095', 'LK-7215100', 'LK-7215105', 'LK-7215110', 'LK-7215115', 'LK-7215120', 'LK-7215125', 'LK-7215130', 'LK-7215135', 'LK-7215140', 'LK-7215145', 'LK-7215150', 'LK-7215155', 'LK-7215160', 'LK-7215165', 'LK-7215170', 'LK-7215175', 'LK-7215180', 'LK-7215185', 'LK-7215190', 'LK-7215195', 'LK-7215200', 'LK-7215205', 'LK-7215210', 'LK-7215215', 'LK-7215220', 'LK-7215225', 'LK-7215230', 'LK-7215235', 'LK-7215245', 'LK-7215250', 'LK-7215255', 'LK-7215260', 'LK-7215265', 'LK-7215270', 'LK-7215275']	['LK-7215']	['LG-72150']	[]	[7.873482725269552, 80.9879199785082]	58
MOH-72180	Elahera	LK	LK-7	LK-72	MOH-72180	43915	355.48	['LK-7218005', 'LK-7218010', 'LK-7218015', 'LK-7218020', 'LK-7218025', 'LK-7218030', 'LK-7218035', 'LK-7218040', 'LK-7218045', 'LK-7218050', 'LK-7218055', 'LK-7218060', 'LK-7218065', 'LK-7218070', 'LK-7218075', 'LK-7218080', 'LK-7218085', 'LK-7218090', 'LK-7218095', 'LK-7218100', 'LK-7218105', 'LK-7218110', 'LK-7218115', 'LK-7218120', 'LK-7218125', 'LK-7218130', 'LK-7218135', 'LK-7218140']	['EC-18A']	['LG-72180', 'LK-7218']	[]	[7.809010465556676, 80.84180454118741]	115
MOH-81031	Girandurukotte	LK	LK-8	LK-81	MOH-81031	36609	176.15	['LK-8103005', 'LK-8103010', 'LK-8103015', 'LK-8103020', 'LK-8103025', 'LK-8103030', 'LK-8103035', 'LK-8103040', 'LK-8103045', 'LK-8103050', 'LK-8103055', 'LK-8103060', 'LK-8103065', 'LK-8103070', 'LK-8103075', 'LK-8103085', 'LK-8103090']	['LG-81030', 'LK-8103']	[]	[]	[7.485504668040736, 81.01185756105842]	88
MOH-81032	Mahiyanganaya	LK	LK-8	LK-81	MOH-81032	39167	426.24	['LK-8103080', 'LK-8103095', 'LK-8103100', 'LK-8103105', 'LK-8103110', 'LK-8103115', 'LK-8103120', 'LK-8103125', 'LK-8103130', 'LK-8103135', 'LK-8103140', 'LK-8103145', 'LK-8103150', 'LK-8103155', 'LK-8103160', 'LK-8103165', 'LK-8103170', 'LK-8103175']	['LG-81030', 'LK-8103']	[]	[]	[7.419268334847137, 81.11261395641549]	137
MOH-81060	Rideemaliyadda	LK	LK-8	LK-81	MOH-81060	51618	441.2	['LK-8106005', 'LK-8106010', 'LK-8106015', 'LK-8106020', 'LK-8106025', 'LK-8106030', 'LK-8106035', 'LK-8106040', 'LK-8106045', 'LK-8106050', 'LK-8106055', 'LK-8106060', 'LK-8106065', 'LK-8106070', 'LK-8106075', 'LK-8106080', 'LK-8106085', 'LK-8106090', 'LK-8106095', 'LK-8106100', 'LK-8106105', 'LK-8106110', 'LK-8106115', 'LK-8106120', 'LK-8106125', 'LK-8106130', 'LK-8106135', 'LK-8106140', 'LK-8106145', 'LK-8106150', 'LK-8106155', 'LK-8106160', 'LK-8106165', 'LK-8106170', 'LK-8106175', 'LK-8106180', 'LK-8106185', 'LK-8106190', 'LK-8106195', 'LK-8106200', 'LK-8106205', 'LK-8106210']	['EC-19A']	['LG-81060', 'LK-8106']	[]	[7.273937527921014, 81.12856523326347]	196
MOH-81090	Meegahakivula	LK	LK-8	LK-81	MOH-81090	19719	109.44	['LK-8109005', 'LK-8109010', 'LK-8109015', 'LK-8109020', 'LK-8109025', 'LK-8109030', 'LK-8109035', 'LK-8109040', 'LK-8109045', 'LK-8109050', 'LK-8109055', 'LK-8109060', 'LK-8109065', 'LK-8109070', 'LK-8109075', 'LK-8109080', 'LK-8109085', 'LK-8109090', 'LK-8109095', 'LK-8109100']	['EC-19B']	['LG-81090', 'LK-8109']	[]	[7.125627615644561, 81.08318423596157]	180
MOH-81120	Kandaketiya	LK	LK-8	LK-81	MOH-81120	23075	153.64	['LK-8112005', 'LK-8112010', 'LK-8112015', 'LK-8112020', 'LK-8112025', 'LK-8112030', 'LK-8112035', 'LK-8112040', 'LK-8112045', 'LK-8112050', 'LK-8112055', 'LK-8112060', 'LK-8112065', 'LK-8112070', 'LK-8112075', 'LK-8112080', 'LK-8112085', 'LK-8112090', 'LK-8112095', 'LK-8112100', 'LK-8112105', 'LK-8112110', 'LK-8112115', 'LK-8112120', 'LK-8112125', 'LK-8112130']	['EC-19B']	['LG-81120', 'LK-8112']	[]	[7.13076155006065, 80.9940243697245]	212
MOH-81150	Soranathota	LK	LK-8	LK-81	MOH-81150	22571	81.42	['LK-8115005', 'LK-8115010', 'LK-8115015', 'LK-8115020', 'LK-8115025', 'LK-8115030', 'LK-8115035', 'LK-8115040', 'LK-8115045', 'LK-8115050', 'LK-8115055', 'LK-8115060', 'LK-8115065', 'LK-8115070', 'LK-8115075', 'LK-8115080', 'LK-8115085', 'LK-8115090', 'LK-8115095', 'LK-8115100', 'LK-8115105', 'LK-8115110', 'LK-8115115', 'LK-8115120', 'LK-8115125']	['EC-19B']	['LG-81150', 'LK-8115']	[]	[7.04567283533963, 81.04952683018972]	794
MOH-81180	Passara	LK	LK-8	LK-81	MOH-81180	48807	136.77	['LK-8118005', 'LK-8118010', 'LK-8118015', 'LK-8118020', 'LK-8118025', 'LK-8118030', 'LK-8118035', 'LK-8118040', 'LK-8118045', 'LK-8118050', 'LK-8118055', 'LK-8118060', 'LK-8118065', 'LK-8118070', 'LK-8118075', 'LK-8118080', 'LK-8118085', 'LK-8118090', 'LK-8118095', 'LK-8118100', 'LK-8118105', 'LK-8118110', 'LK-8118115', 'LK-8118120', 'LK-8118125', 'LK-8118130', 'LK-8118135', 'LK-8118140', 'LK-8118145', 'LK-8118150', 'LK-8118155', 'LK-8118160', 'LK-8118165', 'LK-8118170', 'LK-8118175', 'LK-8118180', 'LK-8118185', 'LK-8118190', 'LK-8118195', 'LK-8118200', 'LK-8118205']	['EC-19C']	['LG-81180', 'LK-8118']	[]	[6.964884489533887, 81.14793270632259]	874
MOH-81190	Lunugala	LK	LK-8	LK-81	MOH-81190	31381	142.72	['LK-8119005', 'LK-8119010', 'LK-8119015', 'LK-8119020', 'LK-8119025', 'LK-8119030', 'LK-8119035', 'LK-8119040', 'LK-8119045', 'LK-8119050', 'LK-8119055', 'LK-8119060', 'LK-8119065', 'LK-8119070', 'LK-8119075', 'LK-8119080', 'LK-8119085', 'LK-8119090', 'LK-8119095', 'LK-8119100', 'LK-8119105', 'LK-8119110', 'LK-8119115', 'LK-8119120', 'LK-8119125', 'LK-8119130', 'LK-8119135', 'LK-8119140']	['EC-19C']	['LG-81190', 'LK-8119']	[]	[7.038379733422844, 81.188023013506]	912
MOH-81210	Badulla	LK	LK-8	LK-81	MOH-81210	75042	49.65	['LG-81211', 'LG-81212']	['EC-19', 'LK-81']	['EC-19D', 'LK-8121']	[]	[6.986382060343483, 81.0888501269484]	873
